Italian,English
Trasferimento di fondi in ingresso e in uscita. Controlli ex Regolamento 847 2015,Transfer of funds in and out. Checks pursuant to Regulation 847 2015
Servizio di consulenza alle imprese nella partecipazione ai Finanziamenti Europei,Consulting service for businesses in participating in European funding
Debt Capital Markets - Contatto cliente ed analisi operazione,Debt Capital Markets - Customer contact and transaction analysis
Cambio assegno,Check exchange
Cartolarizzazioni di terzi - Acquisto ABCP emessa da Romulus,Third party securitizations - Purchase ABCP issued by Romulus
Emissioni certificates - Gestione eventi calcolo parametri e segnalazione ai mercati,"Emissions certificates - Event management, parameter calculation and reporting to the markets"
Pensioni - Pagamento,Pensions - Payment
Concessione - Privati - Fidi e Altri Finanziamenti - Specificita' di prodotto - Finanziamenti a valere sul Fondo per la prevenzione del fenomeno dell usura,Concession - Private individuals - Credit facilities and other loans - Product specifics - Loans from the Fund for the prevention of the phenomenon of usury
Smarrimento-sottrazione di beni artistici,Loss-theft of artistic assets
Monitoraggio credito forborne,Forborne credit monitoring
Gestione del processo di re-rating,Management of the re-rating process
Attribuzione TIT in deroga puntuale autorizzato,Authorized punctual derogation TIT attribution
Tesoreria Enti - Attivazione Servizio - Partecipazione a gara e assegnazione del servizio,Treasury Institutions - Service Activation - Participation in the tender and assignment of the service
Rischio Paese - Monitoraggio del plafond di Rischio Paese,Country risk - Monitoring of the country risk ceiling
Tesoreria Enti - Gestione Operativa - Registrazioni sui conti di tesoreria collegati al codice ente,Entity Treasury - Operational Management - Recordings on treasury accounts linked to the entity code
Finanza Strutturata ONE - Origination e Strutturazione,Structured Finance ONE - Origination and Structuring
Variazione profilatura MiFID del Cliente soggetta ad autorizzazione e-o sospensiva - BdT,Variation of the Client's MiFID profiling subject to authorization and/or suspension - BdT
Ordini per emissione di assegni in valuta,Orders for issuing checks in foreign currency
Estero - Operativita' in cambi - Censimento aggiornamento o cancellazione controparti EBS,"Abroad - Foreign exchange transactions - EBS counterparty registration, updating or deletion"
Relazioni con Universita' e Scuola,Relations with Universities and Schools
Identificazione e valutazione dell'esposizione al rischio per modifiche al Sistema Informativo,Identification and assessment of risk exposure for changes to the information system
Fiscalita' d'Impresa - Stima delle imposte correnti delle imposte di competenza e della fiscalita' differita,"Corporate Taxation - Estimate of current taxes, accrued taxes and deferred taxation"
Inclusione - Back@Work,Include - Back@Work
Normativa Emittenti - Gestione Situazione sensibile terminata,Issuers Regulations - Management of sensitive situation completed
Richiesta di censimento di un'entita' operativa in SOA,Request for registration of an operating entity in SOA
Prelevamento disposto da cliente di Banca Societa' esterna convenzionata,Withdrawal ordered by a customer of an external partner bank
Escussione Fondo di Garanzia Mutuo Prima Casa DM 31 luglio 2014,Enforcement of the First Home Loan Guarantee Fund Ministerial Decree of 31 July 2014
Inadempienza Probabile - Conversione crediti in Partecipazioni - Strumenti Finanziari,Unlikely to pay - Conversion of receivables into equity investments - Financial instruments
Gestione Asset Leasing Mobiliari - Vendita bene e chiusura della posizione,Asset Leasing Securities Management - Sale of assets and closure of the position
Derivati Regolamentati - Riconciliazioni Eclipse con partitari a valle,Regulated Derivatives - Eclipse reconciliations with downstream ledgers
Inadempienza Probabile - Presa in carico e Definizione soluzioni gestionali,Probable Default - Taking charge and Definition of management solutions
Monitoraggio dei livelli di servizio - Gestione semestrale delle campagne di customer satisfaction,Monitoring of service levels - Six-monthly management of customer satisfaction campaigns
Abbinamento di una iniziativa sociale - presente sulla piattaforma For Funding - con un prodotto o servizio della Divisione BdT e contestuale attivazione di una regola per la destinazione di un contributo economico,Combination of a social initiative - present on the For Funding platform - with a product or service of the BdT Division and simultaneous activation of a rule for the allocation of an economic contribution
Gestione Asset Leasing Real Estate - Predisposizione e gestione contabile locazione immobiliare,Real Estate Asset Leasing Management - Preparation and management of real estate lease accounting
Gestione Posizioni Privati Retail - Cessione Del Quinto - Gestione e Recupero,Management of Private Retail Positions - Assignment of the Fifth - Management and Recovery
"Normativa Emittenti - Gestione e organizzazione di team segregati ""TREE""","Issuer Regulations - Management and organization of segregated ""TREE"" teams"
Escalation e gestione della Crisi,Crisis escalation and management
Gestione liquidita' euro e divisa - Conferme regolamento e pagamenti,Euro and currency liquidity management - Settlement confirmations and payments
Gestione Sofferenze - Monitoraggio posizione,Bad Loans Management - Position monitoring
Sicurezza delle Terze Parti - Valutazioni piani di continuità operativa su fornitori critici,Third Party Security - Evaluation of business continuity plans on critical suppliers
Redazione ed invio relazione annuale a Banca d'Italia,Drafting and sending of the annual report to the Bank of Italy
Gestione assegni estero impagati,Management of unpaid foreign checks
Gestione Posizioni Privati Retail - Gestione Incassi,Management Private Retail Positions - Collections Management
Gestione del Recesso dal Contratto Prestazione Servizi di Investimento e Servizi Aggiuntivi MiFID,Management of Withdrawal from the Contract for the Provision of Investment Services and MiFID Additional Services
Finanza Strutturata ONE - Waiver e Amendment,Structured Finance ONE - Waiver and Amendment
Rischio di Credito - Fair Value immobili a garanzia di finanziamenti e Credit Risk Mitigation - Preparazione base dati e calcolo,Credit Risk - Fair Value of properties as collateral for loans and Credit Risk Mitigation - Database preparation and calculation
Gestione delle comunicazioni MEF di cui al D. Lgs. 231 del 2007 e s.m.i,Management of MEF communications pursuant to Legislative Decree 231 of 2007 and subsequent amendments
Esecuzione del Piano del Fondo di Beneficenza - Liberalita' Centrali,Execution of the Charity Fund Plan - Central Liberality
Monitoraggio per change applicativo su ABC e Fideuram online,Monitoring for application changes on ABC and Fideuram online
Gestione della conformita' normativa,Regulatory compliance management
Attivita' creditizia,Credit activity
Emissioni certificates - Collocamento,Emissions certificates - Placement
Trasferimenti titoli - Operazioni amministrative e contabili centralizzate,Securities transfers - Centralized administrative and accounting operations
Derivati Regolamentati - Gestione pagamenti,Regulated Derivatives - Payment management
Prodotti e Servizi Finanziari - Derivati OTC - Adempimenti contrattuali preliminari - BdT,Financial products and services - OTC derivatives - Preliminary contractual obligations - BdT
Valutazione derivati OTC - determinazione adjustment creditizi ai fini contabili (CVA- DVA),Valuation of OTC derivatives - determination of credit adjustments for accounting purposes (CVA-DVA)
Emissione o aggiornamento FI e documenti di sintesi (TRB@N),Issue or update FI and summary documents (TRB@N)
Pronti Contro Termine - Gestione e regolamento delle operazioni,Repurchase Agreements - Management and settlement of transactions
Sequestri Penali e Confische,Penal seizures and confiscations
Redazione pubblicazione e aggiornamento delle Schede Controllo,"Drafting, publication and updating of Control Cards"
Estero - Operativita' in cambi - Riconciliazione della posizione a rischio Cambio - Tasso operativita' a pronti,Abroad - Transactions in foreign exchange - Reconciliation of the position at risk Exchange - Rate of spot transactions
DFA - Chief Compliance Officer Annual Report,DFA - Chief Compliance Officer Annual Report
Finanza Strutturata ONE - Verifica Covenant,Structured Finance ONE - Covenant Verification
Concessione - Financial Institutions ONE - Istruttoria,Concession - Financial Institutions ONE - Investigation
Monitoraggio del Piano del Fondo,Monitoring of the Fund Plan
Gestione Apparecchiature Self - Gestione Cassa Self Assistita (CSA),Self Equipment Management - Self Assisted Cashier Management (CSA)
Negoziazione Algoritmica - Definizione modifica e revisione limiti per la clientela,"Algorithmic negotiation - Definition, modification and revision of limits for customers"
Valutazione titoli obbligazionari ai fini contabili e gestione dei livelli di fair value,Valuation of bonds for accounting purposes and management of fair value levels
Carte di pagamento - Blocco cautelativo-furto-smarrimento,Payment cards - Precautionary blocking-theft-loss
Gestione Past Due - Gestione delle posizioni in Sconfino,Past Due Management - Management of overdue positions
Specificita' per le Legal Entity a Indirizzo Coordinamento e Controllo,Specificity for Coordination and Control Legal Entities
Informativa prudenziale - Raccolta e predisposizione delle informazioni di dettaglio Parte E - Informazioni Risk Management,Prudential disclosure - Collection and preparation of detailed information Part E - Risk Management information
Servizi al Dipendente - Gestione carichi familiari e richiesta detrazioni,Employee services - Management of family expenses and request for deductions
Gestione Contributi - Erogazione Contributo Conto Interessi per Finanziamento Ex CIS di ISP,Contribution Management - Disbursement of the Interest Account Contribution for ISP's Ex CIS Financing
Rischio di Controparte - Gestione Riconciliazione Regolamentare,Counterparty Risk - Management of Regulatory Reconciliation
Gestione Asset fisici,Physical Asset Management
Pignoramenti - Gestione documentazione successiva all'atto di pignoramento,Foreclosures - Documentation management subsequent to the attachment deed
Finanziamenti - Gestione Prestiti - Estinzione anticipata Prestiti Personali,Loans - Loan management - Early repayment of personal loans
Rischio di Controparte - Altre attivita' regolamentari,Counterparty Risk - Other regulatory activities
Gestione Tasso Asset and Liability Management - Modello delle Poste a Vista a Breve Termine,Rate Management Asset and Liability Management - Short Term Sight Post Model
Finanza in Conto Proprio - Titoli - Gestione delle penali nel mercato non garantito ai sensi CSDR,Own account finance - Securities - Management of penalties in the unsecured market pursuant to CSDR
Gestione Sofferenze - Calcolo Fees,Bad Loan Management - Fees Calculation
Gestione delle mail PEC,PEC email management
Gestione degli Interventi Agevolati - Revoche,Management of Facilitated Interventions - Revocations
Adesione aumenti di capitale ed esercizio warrant,Participation in capital increases and exercise of warrants
Assegnazione di Codici di Sicurezza per l'accesso a Big (Financial) Data e CDM (Customer Data Management),Assignment of Security Codes for access to Big (Financial) Data and CDM (Customer Data Management)
Commissioni Regionali ABI - Gestione della fatturazione emolumenti dei Segretari,ABI Regional Commissions - Management of the emoluments billing of the Secretaries
Offerta Fuori Sede strumenti finanziari - Modalita' offline,Out-of-office offering of financial instruments - Offline mode
Cessione di Crediti Deteriorati e Portafogli di Crediti Deteriorati e Misti - Cessione Single Name sotto soglia - Deal Execution,Disposal of Non-Performing Loans and Portfolios of Non-Performing and Mixed Loans - Single Name Disposal below threshold - Deal Execution
Adempimenti ai fini agevolativi - Banca Finanziatrice - Fondo Rotazione Iniziative Economiche,Fulfillments for facilitation purposes - Financing Bank - Economic Initiatives Revolving Fund
Cartolarizzazioni Proprie - Reportistica e monitoraggio,Own Securitisations - Reporting and monitoring
Gestione acquisti - Gestione subaffidamenti,Purchasing management - Subcontracting management
Carte di pagamento - Recesso del Cliente,Payment cards - Customer withdrawal
Finanza in Conto Proprio - Derivati OTC - Conferme - Operativita' in Derivati di Tasso,Own Account Finance - OTC Derivatives - Confirmations - Transactions in Rate Derivatives
Rischio Generico di Posizione - Calcolo e monitoraggio delle misure di rischio ai fini regolamentari,Generic Position Risk - Calculation and monitoring of risk measures for regulatory purposes
Assegnazione e attivazione della spesa,Expenditure assignment and activation
Gestione del Collateral - Riconciliazione Variation Margin,Collateral management - Variation Margin reconciliation
Segnalazioni regolamentari per il Rischio di Liquidita',Regulatory reporting for liquidity risk
Quality Assurance sul processo di gestione delle operazioni anomale,Quality Assurance on the anomalous operations management process
Pronti Contro Termine - Revoca e storni operazioni,Repurchase Agreements - Revocation and reversal of transactions
Contabilità Generale - Attività e controlli propedeutici alla certificazione mensile dei flussi contabili,General Accounting - Activities and preparatory controls for the monthly certification of accounting flows
ADUE - Debitore - SEDA Attivazione mandati - Financial Institutions,ADUE - Debtor - SEDA Activation of mandates - Financial Institutions
Normativa Emittenti - Censimento e modifica Situazione sensibile,Issuers' Regulations - Survey and modification Sensitive situation
Segnalazioni individuali prudenziali - Asset Encumbrance,Prudential individual reporting - Asset Encumbrance
Sicurezza delle Terze Parti - Aggiornamento degli allegati “Norme di Sicurezza” e “Norme di Continuità Operativa”,"Security of Third Parties - Update of the attachments ""Security Rules"" and ""Business Continuity Rules"""
Gestione Certificati Fisici Di Fondi Non Collocati Dal Gruppo,Management of Physical Certificates of Funds Not Placed by the Group
Monitoraggio pianificazione soluzione,Solution planning monitoring
Credit Risk Mitigation - Cambiale Agraria - Rinnovo di cambiale agraria,Credit Risk Mitigation - Agricultural bill - Renewal of agricultural bill
Monitoraggio dei limiti prudenziali della propensione al rischio e dei massimali di esposizione di Gruppo nei confronti dei Soggetti Collegati,Monitoring of the prudential limits of the risk appetite and of the maximum exposure of the Group towards Associated Persons
Ricezione e smistamento degli atti notificati,Reception and sorting of notified deeds
Estinzione Impegno di Firma Domestico,Termination of Domestic Signature Commitment
Adempimenti contrattuali preliminari,Preliminary contractual fulfillment
Monitoraggio conti e giri di liquidita',Monitoring of accounts and cash flows
Adempimenti ai fini agevolativi - Banca Finanziatrice - Jeremie Calabria,Fulfillments for facilitation purposes - Financing Bank - Jeremie Calabria
Gestione del deposito titoli con vincolo di pegno presso terzi,Management of securities deposit with pledge with third parties
Richiesta biglietti da visita,Request for business cards
Gestione del catalogo e delle anagrafiche - Aggiornamento del catalogo,Catalog and master data management - Updating of the catalogue
Gestione Capacity,Capacity management
Gestione Segnalazione Alert Provenienti dal Change Auditor,Management of Alert Reports Coming from the Change Auditor
Finanziamenti in GIC - Erogazione,Loans in GIC - Disbursement
Gestione del mandato fiduciario in presenza o in assenza di Interlocutore autorizzato,Management of the fiduciary mandate in the presence or absence of an authorized Interlocutor
Liquidazione polizza per decesso assicurato,Insured death policy settlement
Operazioni con soggetti collegati individuali - Generazione e verifica base dati,Transactions with connected individuals - Generation and verification of databases
Gestione anagrafica emissione titoli obbligazionari Intesa Sanpaolo,Intesa Sanpaolo bond issue master data management
Inadempienza Probabile - Definizione Soluzione Stragiudiziale,Probable Default - Out-of-court settlement definition
Aggressione al personale non a scopo predatorio,Non-predatory assault on personnel
Presidio Adeguatezza MiFID - Attivita' propedeutiche sui prodotti in collocamento,MiFID Adequacy Control - Preparatory activities on placement products
Conti Correnti - Blocchi ed evidenze,Current Accounts - Blocks and evidence
Verifica formale assegni tratti e negoziati,Formal verification of drawn checks and negotiations
Verifica sulla corretta implementazione delle necessità di cybersecurity,Check on the correct implementation of cybersecurity needs
Gestione post vendita servizio Inbiz,Inbiz after-sales service management
Adempimento Collaborativo con AdE - Analisi delle pratiche chiuse - Predisposizione della mappa dei rischi e Monitoraggio delle posizioni condivise,Collaborative fulfillment with AdE - Analysis of closed cases - Preparation of the risk map and Monitoring of shared positions
Accordo ABI per il Credito - Richiesta di sospensione o allungamento durata,ABI Agreement for Credit - Request for suspension or extension of duration
Bonifici per Sovvenzioni Ministeriali e Erogazioni Liberali,Transfers for Ministerial Subsidies and Donations
Gestione del Collateral - Modifica del tasso di remunerazione del Collaterale su CSA bilaterali,Collateral Management - Modification of the rate of remuneration of the Collateral on bilateral CSAs
Derivati Regolamentati - Controllo scadenza Opzioni,Regulated Derivatives - Options expiry control
Fondi Sovrani - Acquisizione del rating di agenzia esterno,Sovereign Funds - Acquisition of external agency rating
Export Facile - sottoscrizione contratto,Easy Export - contract signing
Rischio di Controparte - CVA Capital Charge,Counterparty Risk - CVA Capital Charge
Rinnovo del rating semplificato Metodologie Project Finance - Commercial Real Estate - Leveraged and Acquisition Finance,Simplified rating renewal Methodologies Project Finance - Commercial Real Estate - Leveraged and Acquisition Finance
Societa' controllate - Istruttoria delibera e comunicazione agli Organi Sociali delle operazioni con Parti Correlate di Intesa Sanpaolo S.p.A. Soggetti Collegati del Gruppo e Soggetti rilevanti ex art. 136 TUB,Subsidiaries - Investigation of resolutions and communication to the Corporate Bodies of transactions with Related Parties of Intesa Sanpaolo S.p.A. Associated Persons of the Group and Relevant Persons pursuant to art. 136 TUBES
Contabilita' Generale - Controlli in ambito sistemi contabili,General Accounting - Controls in accounting systems
Apertura Major Incident e Problem,Opening Major Incident and Problem
Escussione Garanzia su finanziamenti a valere su fondo per la prevenzione del fenomeno dell'usura,Enforcement of guarantees on loans from the fund for the prevention of usury
Gestione delle Richieste ICT,Management of ICT Requests
Documentazione del ciclo di vita del dato (Data Life Cycle),Documentation of the data life cycle (Data Life Cycle)
Esecuzione Application e System Test,Application and System Test Execution
Informativa situazioni di interesse dei Key Manager,Information on situations of interest to Key Managers
LECOIP 2.0,LECOIP 2.0
Rischio Generico di Posizione - Calcolo e monitoraggio delle misure di rischio ai fini gestionali,Generic Position Risk - Calculation and monitoring of risk measures for management purposes
Gestione delle visite mediche di controllo dello stato di malattia,Management of medical examinations to check the state of illness
Censimento anagrafe clienti e fornitori,Customer and supplier registry census
Produzione e certificazione del Rendiconto Costi Oneri e Incentivi - Clientela diretta Divisione IMI CIB,"Production and certification of the Statement of Costs, Charges and Incentives - Direct customers of the IMI CIB Division"
Attivazione DNS e Connessioni con Partner Commerciali,DNS Activation and Connections with Commercial Partners
Perfezionamento dell'accordo,Finalization of the agreement
Anagrafica Strumenti Finanziari - Inserimento festività su Calendari e aggiornamento Mercati,Financial Instruments Data - Insertion of holidays in Calendars and update of Markets
Dispositivi per il dipendente - BYOD,Devices for the employee - BYOD
Creazione di una nuova causale di movimentazione del conto corrente,Creation of a new reason for movement of the current account
Derivati e Titoli - attivita' di contabilizzazione e completamento saldi per l'operativita' di fine mese,Derivatives and Securities - accounting and completion of balances for month-end operations
Gestione del Contante - Gestione di banconote e monete sospette di falsità - Filiale,Cash Management - Management of suspected counterfeit banknotes and coins - Branch
Eventi successivi acquisizione Garanzia su finanziamenti a valere su fondo per la prevenzione del fenomeno dell'usura,Subsequent events acquisition Guarantee on loans drawn from the fund for the prevention of the phenomenon of usury
Gestione delle regole approvative di Inbiz inserite dall'Azienda Cliente,Management of the Inbiz approval rules entered by the Client Company
Fiscalita' sul credito - Certificazione Imposta sostitutiva su Finanziamenti a MLT,Credit taxation - Certification of substitute tax on MLT loans
Superbonus Ecobonus ed altri bonus edilizi - IMPRESE - Anticipo su contratti con cessione del credito di imposta,Superbonus Ecobonus and other building bonuses - COMPANIES - Advance on contracts with transfer of the tax credit
Controlli di Governance Amministrativo Finanziaria,Financial Administrative Governance Controls
Finanza in Conto Proprio - Titoli - Attivita' preliminari di negoziazione Bond,Own Account Finance - Securities - Preliminary Bond Negotiation Activities
Pignoramenti - Gestione versamento ritenuta d'acconto su pagamenti per pignoramento o sequestro,Foreclosures - Management of withholding tax on payments for attachment or seizure
Attivazione garanzia consortile,Consortium guarantee activation
Sindacazione ONE - Organizzazione e distribuzione del finanziamento sul mercato,Syndication ONE - Organization and distribution of financing on the market
Carte di pagamento - Gestione sinistri,Payment cards - Claims management
Valutazione Crediti al Fair Value - Contabilizzazione Fair Value,Valuation of receivables at fair value - fair value accounting
Monitoraggio delle Partecipazioni,Monitoring of Participations
Gestione delle operazioni di Variazione della polizza,Management of policy change operations
Valutazione incidente complesso,Complex accident evaluation
Predisposizione e sottoscrizione ISDA Master Agreement e CSA e IM - Capogruppo e Banca IMI,Preparation and signing of ISDA Master Agreement and CSA and IM - Parent Company and Banca IMI
Certificazioni per revisori contabili,Certifications for auditors
MMSR - Predisposizione ed invio flusso segnaletico,MMSR - Preparation and sending of reporting flow
Cartolarizzazioni di terzi - Perfezionamento,Third party securitizations - Perfecting
Adempimenti ai fini agevolativi - Banca Finanziatrice - Beni Strumentali,Fulfillments for facilitation purposes - Financing Bank - Instrumental Goods
Gestione allarmi TLC,TLC alarm management
Corporate - Attribuzione e validazione del rating,Corporate - Attribution and validation of the rating
Valutazione derivati OTC - determinazione funding value adjustment,Valuation of OTC derivatives - determination of funding value adjustment
Garanzie Pignoratizie - Particolarita' operative per Titoli e Strumenti Finanziari,Attached Guarantees - Operational details for Securities and Financial Instruments
Gestione Tasso Asset and Liability Management - Strategie di copertura,Rate Management Asset and Liability Management - Hedging Strategies
Gestione Sofferenze - Incassi,Non-performing loans management - Collections
SDD a rischio banca - Revoca,SDD at bank risk - Revocation
Finanza in Conto Proprio - Titoli - Negoziazione in equity - Divisione IMI CIB,Own account finance - Securities - Equity trading - IMI CIB Division
Carte di credito aziendali assegnate ai dipendenti,Company credit cards issued to employees
Cybersecurity Posture,Cybersecurity Postures
Acquisizione dato biometrico per accesso ad 'Aree Riservate',Acquisition of biometric data for access to 'Reserved Areas'
Gestione corporate action - dividendi e cedole su Prestito Titoli,Corporate action management - dividends and coupons on Securities Lending
Operazioni richieste da società tesoriere per conto di società del proprio gruppo,Transactions requested by treasury companies on behalf of companies of their own group
Finanziamenti in GIC - Incasso commissioni e spese,Loans in GIC - Collection of commissions and expenses
Gestione Cambio - Gestione del rischio di cambio Transattivo connesso con il rischio di cambio Strutturale - Dividendi,Exchange Management - Transactional exchange risk management associated with Structural exchange risk - Dividends
Applicazione della tassazione su polizze di compagnie terze,Application of taxation on policies of third party companies
Sponsorizzazioni corporate,Corporate sponsorships
Inaccessibilita' dei Locali - Attivazione misure di continuita' operativa,Inaccessibility of Premises - Activation of operational continuity measures
Libretti di Risparmio - Estinzione,Savings books - Extinction
Gestione carico titoli fisici,Load management of physical titles
Contrattualizzazione servizi di incasso Bollettino Bancario Freccia,Contracting of collection services for Freccia Bank Bulletin
Time Cash in euro - Accensione ed estinzione a scadenza,Time Cash in Euros - Activation and extinction upon expiry
Censimento e Gestione Controparte - Digitalizzazione di documenti d'identita' e di documentazione societaria,Census and Counterparty Management - Digitization of identity documents and corporate documentation
Rischio di Controparte - Monitoraggio delle linee,Counterparty Risk - Monitoring of lines
Adempimenti ai fini agevolativi - Banca Finanziatrice - Finanziamento L.R. Sicilia n. 6 del 14.5.09,Fulfillments for subsidy purposes - Financing Bank - L.R. Sicily n. 6 of 14.5.09
Gestione in SIRE titoli obbligazionari propri,Management of own bonds in SIRE
Rischio IRR - Misure dinamiche,IRR risk - Dynamic measures
Rischio di Credito - Calcolo delle misure regolamentari - Calcolo del Capitale Economico,Credit Risk - Calculation of regulatory measures - Calculation of Economic Capital
Vendita e attivazione POS - Offerta a Distanza - Intesa Sanpaolo Agents4You,POS sale and activation - Remote Offering - Intesa Sanpaolo Agents4You
Gestione Proattiva Banche e Financial Institutions - Esaminare le posizioni,Proactive Management Banks and Financial Institutions - Review positions
Segnalazione statistica consolidata non armonizzata (Base M2),Non-harmonised consolidated statistical reporting (Base M2)
Valutazione crediti al Fair Value - Fair Value nel durante di crediti con deterioramento all'origination,Loan valuation at Fair Value - Over the course of fair value of loans with impairment at origination
Concessione - Corporate - Contatto con il cliente,Concession - Corporate - Customer contact
Monitoraggio post-vendita,After-sales monitoring
Segnalazione consolidata FSB,FSB consolidated reporting
Emissione o aggiornamento FI Contratti Precontratti DDS,Issue or update FI Contracts Pre-Contracts DDS
Gestione Convenzioni a carattere Nazionale e Locale - Divisione BdT,Management of National and Local Conventions - BdT Division
Funding - Operazioni Infragruppo a Medio e Lungo Termine,Funding - Intercompany Medium and Long Term Transactions
Verifica Requisiti di professionalità IVASS - Accertamento dei requisiti di professionalità erogazione dei corsi di formazione iniziale e aggiornamento professionale,Verification of IVASS professionalism requirements - Verification of the professionalism requirements for provision of initial training courses and professional updating
Definizione del Piano Prodotti,Definition of the Product Plan
Clearing - Porting Client,Clearing - Porting Client
Gestione delle disposizioni di richiamo assegno,Management of check recall orders
Segnalazione prudenziale consolidata Asset Encumbrance (Base AEC),Asset Encumbrance Consolidated Supervisory Reporting (AEC Basis)
Variazione - Ritiro - Riattivazione del POS,Variation - Withdrawal - Reactivation of the POS
Richiesta certificati SSL,Request SSL certificates
Aggiornamento professionale obbligatorio dei Dipendenti con mandato di Consulente Finanziario abilitato OFS,Mandatory professional updating of Employees with the mandate of OFS-qualified Financial Advisor
Polizze di Protezione - Beni e Persone - Offerta Fuori Sede,Protection Policies - Assets and Persons - Off-Site Offering
Assegni in bianco - denuncia e pubblicizzazione smarrimento-sottrazione-distruzione,Blank checks - report and publicize loss-subtraction-destruction
Gestione dei procedimenti amministrativi,Management of administrative proceedings
Garanzie Pignoratizie - Particolarita' per Pegno di Quote di Societa' a responsabilita' limitata,Pledge Guarantees - Particularity for Pledge of Limited Liability Company Shares
Gestione studi e ricerche - Produzione e pubblicazione raccomandazioni,Study and research management - Production and publication of recommendations
Individuazione livello di rischio delle posizioni - Finanza Strutturata,Identification of the risk level of the positions - Structured Finance
Libretti di Risparmio - Deleghe,Savings books - Proxies
Modelli di Pricing e calcolo delle Misure di Rischio - Sviluppo - certificazione - revisione dei modelli di pricing - Derivati OTC,Pricing models and calculation of Risk Measurements - Development - certification - revision of pricing models - OTC derivatives
Gestione Change Applicativo in Emergenza,Emergency Application Change Management
Imposta di bollo dovuta sui documenti informatici rilevanti ai fini tributari - versamento - contabilizzazione,Stamp duty due on IT documents relevant for tax purposes - payment - accounting
Servizi di Clearing Custody e Settlement - Gestione cedole e dividendi,Clearing Custody and Settlement Services - Coupon and dividend management
Pricing TEF (Conferma o Sconto di lettera di credito export) - Dir. Global Banking e Sovereign Institutions e Dir. Global Corporate e Dir. Internazionale,Pricing TEF (Export Letter of Credit Confirmation or Discount) - Global Banking and Sovereign Institutions Dir. and Global Corporate and International Dir.
Gestione eventi contabili,Accounting event management
Segnalazioni Sofferenze - Pianificazione attivita' - Generazione perimetro ed eventuali integrazioni,Non-performing reports - Activities planning - Generation of scope and any additions
Servizi di Clearing Custody e Settlement - Regolamento titoli in custodia nel mercato domestico,Clearing Custody and Settlement Services - Settlement of securities in custody in the domestic market
Acquisizione analisi e consolidamento dei dati di raccolta indiretta,"Acquisition, analysis and consolidation of indirect collection data"
Finanza in Conto Proprio - Titoli - Prematching e confirmation,Own account finance - Securities - Prematching and confirmation
Verifica delle condizioni per operazioni con Parti Correlate di Intesa Sanpaolo S.p.A. Soggetti Collegati del Gruppo e Soggetti rilevanti ex art.136 TUB,Verification of the conditions for transactions with Related Parties of Intesa Sanpaolo S.p.A. Associated Persons of the Group and Relevant Persons pursuant to art.136 TUB
Segnalazione consolidata armonizzata FinRep (Base FINC),FinRep harmonized consolidated reporting (Base FINC)
Gestione Sofferenze - Esame della posizione e definizione azioni di recupero,Non-performing loans management - Examination of the position and definition of recovery actions
Amministrazione Finanziamenti Leasing - Cambiali in entrata e in portafoglio,Leasing Financing Administration - Incoming bills and bills in the portfolio
Selezione esterna,External selection
Concessione - Proposta Small Business,Concession - Small Business Proposal
Equity Capital Markets - Offerte al pubblico OPA,Equity Capital Markets - Public tender offers
Mutui agevolati a Dipendenti Gruppo Intesa Sanpaolo - Delibera,Subsidized loans to Intesa Sanpaolo Group employees - Resolution
Accertamenti Bancari,Bank checks
Verifiche monitoraggio per change applicativo su ABC e Fideuram online,Monitoring checks for application changes on ABC and online Fideuram
Gestione sviluppo OffShore,Offshore development management
Servizi non finanziari offerti da Societa' del Gruppo o da Società terze a fronte di un Accordo con la Banca,Non-financial services offered by Group companies or third-party companies under an agreement with the Bank
Bonifici estero in uscita - Investigation,Outgoing foreign transfers - Investigation
Censimento e Gestione Controparte - Avvisi e Notifiche - Variazioni centralizzate,Census and Counterparty Management - Notices and Notifications - Centralized variations
Quadratura operazioni cash e titoli,Balancing cash and securities transactions
Attivazione servizio Inbiz per Cliente BdT o Cliente Global Corporate della Divisione IMI-CIB,Inbiz service activation for BdT Customer or Global Corporate Customer of the IMI-CIB Division
Attivita' preparatorie e raccolta dell'informativa,Preparatory activities and collection of information
Gestione Regole Contabili per PNA (prima nota automatica),Management of Accounting Rules for PNA (automatic journal entry)
Estero - Operativita' in cambi - Contrattualizzazione e abilitazione clientela per operativita' in cambi su Inbiz Forex - CIB,Abroad - Foreign exchange operations - Contractualisation and authorization of customers for foreign exchange operations on Inbiz Forex - CIB
Predisposizione dei contributi,Preparation of contributions
Attivita' da svolgere a seguito di altre situazioni di rischio in Filiale,Activities to be carried out following other risk situations in the Branch
Costruzione Curve TIT a Medio Lungo Termine Standard - Non Standard e attribuzione TIT Standard,Construction of Standard - Non-Standard Medium-Long Term TIT Curves and attribution of Standard TIT
Monitoraggio Risk Participation Agreement,Risk Participation Agreement monitoring
Certificazione registri obbligatori ROG CPC RPC,ROG CPC RPC Mandatory Records Certification
Valutazione Crediti al Fair Value - Calcolo Prudent Value e Disclosure livello 3 Fair Value,Valuation of Loans at Fair Value - Calculation of Prudent Value and Level 3 Fair Value Disclosure
Independent Price Verification - II livello - Derivati,Independent Price Verification - II level - Derivatives
Crediti documentari export - Gestione Cover Account,Export Documentary Credits - Cover Account Management
DFA - Marketing Material,DFA - Marketing Materials
Conti reciproci - apertura chiusura e gestione tassi,Reciprocal accounts - opening closing and rates management
