Italian,English
Presidi Trasversali di Compliance,Transversal Compliance Controls
Referente Compliance Società,Company Compliance Officer
Compliance Officer,Compliance Officer
Direzione Centrale Compliance Governance e Controlli,Compliance Governance and Controls Head Office Department
Segreteria Generale della Società,General Secretariat of the Society
Gestione Service Segreterie Controllate,Management of Subsidiary Secretariat Services
Owner di processo,Process owners
Consulenza Operazioni Straordinarie e Governance Controllate,Consulting for Extraordinary Transactions and Controlled Governance
Impatti Regolamentari Funzioni di Governance,Regulatory Impacts Governance Functions
Process Intelligence,Process Intelligence
"Direzione Centrale Coordinamento, Pianificazione e Sviluppo Audit","Audit Coordination, Planning and Development Central Management"
Società in perimetro,Perimeter companies
Servizi Bancari e Sistemi di Pagamento,Banking Services and Payment Systems
Controlli di Processo Compliance Regolamentare,Process Controls Regulatory Compliance
Servizi Creditizi e Conformità Pricing,Credit Services and Pricing Compliance
Consulenza Bancaria e Nuovi Servizi,Banking Consulting and New Services
Acquisti Facility e Logistica,Purchasing Facility and Logistics
Infrastructure & Public Sector,Infrastructure & Public Sector
M&A Advisory London - Divisione IMI CIB,M&A Advisory London - IMI CIB Division
Energy,Energy
Real Estate Advisory - Direzione Investment Banking & Structured Finance,Real Estate Advisory - Investment Banking & Structured Finance Department
"Telecom, Media & Technology","Telecom, Media & Technology"
Consumer & Retail,Consumer & Retail
Financial Institutions,Financial Institutions
Industrial & Healthcare,Industrial & Healthcare
M&A BDT,M&A BDT
Direzione Corporate Finance Mid-Cap - Divisione IMI CIB,Mid-Cap Corporate Finance Department - IMI CIB Division
Referente Applicativo,Application Referent
Organo Deliberante,Deliberative Body
Deloitte,Deloitte
Intesa Sanpaolo IMI Securities Corporation - ABCP Conduit,Intesa Sanpaolo IMI Securities Corporation - ABCP Conduit
Transaction Management - Direzione Global Markets Solutions & Financing,Transaction Management - Global Markets Solutions & Financing Department
ABCP Conduit Management London - Divisione IMI CIB,ABCP Conduit Management London - IMI CIB Division
Direzione Centrale Anti Financial Crime,Central Anti-Financial Crime Directorate
Iniziative di Sviluppo Commerciale,Commercial Development Initiatives
Performance Rete e Societa' Prodotto BdT,Network Performance and BdT Product Company
Coordinamento Marketing Imprese,Business Marketing Coordination
Targeting Commerciale,Commercial targeting
Unità di Emergenza,Emergency Unit
NOGE,NOGE
Comitato di Crisi,Crisis Committee
Funzioni di Controllo,Control functions
Media and Associations Relations,Media and Associations Relations
Investor Relations and Price-Sensitive Communication,Investor Relations and Price-Sensitive Communication
Unità organizzative coinvolte,Organizational units involved
Gestione Proattiva Altri Asset,Proactive Management of Other Assets
Governo Piattaforme,Platform Government
Utente,User
Dirigente preposto /AD e CEO/ DG,Responsible manager / CEO and CEO / GM
Banca IMI,IMI Bank
Tesoreria,Treasury
Digital Report & Solutions CIB,Digital Reports & Solutions CIB
Destinatari Reportistica DCTFG,Recipients DCTFG Reporting
Destinatari Reportistica CIB,CIB Reporting Recipients
Società controllata,Subsidiary company
Clearing HUB,HUB clearing
Prodotti Derivati,Derivative Products
Desk di Front Office,Front office desk
Presidio Valutazione Finanza,Finance Evaluation Office
Engineering,Engineering
Branch Applications e App Factory,Branch Applications and App Factory
Owner di materia,Subject owner
Docente,Professor
Portafoglio Cartaceo,Paper wallet
Equity & Credit Research,Equity & Credit Research
Borsa Italiana,Italian Stock Exchange
Legale Esterno,External Legal
Presidio Normativa e Operazioni Personali,Regulations and Personal Transactions
M&A and ECM BDT,M&A and ECM BDT
Legal Advisory Finanza Straordinaria,Legal Advisory Extraordinary Finance
Emittente,Issuer
ECM Marketing Institutional & Retail,ECM Marketing Institutional & Retail
Struttura Richiedente,Applicant Structure
Presidio Factoring,Factoring supervision
Controlli Creditizi,Credit Checks
Government & Institutional Investors,Government & Institutional Investors
Asset Management - Direzione Global Banking & Sovereign Institutions,Asset Management - Global Banking & Sovereign Institutions Department
Risk Data & Infrastructure,Risk Data & Infrastructure
Direzione Area CRO competente,Competent CRO Area Management
Consigliere delegato e CEO,Managing Director and CEO
Securitisation Banks,Securitization Banks
Organismo competente,Competent body
Agenzia di Rating,Rating agency
Controparte Esterna,External Counterparty
Soggetto Facoltizzato,Qualified Subject
Filiale ISP,ISP branch
Enti Pubblici e Tesorerie,Public Bodies and Treasuries
"Cybersecurity Strategic Intelligence, Policy and Culture","Cybersecurity Strategic Intelligence, Policy and Culture"
Referente Applicativo o Infrastrutturale,Application or Infrastructural Representative
Referente Coordinamento Piani di Rientro,Contact Person for the Coordination of Return Plans
Richiedente Verifiche Tecniche Specifiche,Applicant for Specific Technical Checks
International Long Term Debt Origination & Private Placement,International Long Term Debt Origination & Private Placement
International Short Term Debt Origination & Private Placement,International Short Term Debt Origination & Private Placement
Interest Rate Swap Trading,Interest Rate Swap Trading
Processi Contabili,Accounting Processes
ALM & FVA Management,ALM & FVA Management
Active Value Management Equity,Active Value Management Equity
Gestore di riferimento ,Reference manager
Struttura Organizzativa locale,Local organizational structure
Referente di struttura,Structure contact person
HR Transformation,HR transformation
Referenti Applicativi,Application Referents
Gestione Personale di riferimento ,Management of reference personnel
Struttura deputata alla gestione degli eventi critici,Structure in charge of the management of critical events
CLS Bank,CLS Bank
Società Incaricata,Appointed Company
Punti Operativi,Operating Points
Coordinamento Direzionale,Management coordination
Trasformazione e Progetti Strategici,Transformation and Strategic Projects
Nuove Attività Non Bancarie,New Non-Banking Activities
Personale e Assistenza Rete - Direzione Agribusiness,Personnel and Network Assistance - Agribusiness Management
Personale e Assistenza Rete - Direzione Impact,Personnel and Network Assistance - Impact Management
Personale e Assistenza Rete - Direzione Filiale Digitale,Personnel and Network Assistance - Digital Branch Management
Responsabile,Responsible
Direzione Centrale Audit Global & Strategic Risks,Central Audit Global & Strategic Risks Department
Model Risk Management,Model Risk Management
Coordination of Risk Management Initiatives,Coordination of Risk Management Initiatives
Intesa Sanpaolo Bank Luxembourg,Intesa Sanpaolo Bank Luxembourg
Intesa Sanpaolo Bank Ireland,Intesa Sanpaolo Bank Ireland
Direzione Global Corporate - Divisione IMI CIB,Global Corporate Management - IMI CIB Division
Direzione Internazionale - Divisione IMI CIB,International Management - IMI CIB Division
Direzione Global Banking & Sovereign Institutions - Divisione IMI CIB,Global Banking & Sovereign Institutions Department - IMI CIB Division
Direzione Commerciale Corporate e SME - Divisione ISB,Corporate and SME Sales Management - ISB Division
Foreign Banks Risk Governance,Foreign Banks Risk Governance
Comitato Modelli Interni Rischi di Credito e di Pillar 2,Credit Risk and Pillar 2 Internal Models Committee
Cloud Center of Excellence,Cloud Center of Excellence
Rapporti con il Garante Privacy e con gli Interessati,Relations with the Privacy Guarantor and with the interested parties
Filiale Estera,Foreign branch
Intesa Sanpaolo Bank Romania,Intesa Sanpaolo Bank Romania
Privredna Banka Zagreb,Privredna Banka Zagreb
CIB Bank,CIB Bank
Legal Advisory Documentazione Emissioni,Legal Advisory Documentation Emissions
Supporto Tecnico Emissioni,Emissions Technical Support
Investment Product Conformity Controls,Investment Product Compliance Controls
FX Derivatives Trading,FX Derivatives Trading
Investment Products Sales,Investment Products Sales
Credit Portfolio Management - DC Active Credit Portfolio Steering,Credit Portfolio Management - DC Active Credit Portfolio Steering
Coordinamento Tesorerie Decentrate,Coordination of Decentralized Treasuries
Macroeconomic Analysis,Macroeconomic Analysis
"Intesa Sanpaolo Vita - Area Amministrazione Bilancio, Pianificazione, Controllo di Gestione","Intesa Sanpaolo Vita - Financial Statement Administration, Planning, Management Control Area"
Intesa Sanpaolo Vita - Area Finanza e Attuariato,Intesa Sanpaolo Vita - Finance and Actuarial Area
Intesa Sanpaolo Vita - Risk Management,Intesa Sanpaolo Vita - Risk Management
Controllo Costi,Cost check
Piano d'Impresa e Presidio del Valore,Business Plan and Presidium of Value
Destinatari reportistica,Report recipients
Gestore del Personale - Direzione Regionale,Personnel Manager - Regional Management
Assegnatario Foresteria,Forestry Assignee
Soggetto Autorizzato,Authorized Subject
Responsabile Struttura o incaricato,Facility manager or person in charge
Soggetto non dipendente,Non-dependent person
Fiscalità Corporate e Finanza,Corporate Taxation and Finance
Agenzia delle Entrate,Revenue Agency
Consorzio SRF,SRF Consortium
Monitoring e Transition,Monitoring and transitions
Credit Analytics,Credit Analytics
Data Owner e Strumenti Credito,Data Owner and Credit Tools
ICE Europe,ICE Europe
PB & Foreign Networks Sales London - Divisione IMI CIB,PB & Foreign Networks Sales London - IMI CIB Division
CFTC/Exchanges,CFTC/Exchanges
Market Hub London - Divisione IMI CIB,Market Hub London - IMI CIB division
Legale esterno,External lawyer
Analisi e Presidio Network Italia,Analysis and Oversight Network Italy
Finanza Straordinaria Imprese,Corporate Extraordinary Finance
Desk di Prodotto ,Product Desk
Tavolo Investimenti Alternativi e SPAC -  Sessione Investimenti Alternativi,Alternative Investments Table and SPAC - Alternative Investments Session
Centro di Responsabilità,Accountability Center
Gestione Sistema Ciclo Passivo,Accounts Payable System Management
"Acquisti Beni, Servizi e Assicurazioni","Purchases of goods, services and insurance"
Acquisti Beni Informatici e Focal Point,Purchasing IT Goods and Focal Points
Committente,Client
Funzione acquisti locale,Local purchasing function
People Tech & Change Management,People Tech & Change Management
Società e Reti Agenti,Companies and Agent Networks
Il Valutatore,The Evaluator
Antiriciclaggio Retail e Corporate,Retail and Corporate anti-money laundering
Embarghi,Embargoes
Structured Deals,Structured Deals
PMLS,PMLS extension
People Development & Change Management- Divisione International Subsidiary Banks,People Development & Change Management - International Subsidiary Banks Division
Prodotti Copertura e Gestione Liquidità,Products Hedging and Cash Management
Specialista Protezione,Protection Specialist
Società non Core,Non-core company
Società Core,Core company
Ufficio Controlli Direzionali ICT,ICT Management Control Office
Infogroup,Infogroups
Amministrazione e Operations HR,Administration and Operations HR
Ufficio Amministrazione del Personale,Personnel Administration Office
Ufficio Reporting e Contabilita' Analitica,Reporting and Analytical Accounting Office
Anti-Fraud Management,Anti-Fraud Management
Responsabile della Filiale,Branch manager
Banca Concessionaria,Concessionaire Bank
Conflitti di Interesse e Informazioni Privilegiate,Conflicts of Interest and Privileged Information
Amministrazione e Reporting,Administration and Reporting
Segreteria Operativa CdA e Comitati,Operational Secretariat of the BoD and Committees
Segreteria Societaria della Società del Gruppo,Corporate Secretariat of the Group Company
Divisione Corporate e Investment Banking - Proprietary Trading,Corporate and Investment Banking Division - Proprietary Trading
Gestore della partecipazione,Participation manager
Capital Light Bank,Capital Light Bank
Compliance Officer delle Società del Gruppo,Compliance Officer of Group companies
Struttura Responsabile operazione di investimento partecipativo,Structure Head of participatory investment operation
Struttura creditizia competente,Competent credit structure
Penale e Irregolarità Operative,Penalties and Operational Irregularities
Unità Organizzativa Richiedente,Requesting Organizational Unit
Specialisti MLT/ Leasing e Factoring CIB,CIB MLT/ Leasing and Factoring specialists
Credit Officer Network Italia,Credit Officer Network Italy
Digital Business Partner Aree di Business,Digital Business Partner Business Areas
Demand e Monitoraggio Investimenti,Demand and Investment Monitoring
"Demand, Capital Budget e Ciclo Passivo","Demand, Capital Budget and Accounts Payable"
"Demand, Monitoraggio Investimenti & Business Continuity","Demand, Investment Monitoring & Business Continuity"
Demand & Investment Management,Demand & Investment Management
Transformation Center,Transformation Center
Direzione Centrale Acquisti,Central Purchasing Department
Direzione Centrale Strategic Support,Central Strategic Support Department
Responsabile facoltizzato,Powered manager
Capital Budget e Monitoraggio Investimenti,Capital Budget and Investment Monitoring
Cabina di Regia Investimenti,Investment Control Room
Intesa Sanpaolo Bank Albania,Intesa Sanpaolo Bank Albania
Banca Intesa Beograd,Bank Intesa Beograd
Intesa Sanpaolo Bank (Slovenia),Intesa Sanpaolo Bank (Slovenia)
Alexbank,Alexbank
Banca 5,Bank 5
Intesa Sanpaolo Banka Bosna i Hercegovina,Intesa Sanpaolo Banka Bosnia and Hercegovina
Pravex Bank,Pravex Bank
Strumenti di Marketing,Marketing tools
Performance DR Nord Est e Agribusiness,Performance DR North East and Agribusiness
Performance DR Centro Sud,Central South DR performance
Analisi Performance Commerciale,Commercial Performance Analysis
Responsabile di Industry - Direzione Global Corporate,Head of Industry - Global Corporate Management
Consulente Finanziario,Financial advisor
International Corporate Trade Finance Sales,International Corporate Trade Finance Sales
Supervisory Interface,Supervisory Interface
Co-Head della Direzione Centrale Financial Market Coverage ,Co-Head of the Financial Market Coverage Head Office Department
Società che utilizzano veicoli ,Companies that use vehicles
Direzione Centrale Comunicazione e Immagine,Central Directorate of Communication and Image
Governance Capogruppo e Controllate,Governance Parent Company and Subsidiaries
"Consulenza Societaria, Adempimenti Societari e Governance Capogruppo","Corporate Consulting, Corporate Compliance and Parent Company Governance"
Organo Consiliare,Council body
Intesa Sanpaolo Assicura,Intesa Sanpaolo Insurance
Industry Research,Industry Research
Data Warehouse & Analytics,Data Warehouse & Analytics
Analisi Performance Commerciale - Divisione IMI CIB,Commercial Performance Analysis - IMI CIB Division
Direzione Centrale Studi e Ricerche,Central Directorate of Studies and Research
Direzione Sistemi di Governance e Iniziative Strategiche - Divisione ISB,Governance Systems and Strategic Initiatives Department - ISB Division
Regulations & Policies Business Impact analysis,Regulations & Policies Business Impact analysis
Capital Management & Value Governance,Capital Management & Value Governance
Coordinamento Marketing Wealth Management & Protection,Wealth Management & Protection Marketing Coordination
Prodotti di Credito e Trade Finance,Credit and Trade Finance products
"Direzione Centrale Sicurezza sul Lavoro, Ambientale e Privacy","Central Directorate for Safety at Work, the Environment and Privacy"
Processi di Transaction Banking,Transaction Banking Processes
Processi per il Lavoro Digitale,Processes for Digital Work
Processi Governance e Finanza,Governance and Finance Processes
Processi Credito,Credit Processes
Processi Commerciali Multicanale,Multichannel Commercial Processes
Organizzazione Funzioni di Business,Organization of Business Functions
Corporate and Physical Security,Corporate and Physical Security
Coordinamento Iniziative Group General Counsel - Legal Operations,Coordination of Group General Counsel - Legal Operations initiatives
Altri Prodotti Bancari e Nuovi Servizi,Other Banking Products and New Services
Servizi e Strumenti di Pagamento,Payment Services and Tools
Gestore della Relazione con il Cliente,Customer Relationship Manager
Disconoscimenti,Disclaimers
Fabbriche FM,FM factories
Fabbriche AM,AM factories
Fabbriche FM ,FM factories
Middle Office Bilanci e Modelli Fiscali,Middle Office Financial Statements and Tax Models
Specialista per l'Innovazione - Direzione Regionale,Innovation Specialist - Regional Directorate
Funzioni Centrali,Central Functions
Controlli - Direzione Regionale,Controls - Regional Directorate
Audit AML & Operational Risk BdT,AML & Operational Risk BdT audits
Prevenzione e Protezione,Prevention and Protection
Credit Sales,Credit Sales
Desk Global Markets - Filiale Estera,Global Markets Desk - Foreign Branch
CIB Cross Applications,CIB Cross Applications
Industry - Direzione Global Corporate,Industry - Global Corporate Management
Filiale Estera Hub,Foreign Branch Hub
Data Service Hub,Data Service Hub
Credit Risk Models,credit risk models
Direttore di Progetto,Project Director
Data user,Date user
Titolare,Holder
Referente Operativo,Operational contact person
Professionista esterno,External professional
Ente Delegato,Delegated Body
Supporto Operativo Acquisti,Purchasing Operational Support
Funzione Legale Società,Company Legal Function
Ente Tecnico ,Technical body
Default Management Group,Default Management Group
Central Counterparty Clearing House - CCP,Central Counterparty Clearing House - CCP
Responsabile Capital Markets,Head of Capital Markets
Banche del Gruppo,Group banks
Critical Event readiness Team (CERT),Critical Event Readiness Team (CERT)
Funzioni competenti,Competent functions
Canali e Contenuti Web,Channels and Web Content
External Communication International Subsidiary Banks,External Communication International Subsidiary Banks
Direzioni Centrali e Unita' di Staff con riporti agli Organi Collegiali e o al CEO,Head Office Departments and Staff Units reporting to the Collegial Bodies and/or to the CEO
Servizio Acquisti,Purchasing Service
Direzione Centrale Compliance Retail e Corporate Banking,Compliance Retail and Corporate Banking Head Office Department
Media CIB e Aree di Governo,Average CIB and Governance Areas
Media Banca dei Territori e Media Locali,Media Banca dei Territori and Local Media
"Media Attività Istituzionali, Sociali e Culturali","Media Institutional, Social and Cultural Activities"
Media Wealth Management,Media Wealth Management
ISPB - Assistente Area Private,ISPB - Private Area Assistant
Duomo,Cathedral
Romulus,Romulus
Special Purpose Vehicle,Special Purpose Vehicle
CP Placement Agent,CP Placement Agent
ECP dealer,ECP dealer
Fideuram Intesa Sanpaolo Private Banking - Gestione Risorse ISPB e Rete Bancaria Fideuram,Fideuram Intesa Sanpaolo Private Banking - ISPB Resource Management and Fideuram Banking Network
Risorsa esterna,External resource
Sistemi Interni Credito Corporate e Modelli Gestionali,Internal Corporate Credit Systems and Management Models
Basilea,Basel
Società del perimetro,Perimeter company
Struttura Bilancio della Societa',Structure of the Company's Financial Statements
Monitoraggio e Controllo Outsourcing,Monitoring and Control Outsourcing
Eventuali altri owner dei crediti oggetto cartolarizzazioni che hanno strutturato l’operazione,Any other owners of the credits subject to securitizations who structured the transaction
Società assicurative,Insurance companies
Recupero Crediti ex UBI,Ex UBI Credit Recovery
Credito Anomalo ex UBI,Anomalous credit ex UBI
NPL e PULSE,NPLs and PULSE
Costo del Credito - Divisione IMI CIB,Cost of Credit - IMI CIB Division
Credit Cost & Assets Optimization,Credit Cost & Asset Optimization
Performance Management e TdB,Performance Management and TdB
Coordinamento Gestionale e Iniziative HR,Management Coordination and HR Initiatives
Personale - Banche/Società,Personnel - Banks/Companies
Continuous Auditing,Continuous auditing
Controlli Perizie Immobiliari,Real Estate Appraisal Checks
Foreign Network & Centralized Italian Subsidiaries Risk Management,Foreign Network & Centralized Italian Subsidiaries Risk Management
Data Owner / Referente Anagrafe Locale,Data Owner / Local Registry Representative
Cybersecurity Projects Management,Cybersecurity Project Management
Audit Cyber e Sicurezza Fisica,Cyber Audit and Physical Security
Responsabile della UOG,Head of the UOG
Desk FO,FO desk
"Business Continuity, Resilience and Crisis Management","Business Continuity, Resilience and Crisis Management"
Business Owner Certificatore,Business Owner Certifier
Capital Markets Structuring,Capital Markets Structuring
Direzione Centrale Compliance Regolamentare Corporate e Investment Banking,Corporate and Investment Banking Regulatory Compliance Head Office Department
People Management Aree di Governo,People Management Governance Areas
Compliance Locale di Londra,London Local Compliance
Audit Sistemi ICT e Sicurezza,ICT and Security Systems Audit
Ente Emittente,Issuer body
Ente Ricevente,Receiving Body
Tesoreria Enti,Entities Treasury
Filiale Estera HUB / Filiale Estera,Foreign Branch HUB / Foreign Branch
Governo Outsourcing e Supporto Acquisti,Government Outsourcing and Purchasing Support
Process Owner,Process Owner
Coordinatore outsourcing,Outsourcing Coordinator
Referente Outsourcing,Outsourcing contact person
Direzione Centrale Organi Collegiali e Affari Societari,Corporate Bodies and Corporate Affairs Central Management
Audit Processi di Supporto,Support Process Audit
Data Protection Officer,Data Protection Officer
Funzioni Valutatrici Obbligatorie,Compulsory Evaluation Functions
Comitato Coordinamento Controlli e Rischi Non Finanziari di Gruppo,Group Non-Financial Risks and Controls Coordination Committee
Gestione risorse umane competente,Competent HR management
International Mobility & Compensation Support,International Mobility & Compensation Support
"Area di Governo, Funzione e/o Divisione coinvolta","Governance area, Function and/or Division involved"
Performance Management,Performance Management
Assistenza Transazionale e Finanziamenti,Transactional Assistance and Financing
Unità Organizzativa dedicata alla Data Ownership,Organizational unit dedicated to Data Ownership
Dirigente Preposto,Responsible Manager
Funzioni di controllo,Control functions
Investment Products Structuring,Investment Products Structuring
Coordinamento International Research Network,International Research Network coordination
Eurizon Capital,Eurizon Capital
Controllo di Gestione e Presidio Dati,Management Control and Data Protection
"Conflitti di Interesse, Informazioni Privilegiate e Operazioni Personali","Conflicts of Interest, Privileged Information and Personal Transactions"
Retail Research,Retail Research
Editorial and Operational Support,Editorial and Operational Support
Clearing & Data Processing,Clearing & Data Processing
Direzione Legal Advisory IMI CIB,IMI CIB Legal Advisory Department
Controlli & Operational Risk,Controls & Operational Risk
Public & Social Infrastructure,Public & Social Infrastructure
Energy & Industry Specialised Lending,Energy & Industry Specialized Lending
Banca IMI - Crediti e Portfolio Monitoring,Banca IMI - Loans and Portfolio Monitoring
Supervisory Response,Supervisory Response
Direzione Centrale Audit Corporate e Finanza,Corporate Audit and Finance Head Office Department
Responsabile AD,CEO manager
Risk Assessment e Coordinamento Iniziative di Compliance,Risk Assessment and Coordination of Compliance Initiatives
Presidi Specialistici,Specialist Principals
Governance Amministrativo Finanziaria,Financial Administrative Governance
Direzione Centrale Audit Banca dei Territori,Banca dei Territori Central Audit Department
"Direzione Centrale Audit Banche Estere, Wealth Management e Protection","Foreign Banks Audit, Wealth Management and Protection Head Office Department"
"Direzione Centrale Audit Processi di Governo, ICT e Supporto","Central Audit Department for Governance Processes, ICT and Support"
"Organizzazione BdT, ISBD e altri Ambiti Business","Organization BdT, ISBD and other Business Sectors"
"Risk Assessment, TdB, Reporting e MIS","Risk Assessment, TdB, Reporting and MIS"
Chief Risk Officer,Chief Risk Officer
Struttura territoriale,Territorial structure
Credit Risk Mitigation & Support,Credit Risk Mitigation & Support
Consap S.p.A.,Consap S.p.A.
Gestione NPE Nord Ovest,NPE North West management
Gestione NPE Centro Sud e Dorsale Tirrenica,Central Southern and Tyrrhenian Dorsal NPE management
Responsabile Crediti - Banca della Divisione Banca dei Territori,Credit Manager - Bank of the Banca dei Territori Division
Gestione NPE BdT,Management of NPE BdT
Gestione NPE Nord Est e Dorsale Adriatica,Management of NPE North East and Dorsale Adriatica
Gestione Credito - Banca della Div. BdT,Credit Management - Bank of the BdT Division
Gestione Credito - Direzione Regionale,Credit Management - Regional Management
Recupero Crediti Territorio Centro Sud,Debt Collection Central and Southern Territory
Italfondiario S.p.A. (Servicer esterno al Gruppo),Italfondiario S.p.A. (Servicer outside the Group)
Recupero Crediti Territorio Est,Debt Recovery Eastern Territory
Centro Recupero Crediti Small Ticket,Small Ticket Credit Recovery Center
Recupero Crediti Territorio Nord,Northern Territory Debt Collection
Recupero Crediti Territorio Ovest,West Territory Debt Collection
Presidio Recupero Crediti Territoriale,Territorial Debt Recovery Office
Costi Service Unit e Contabilita' Industriale,Costs Service Unit and Industrial Accounting
Sviluppo Commerciale,Commercial development
Servizi e Sistemi di Pagamento,Services and Payment Systems
Servizi Bancari e Credito alle Imprese,Banking Services and Corporate Credit
Banca Prossima,Next Bank
Struttura preposta,Appointed structure
Segreteria Generale - Banca della Divisione Banca dei Territori,General Secretariat - Bank of the Banca dei Territori Division
Release Management e Gestione Canali,Release Management and Channel Management
Responsabile della Direzione,Head of Management
Filiale Private - ISPB,Private branch - ISPB
Country Manager USA & Americas,Country Manager USA & Americas
Innovazione e Retailizzazione Spazi,Innovation and Retailization Spaces
Processi e Quality Assurance Know Your Customer,Processes and Quality Assurance Know Your Customer
Physical Security Services and Support,Physical Security Services and Support
Coordinamento Marketing Digital Retail,Digital Retail Marketing Coordination
Qualifica Fornitori,Supplier Qualification
Sicurezza sul Lavoro e Ambiente,Safety at Work and the Environment
Progettazione e Standard,Design and Standards
Digital Marketing e Advertising,Digital Marketing and Advertising
Comunicazione BdT,BdT communication
Gestione della Spesa BdT,BdT Expenditure Management
"Analisi, Ricerche di Mercato e Data Management","Analysis, Market Research and Data Management"
CRM e Pianificazione Commerciale,CRM and Commercial Planning
Sviluppo Corporate Identity,Corporate identity development
Qualita' e Ricerche BdT,Quality and Research BdT
Reclami e Qualità,Complaints and Quality
Struttura richiedente,Applicant structure
Business Coordination,Business coordination
HTC Credit & ESG Investments,HTC Credit & ESG Investments
Struttura erogante,Provider structure
Struttura Centrale o Territoriale,Central or Territorial Structure
"Qualifica Fornitori, Coordinamento e Monitoraggio","Supplier Qualification, Coordination and Monitoring"
Credit Engines,Credit Engines
Bookrunner,Bookrunners
Calculation Agent,Calculation Agent
Asset Monitor,Asset Monitor
Paying Agent,Paying Agent
Representative of Covered Bondholders,Representative of Covered Bondholders
Responsabile Money Market & Settlement,Head of Money Market & Settlements
Responsabile Direzione Tesoreria e Finanza di Gruppo,Head of Group Treasury and Finance Department
EBASS,EBASS
Responsabile di Tesoreria,Treasury Manager
Desk Short Term Debt Origination and Private Placements - Filiale Estera Hub,Desk Short Term Debt Origination and Private Placements - Hub Foreign Branch
 Responsabile Unità organizzativa, Organizational unit manager
Datore di Lavoro (DL),Employer (DL)
Rappresentante dei Lavoratori per la Sicurezza (RLS),Workers' Safety Representative (RLS)
Responsabile Servizio Prevenzione e Protezione (RSPP),Prevention and Protection Service Manager (RSPP)
Medico Competente Territoriale (MCT),Territorial Competent Doctor (MCT)
Coordinatore degli Addetti all'Emergenza,Emergency Coordinator
Sorveglianza Sanitaria e Rischi Psico-Sociali,Health Surveillance and Psycho-Social Risks
 Responsabile Sistema di Gestione Salute e Sicurezza sul Lavoro   (RSGSL)  , Occupational Health and Safety Management System Manager (RSGSL)
Delegati del Datore di Lavoro (DDL),Employer Delegates (DDL)
Medico Competente  (MC),Competent Doctor (MC)
Responsabile Conservazione Amianto (RCA),Asbestos Conservation Manager (RCA)
Esperto di Radioprotezione (ER),Radiation Protection Expert (ER)
Medico Competente Coordinatore (MCC),Competent Doctor Coordinator (MCC)
Direttore Generale Reoco,Reoco General Manager
Comitato per le Operazioni con Parti Correlate di ISP e Soggetti Collegati del Gruppo,Committee for Transactions with Related Parties of ISP and Associated Entities of the Group
OMR,OMR
Tavolo Product Governance della Divisione IMI CIB,Product Governance Table of the IMI CIB Division
DCM Origination,DCM Origination
Recupero Crediti Privati e Aziende Sud,Private Debt Recovery and Corporate Sud
Recupero Crediti Privati e Aziende Nord,Debt collection Private individuals and companies Nord
Recupero Crediti Rilevanti,Relevant Debt Recovery
Recupero Crediti Piccoli Tagli,Small Debt Collection
Finanza e Tesoreria,Finance and Treasury
Post Closing BDT,Post Closing BDT
Comunicazioni PEC di Gruppo e Ricerche Storiche,Group certified email communications and historical research
Referente Manageriale,Managerial Referent
Referente del Piano Settoriale,Referent of the Sectoral Plan
Società del Gruppo NO SAP,Group company NO SAP
Società extragruppo,Non-group company
Società equiparata,Equivalent company
Filiale,Branch
Crediti e Customer Journey Vendite,Credits and Customer Journey Sales
Fideuram Intesa Sanpaolo Private Banking - Bilancio Individuale e Contabilita',Fideuram Intesa Sanpaolo Private Banking - Individual Financial Statements and Accounting
Assistente /Addetto ,Assistant / Clerk
Perizie Immobiliari Interne,Internal Real Estate Appraisals
Perizie Immobiliari Esterne,External Real Estate Appraisals
Perito Esterno o Provider,External Expert or Provider
Perito esterno,External expert
Provider,Providers
Divisione Banca dei Territori - Direzione Personale e Change Management,Banca dei Territori Division - Personnel Department and Change Management
Divisione Banca dei Territori - Direzione Sales & Marketing Digital Retail,Banca dei Territori Division - Digital Retail Sales & Marketing Department
Direzione Centrale Compliance Regolamentare BdT e Private,Regulatory Compliance Head Office Management BdT and Private
"Area di Coordinamento Market, Financial and C&IB Risks","Market, Financial and C&IB Risks Coordination Area"
Third Parties Cybersecurity and Business Continuity,Third Parties Cybersecurity and Business Continuity
Struttura fiscale delle società in perimetro,Tax structure of the companies in the perimeter
Struttura contabile della società in perimetro,Accounting structure of the company in scope
Struttura di ciclo attivo e passivo della società in perimetro,Active and passive cycle structure of the company in scope
Struttura di caricamento e validazione della società in perimetro,Upload structure and validation of the company in scope
Legal Entity in ambito,Legal Entity in the field
Progetti Rete e Societa' Prodotto ,Network Projects and Product Society
Banca IMI - Organizzazione & Project Management,Banca IMI - Organization & Project Management
Comunicazione Aree di Governo e Internazionale,Communication Areas of Government and International
Progetti Chief Operating Officer e Altre Aree di Governo,Chief Operating Officer Projects and Other Governance Areas
Banking Research,Banking Research
International Subsidiaries Financial Monitoring,International Subsidiary Financial Monitoring
Sistemi Gestionali Finanza,Management Systems Finance
Prodotti Cash,Cash products
Associazione ISDA,ISDA Association
Agenzia viaggi,Travel agency
Partnership e Sponsorizzazioni,Partnerships and Sponsorships
Soci e Gestione Assemblee,Members and Assembly Management
Società di traduzione,Translation company
Segnalante Primario,Primary Reporter
Champion,Champion
Strutture lato Market,Market side structures
Segnalante Secondario,Secondary Reporter
Strutture lato Corporate,Corporate side structures
