model,modelID
Superbonus Ecobonus and other building bonuses - SERIAL INSTALLERS - Periodic and cumulative transfer of the tax credit,10001037
Tuning and Performance Management,10001019
Payment of taxes using the F24 form,10001439
Concession - Individuals - Finalized Loan - Right of withdrawal,10000151
Check amount adjustment,10001757
Payment cards - Customers waiver,10001419
Payment cards - Customers waiver,10001420
Payment cards - Customers waiver,10001421
Certificates of Deposit - Papers of Values - Correction and restoration of stocks,10000661
Management of unpaid checks,10001645
Collateral Management - Shortfall Management,10000711
Guarantees and Letters of Patronage - Extinction,10000167
Own Account Finance - OTC Derivatives - Confirmations - Structured Credit Derivative Transactions,10000928
Fee and interest management,10001424
Census and Counterparty Management - Economic and regulatory classification,10000840
Remote offer of financial instruments and insurance investment products,10000573
Remote offer of financial instruments and insurance investment products,10000574
Risk activities towards individual connected parties _ Generation of flows - data verification - sending of reports,10000297
Emissions certificates - Certification of pricing and product testing,10001257
Contingency Process - CLS Payment Release,10001070
Transfer of Impaired Loans and Portfolios of Non-Performing and Mixed Loans - Transfer Portfolio and Single Name above threshold - Assessments supporting the resolution - Resolution,10000564
Start Capital Budget,10001369
Disclaimer of Payment Card operations,10000781
Euro and currency liquidity management - Relations with central banks and institutions,10001083
Fraction of loan already in amortization,10000173
Guarantees and Letters of Patronage - Improvement,10000431
Ter Fiscal Shield - Plafond Management,10001822
EMIR - DFA - Preliminary contractual fulfillment BdT,10002046
Valuation of Securities and Derivatives - Effectiveness test of exchange risk hedging,10001201
Non-performing loans management - Extrajudicial management,10000684
Covered Warrant Issues - Corporate Action Management,10000579
Opening of an administered deposit for Financial Institutions customers,10000978
Payment available as a customer or agent of an external partner Bank-Company,10002161
Accounting management of energy utilities,10000565
Exchange Management - Transactional exchange risk management associated with Structural exchange risk - Profits Loss,10001685
Periodic verification of guarantee documents for the Banca dei Territori Division,10000309
Periodic verification of guarantee documents for the Banca dei Territori Division,10000310
Periodic verification of guarantee documents for the Banca dei Territori Division,10000311
Transfers with credit in current account,10000193
Management of out-of-court disputes,10001725
Issue of the Policy,10002221
Advances and Foreign Financing - Extension - curtailment - extinction - conversion,10000397
OPA - Management of the risk from taking on financial consultancy assignments,10002252
Available checks - report of theft-loss-destruction presented by the customer,10002142
Confirming - Buyer contracting,10000863
Analytical evaluations and extension - Unlikely to pay,10002096
Remote Identification and Recognition Services - My Key Business - On-Site Offer,10000719
Attached Guarantees - Extinction,10000216
Concession - Corporate ONE - Proposal - Analysis & Controls and Signatures,10000244
Safety Deposit Boxes and Closed Deposits - Locks and constraints,10002021
Management of improvement areas,10000900
Survey and modification of Related Parties of Intesa Sanpaolo S.p.A. Associated Persons of the Group and Relevant Persons pursuant to art.136 TUB,10000706
"Fulfillments for loss, theft or destruction of checks negotiated in Back up or through the GDO channel",10001139
Events and hospitality at the Gallerie dItalia,10001163
Management of Subsidized Interventions - Product Specificity - Special Fund for Applied Research,10001149
Tax shield - Special tax,10000094
Non-ordinary access to Central Buildings,10002235
Theft or loss or deterioration of permanent employee badge,10000576
Identification and census of the Beneficial Owner,10002317
Activities to be carried out as an Old Bank for the transfer of payment services,10001039
Placement activity or switch,10001724
Collateral Management - Management of relevant Disputes on Initial Margin,10001312
Request to open relationships in the name of Fiduciaries,10000136
External staff management,10001682
Concession - Individuals - Credit lines and other loans - Product specifics - Mortgage annuity loan,10000251
Activities to be carried out after a theft of goods in the Branch,10000771
Non-performing loans management - Management of external legal registers,10001427
Non-performing loans management - Management of external legal registers,10001428
Third Party Security - Cyber Relevant Third Party Classification,10000844
Certificates of Deposit - Repayment of coupons and capital on Materialized Certificate,10000250
Cash Deposit Payment - Irregularity Management,10000034
Advance invoices Italy - Management of extensions,10001233
Management of Individual Retail Positions - Pulse Management,10002204
Concession - Public Entities and Enterprises - Participation in Tenders,10000150
Major Incident and Problem Management,10002018
Management of differences found on totally outsourced equipment,10002251
Loan Trading - Purchase - Preliminary fulfilments,10000938
Cash Management - Foreign Currency Management - Central Structure,10001628
Concession - Private individuals - Subsidized mortgages and Mortgages granted to minors and owners of sole proprietorships - Resolution,10002281
Concession - Public Entities and Enterprises - Improvement,10000631
Guarantees and Letters of Patronage - Acquisition,10001921
Corporate Taxation - Transfer Pricing,10002149
Individuals - Mortgages - Improvement,10000020
Reports to Consob regarding equity investments,10000917
Valuation of Loans at Fair Value - Over the course of fair value of performing loans at origination,10000272
Pricing strategy - IMI CIB Division,10000340
Syndication ONE - Originate to Share - Waiver and amendment,10000230
Probable Default - Transfer of relationships in Servicing Bank,10000914
Current Accounts - Opening and closing of the account of the Company to be set up,10000160
Internal Dealing - Proprietary Insider List - Policy and coordination measures for group companies,10001932
Third Party Security - Post assessment third party monitoring activity,10000858
Import documentary credits - Modification,10000753
Sudoers File Checker,10001266
Management of expiry operations,10002277
Operational risk data management,10000943
Loan Trading - Portfolio loan management,10001951
Annual review of service contracts - KPI catalog update,10000440
Valuation of retirement funds,10001575
Third party securitisations - Monitoring transactions after closing,10001081
Prepaid cards - Stipulation of the credit service in convention on cards by Corporate customers,10001923
ISP suppliers with agency contract - Management of billing and social security obligations,10002038
Management of the Embargo regulatory framework - List management - AFC Screening and Filtering application names,10002249
Receipt of Certificates of Conformity,10000841
Safety Deposit Boxes and Closed Deposits - Management of parcels centralized in the Central Vault,10001513
Management of Product Variations and Product Repeat Business,10000523
Group forecasting anticipator,10001840
Payment of Italian redemption coupons and dividends,10001527
Payment of Italian redemption coupons and dividends,10001528
Cross-Functional Reporting for Liquidity Risk,10001231
Self Equipment Management - Management of differences found on equipment in charge of the branch,10002197
Contingency process - T2S unavailability RRG connection with Monte Titoli,10000777
Alternative Investments Funds - Investment Management,10002174
Fulfillments relating to contract work in the real estate sector,10000365
Enforcement of the Newborn Loan Guarantee Fund,10001376
Integrated Group Tableau de Bord of the Corporate Control Functions for the Corporate Bodies,10000887
Request for postponement of processing of Current Accounts and Counts,10001118
Cashiers checks and cashiers checks - Theft or loss at Poste Italiane,10000853
Census and Counterparty Management - Duplicate positions,10001071
Management of refund requests F23,10001355
Non-performing loans management - Verification of documentation and taking charge of the legal practice,10000877
Derivatives ETD - Management of Commodity Futures with Physical Delivery,10000583
Management of late payment of bank checks after communication of unpaid result,10001851
Collateral Management - Margin management service on behalf of third parties for Group Banks,10000883
Management and registration of access keys to branch premises,10001426
Fulfillments for subsidy purposes - Financing Bank - Finlombarda,10000056
Specialist Incident Management,10001441
Management of Subsidized Interventions - Stipulation of public funding contracts,10001675
Monitoring of domestic and international cash pooling services,10001794
Written complaints,10001001
Accounting management activities,10000109
Non-Performing Credit Management - Factoring management solutions,10001834
Non-Performing Credit Management - Factoring management solutions,10001835
Mortgage Guarantees - Appraisals,10000078
Impairment test of goodwill,10001587
Acquisition Finalization Guarantee on loans drawn from the fund for the prevention of the phenomenon of usury,10001701
Threshold Management of the Payment System in EURO,10000625
Institutions Treasury - Service Management - Ticket Issuers,10001843
Country risk - Assumption of country risk for new operations,10002206
Loans - Loan Management - Change in installment due date and other changes on Personal Loans,10000117
Clearing Custody and Settlement Services - Selection and monitoring of Custodians - CSD,10000570
Clearing Custody and Settlement Services - Centralized management of corporate meetings for Italian emission securities,10002267
Euro and foreign currency liquidity management - Interbank transactions with Group Counterparties,10001152
Identification of suspicious transactions,10001989
Banks - Analysis of counterparty characteristics for reconfirmation or assignment of rating or extended rating or certification of unrated or benchmark rating,10000301
Creation of a Technical Cost Center,10000429
OCIR Tool: Repository of contracts and inventory assets & staff,10000038
Modification of the census of customers and suppliers,10002069
Modification of the census of customers and suppliers,10002070
Management of physical certificates of non-distributed funds - role of custodian bank,10000064
Clearing Custody and Settlement services - Fiscal documentation census,10002010
Proprietary and Third Party Indices - Ex post data adjustment and management of extraordinary events. Algorithmic Indices,10001172
Implementation and monitoring of the annual audit plan,10000503
Model change rating pilot,10001035
Direct Guarantee Fdo PMI 662 96 on the Excussion Portfolio,10000148
Customer pricing reporting and invoicing services (Billing),10000240
Deliveries to Work Progress Status (SAL),10000409
Update of MIFID profiling on Group Fiduciary relationships,10001770
Financial products and services - OTC derivatives - Preliminary contractual obligations - IMI CIB,10002134
Project publishing and management,10000888
Management of bad debts Leasing - Management of losses,10002076
Master data fraud prevention,10000744
Consolidated Financial Statements - Definition of the perimeter and Group Map,10001743
Proactive Problem Management,10001719
Determination of Risk Weighted Assets (RWA),10001299
Daily checks with a view to prevention,10001310
Information document for the public and communication to Consob for transactions with related parties of Intesa Sanpaolo SpA,10001732
Counterparty Risk - Reporting management,10001301
Protection Policies - Goods and People - Issuance of Policies - Off-Site Offering - Intesa Sanpaolo Agents4You,10000692
Management and monitoring,10000851
Unit and Integration Test execution,10001319
Consulting assistance and clearing in the field of IT Security and Business Continuity,10000756
Extraction of accounts that have become dormant during the month and repayment of extinct dormant accounts NOT transferred to the fund,10001986
Online and offline advertising communication,10000618
Notifications of non-compliance with the Code of Ethics,10001222
Processing of personal data by third parties - Assignment of the subjective role of Suppliers or Third Parties,10001671
CBILL Service - Activation,10001792
Clearing - Calculation and management of OTC margins - Own account,10000964
Own account finance - Securities - Registration of closing and checking of interprocedural and margin accounts,10001994
Attached Guarantees - Operational features for Mutual Investment Funds,10002089
Resolution Planning - Prospective estimate of the MREL,10000379
Counterparty Risk - Exposure at Default estimate for the purpose of calculating prudential requirements,10000171
Acquisition Improvement Guarantee with Guarantee Funds Prima Casa DM 31 July 2014,10001669
Local utilities control,10001317
Securities Asset Leasing Management - Management and position analysis,10000253
Finance Systems Configurations - User management for trading platforms and system users - CFO area,10000813
Application change activation,10001345
Registry of Relationships - Census-update of the new FT in the Registry and monitoring alignment of relationships between the Registry and the SSA,10001059
EMIR - DFA - Monitoring the scope of products subject to clearing and trading execution obligations,10001813
Transactions on Certificates held by the Branch,10000801
Extension of curtailment of extinction of loan for use - extinction of gold sale with deferred payment,10002152
Exclusion Antivirus,10001447
Purchasing Management - Management of Technical Conformity and Certification,10000748
Loan of artistic assets,10001326
Clearing Custody and Settlement Services - Corporate Action Italy,10001774
Financial Products and Services - Settlement of operations,10002043
Financial Products and Services - Settlement of operations,10002044
"Centralized filing, research of block and pulp paper operational documentation Central Structures",10000235
ISC update and online calculator for credit openings and current account overruns,10000482
Clearing Custody and Settlement services - Depository settings and account opening-management,10001515
Salesforce user management,10001736
Solidarity Fund - Reactivation of depreciation before the deadline,10001386
Proactive Management Corporate and Small Business - Managing positions in Proactive Management (PM),10000260
Early repayment of medium-long term mortgages and loans,10000384
Financial Products and Services - OTC Derivatives - Post-Sales Monitoring - IMI CIB,10001541
Management of operations requested by the customer,10001564
Remote Identification and Recognition Services - My Key - Switching on via Online Channels,10001448
Prescribed redemptions of securities and coupons,10001971
International Guarantees Issued - Issue and Modification,10001287
FM design development and maintenance,10001204
Transfer of funds in and out. Checks pursuant to Regulation 847 2015,10001610
Consulting service for businesses in participating in European funding,10000649
Debt Capital Markets - Customer contact and transaction analysis,10000589
Check exchange,10001524
Third party securitizations - Purchase ABCP issued by Romulus,10001192
"Emissions certificates - Event management, parameter calculation and reporting to the markets",10001146
Pensions - Payment,10001567
Concession - Private individuals - Credit facilities and other loans - Product specifics - Loans from the Fund for the prevention of the phenomenon of usury,10001608
Loss-theft of artistic assets,10000798
Forborne credit monitoring,10000901
Management of the re-rating process,10000423
Authorized punctual derogation TIT attribution,10001137
Treasury Institutions - Service Activation - Participation in the tender and assignment of the service,10001761
Country risk - Monitoring of the country risk ceiling,10000019
Entity Treasury - Operational Management - Recordings on treasury accounts linked to the entity code,10001521
Structured Finance ONE - Origination and Structuring,10001169
Variation of the Clients MiFID profiling subject to authorization and/or suspension - BdT,10000419
Orders for issuing checks in foreign currency,10000047
"Abroad - Foreign exchange transactions - EBS counterparty registration, updating or deletion",10002030
Relations with Universities and Schools,10000108
Identification and assessment of risk exposure for changes to the information system,10001731
"Corporate Taxation - Estimate of current taxes, accrued taxes and deferred taxation",10000845
Include - Back@Work,10001985
Issuers Regulations - Management of sensitive situation completed,10001853
Request for registration of an operating entity in SOA,10000217
Withdrawal ordered by a customer of an external partner bank,10002062
Enforcement of the First Home Loan Guarantee Fund Ministerial Decree of 31 July 2014,10001284
Unlikely to pay - Conversion of receivables into equity investments - Financial instruments,10001296
Asset Leasing Securities Management - Sale of assets and closure of the position,10001783
Regulated Derivatives - Eclipse reconciliations with downstream ledgers,10001636
Probable Default - Taking charge and Definition of management solutions,10000527
Monitoring of service levels - Six-monthly management of customer satisfaction campaigns,10000071
Combination of a social initiative - present on the For Funding platform - with a product or service of the BdT Division and simultaneous activation of a rule for the allocation of an economic contribution,10001418
Real Estate Asset Leasing Management - Preparation and management of real estate lease accounting,10001042
Management of Private Retail Positions - Assignment of the Fifth - Management and Recovery,10000024
Issuer Regulations - Management and organization of segregated TREE teams,10002264
Crisis escalation and management,10001218
Euro and currency liquidity management - Settlement confirmations and payments,10001246
Bad Loans Management - Position monitoring,10001331
Third Party Security - Evaluation of business continuity plans on critical suppliers,10001443
Drafting and sending of the annual report to the Bank of Italy,10001772
Management of unpaid foreign checks,10001251
Management Private Retail Positions - Collections Management,10001438
Management of Withdrawal from the Contract for the Provision of Investment Services and MiFID Additional Services,10000127
Structured Finance ONE - Waiver and Amendment,10000134
Credit Risk - Fair Value of properties as collateral for loans and Credit Risk Mitigation - Database preparation and calculation,10001674
Management of MEF communications pursuant to Legislative Decree 231 of 2007 and subsequent amendments,10001850
Execution of the Charity Fund Plan - Central Liberality,10001552
Monitoring for application changes on ABC and Fideuram online,10001821
Regulatory compliance management,10000930
Credit activity,10001089
Emissions certificates - Placement,10001283
Securities transfers - Centralized administrative and accounting operations,10000140
Regulated Derivatives - Payment management,10000829
Financial products and services - OTC derivatives - Preliminary contractual obligations - BdT,10001213
Valuation of OTC derivatives - determination of credit adjustments for accounting purposes (CVA-DVA),10001874
Issue or update FI and summary documents (TRB@N),10001104
Repurchase Agreements - Management and settlement of transactions,10000839
Penal seizures and confiscations,10000920
"Drafting, publication and updating of Control Cards",10000472
Abroad - Transactions in foreign exchange - Reconciliation of the position at risk Exchange - Rate of spot transactions,10001269
DFA - Chief Compliance Officer Annual Report,10000765
Structured Finance ONE - Covenant Verification,10001539
Concession - Financial Institutions ONE - Investigation,10001862
Monitoring of the Fund Plan,10001409
Self Equipment Management - Self Assisted Cashier Management (CSA),10001471
"Algorithmic negotiation - Definition, modification and revision of limits for customers",10001273
Valuation of bonds for accounting purposes and management of fair value levels,10001799
Payment cards - Precautionary blocking-theft-loss,10000514
Payment cards - Precautionary blocking-theft-loss,10000515
Payment cards - Precautionary blocking-theft-loss,10000516
Past Due Management - Management of overdue positions,10000947
Specificity for Coordination and Control Legal Entities,10001399
Prudential disclosure - Collection and preparation of detailed information Part E - Risk Management information,10002112
Employee services - Management of family expenses and request for deductions,10000350
Contribution Management - Disbursement of the Interest Account Contribution for ISPs Ex CIS Financing,10001734
Counterparty Risk - Management of Regulatory Reconciliation,10001011
Physical Asset Management,10000082
Foreclosures - Documentation management subsequent to the attachment deed,10000705
Loans - Loan management - Early repayment of personal loans,10000227
Counterparty Risk - Other regulatory activities,10000693
Rate Management Asset and Liability Management - Short Term Sight Post Model,10001306
Own account finance - Securities - Management of penalties in the unsecured market pursuant to CSDR,10001242
Bad Loan Management - Fees Calculation,10000258
PEC email management,10000492
Management of Facilitated Interventions - Revocations,10000757
Participation in capital increases and exercise of warrants,10001044
Assignment of Security Codes for access to Big (Financial) Data and CDM (Customer Data Management),10001422
ABI Regional Commissions - Management of the emoluments billing of the Secretaries,10001360
Out-of-office offering of financial instruments - Offline mode,10000769
Out-of-office offering of financial instruments - Offline mode,10000770
Disposal of Non-Performing Loans and Portfolios of Non-Performing and Mixed Loans - Single Name Disposal below threshold - Deal Execution,10001657
Fulfillments for facilitation purposes - Financing Bank - Economic Initiatives Revolving Fund,10000009
Own Securitisations - Reporting and monitoring,10000123
Purchasing management - Subcontracting management,10002056
Payment cards - Customer withdrawal,10000975
Payment cards - Customer withdrawal,10000976
Payment cards - Customer withdrawal,10000977
Own Account Finance - OTC Derivatives - Confirmations - Transactions in Rate Derivatives,10001455
Generic Position Risk - Calculation and monitoring of risk measures for regulatory purposes,10002262
Expenditure assignment and activation,10000677
Collateral management - Variation Margin reconciliation,10000721
Regulatory reporting for liquidity risk,10001637
Quality Assurance on the anomalous operations management process,10001925
Repurchase Agreements - Revocation and reversal of transactions,10000016
General Accounting - Activities and preparatory controls for the monthly certification of accounting flows,10001112
ADUE - Debtor - SEDA Activation of mandates - Financial Institutions,10001221
Issuers Regulations - Survey and modification Sensitive situation,10001494
Prudential individual reporting - Asset Encumbrance,10000010
Security of Third Parties - Update of the attachments Security Rules and Business Continuity Rules,10000987
Management of Physical Certificates of Funds Not Placed by the Group,10000404
Solution planning monitoring,10000638
Credit Risk Mitigation - Agricultural bill - Renewal of agricultural bill,10001961
Monitoring of the prudential limits of the risk appetite and of the maximum exposure of the Group towards Associated Persons,10001131
Reception and sorting of notified deeds,10000972
Termination of Domestic Signature Commitment,10000905
Preliminary contractual fulfillment,10001823
Monitoring of accounts and cash flows,10001661
Fulfillments for facilitation purposes - Financing Bank - Jeremie Calabria,10000203
Management of securities deposit with pledge with third parties,10002275
Request for business cards,10001842
Catalog and master data management - Updating of the catalogue,10001229
Capacity management,10001009
Management of Alert Reports Coming from the Change Auditor,10000508
Loans in GIC - Disbursement,10000453
Management of the fiduciary mandate in the presence or absence of an authorized Interlocutor,10001479
Insured death policy settlement,10001054
Transactions with connected individuals - Generation and verification of databases,10000725
Intesa Sanpaolo bond issue master data management,10000129
Probable Default - Out-of-court settlement definition,10001556
Non-predatory assault on personnel,10000528
MiFID Adequacy Control - Preparatory activities on placement products,10001909
MiFID Adequacy Control - Preparatory activities on placement products,10001910
Current Accounts - Blocks and evidence,10000595
Formal verification of drawn checks and negotiations,10001808
Check on the correct implementation of cybersecurity needs,10001234
Inbiz after-sales service management,10001477
Collaborative fulfillment with AdE - Analysis of closed cases - Preparation of the risk map and Monitoring of shared positions,10000153
ABI Agreement for Credit - Request for suspension or extension of duration,10000138
Transfers for Ministerial Subsidies and Donations,10000556
Collateral Management - Modification of the rate of remuneration of the Collateral on bilateral CSAs,10002061
Regulated Derivatives - Options expiry control,10001483
Sovereign Funds - Acquisition of external agency rating,10000416
Sovereign Funds - Acquisition of external agency rating,10000417
Sovereign Funds - Acquisition of external agency rating,10000418
Easy Export - contract signing,10001978
Counterparty Risk - CVA Capital Charge,10001890
Simplified rating renewal Methodologies Project Finance - Commercial Real Estate - Leveraged and Acquisition Finance,10001622
Subsidiaries - Investigation of resolutions and communication to the Corporate Bodies of transactions with Related Parties of Intesa Sanpaolo S.p.A. Associated Persons of the Group and Relevant Persons pursuant to art. 136 TUBES,10000242
General Accounting - Controls in accounting systems,10000717
Opening Major Incident and Problem,10001554
Enforcement of guarantees on loans from the fund for the prevention of usury,10001967
Management of ICT Requests,10000922
Documentation of the data life cycle (Data Life Cycle),10000248
Application and System Test Execution,10000831
Information on situations of interest to Key Managers,10001759
LECOIP 2.0,10000490
Generic Position Risk - Calculation and monitoring of risk measures for management purposes,10001107
Management of medical examinations to check the state of illness,10000321
Customer and supplier registry census,10000177
Customer and supplier registry census,10000178
"Production and certification of the Statement of Costs, Charges and Incentives - Direct customers of the IMI CIB Division",10001485
DNS Activation and Connections with Commercial Partners,10000790
Finalization of the agreement,10000413
Financial Instruments Data - Insertion of holidays in Calendars and update of Markets,10000762
Devices for the employee - BYOD,10000879
Creation of a new reason for movement of the current account,10002033
Derivatives and Securities - accounting and completion of balances for month-end operations,10000626
Cash Management - Management of suspected counterfeit banknotes and coins - Branch,10000119
Subsequent events acquisition Guarantee on loans drawn from the fund for the prevention of the phenomenon of usury,10000942
Management of the Inbiz approval rules entered by the Client Company,10000970
Credit taxation - Certification of substitute tax on MLT loans,10000647
Superbonus Ecobonus and other building bonuses - COMPANIES - Advance on contracts with transfer of the tax credit,10001366
Financial Administrative Governance Controls,10000720
Own Account Finance - Securities - Preliminary Bond Negotiation Activities,10001845
Foreclosures - Management of withholding tax on payments for attachment or seizure,10000731
Consortium guarantee activation,10001145
Syndication ONE - Organization and distribution of financing on the market,10002157
Payment cards - Claims management,10001763
Payment cards - Claims management,10001764
Payment cards - Claims management,10001765
Valuation of receivables at fair value - fair value accounting,10000352
Monitoring of Participations,10001066
Management of policy change operations,10001321
Complex accident evaluation,10000097
Preparation and signing of ISDA Master Agreement and CSA and IM - Parent Company and Banca IMI,10002225
Certifications for auditors,10001142
MMSR - Preparation and sending of reporting flow,10000376
Third party securitizations - Perfecting,10000767
Fulfillments for facilitation purposes - Financing Bank - Instrumental Goods,10001020
TLC alarm management,10001793
Corporate - Attribution and validation of the rating,10000099
Valuation of OTC derivatives - determination of funding value adjustment,10002072
Attached Guarantees - Operational details for Securities and Financial Instruments,10001905
Rate Management Asset and Liability Management - Hedging Strategies,10001333
Non-performing loans management - Collections,10001713
SDD at bank risk - Revocation,10000984
Own account finance - Securities - Equity trading - IMI CIB Division,10000709
Company credit cards issued to employees,10001592
Cybersecurity Postures,10000664
Acquisition of biometric data for access to Reserved Areas,10001947
Corporate action management - dividends and coupons on Securities Lending,10000112
Transactions requested by treasury companies on behalf of companies of their own group,10001708
Loans in GIC - Collection of commissions and expenses,10002032
Exchange Management - Transactional exchange risk management associated with Structural exchange risk - Dividends,10001069
Application of taxation on policies of third party companies,10001632
Corporate sponsorships,10001529
Inaccessibility of Premises - Activation of operational continuity measures,10001144
Savings books - Extinction,10002309
Load management of physical titles,10001581
Load management of physical titles,10001582
Contracting of collection services for Freccia Bank Bulletin,10001980
Time Cash in Euros - Activation and extinction upon expiry,10001292
Census and Counterparty Management - Digitization of identity documents and corporate documentation,10001008
Counterparty Risk - Monitoring of lines,10000042
Fulfillments for subsidy purposes - Financing Bank - L.R. Sicily n. 6 of 14.5.09,10000437
Management of own bonds in SIRE,10000400
IRR risk - Dynamic measures,10000458
Credit Risk - Calculation of regulatory measures - Calculation of Economic Capital,10001584
POS sale and activation - Remote Offering - Intesa Sanpaolo Agents4You,10000045
Proactive Management Banks and Financial Institutions - Review positions,10002276
Non-harmonised consolidated statistical reporting (Base M2),10000008
Loan valuation at Fair Value - Over the course of fair value of loans with impairment at origination,10001559
Concession - Corporate - Customer contact,10001294
After-sales monitoring,10000810
FSB consolidated reporting,10000881
Issue or update FI Contracts Pre-Contracts DDS,10002020
Management of National and Local Conventions - BdT Division,10001490
Funding - Intercompany Medium and Long Term Transactions,10001097
Verification of IVASS professionalism requirements - Verification of the professionalism requirements for provision of initial training courses and professional updating,10001143
Definition of the Product Plan,10000302
Clearing - Porting Client,10001111
Management of check recall orders,10000713
Asset Encumbrance Consolidated Supervisory Reporting (AEC Basis),10000067
Variation - Withdrawal - Reactivation of the POS,10000025
Request SSL certificates,10001340
Mandatory professional updating of Employees with the mandate of OFS-qualified Financial Advisor,10001297
Protection Policies - Assets and Persons - Off-Site Offering,10001290
Blank checks - report and publicize loss-subtraction-destruction,10000694
Management of administrative proceedings,10000063
Pledge Guarantees - Particularity for Pledge of Limited Liability Company Shares,10000390
Study and research management - Production and publication of recommendations,10001729
Identification of the risk level of the positions - Structured Finance,10001742
Savings books - Proxies,10001992
Pricing models and calculation of Risk Measurements - Development - certification - revision of pricing models - OTC derivatives,10001043
Emergency Application Change Management,10001461
Stamp duty due on IT documents relevant for tax purposes - payment - accounting,10000742
Clearing Custody and Settlement Services - Coupon and dividend management,10001686
Pricing TEF (Export Letter of Credit Confirmation or Discount) - Global Banking and Sovereign Institutions Dir. and Global Corporate and International Dir.,10001491
Accounting event management,10001121
Non-performing reports - Activities planning - Generation of scope and any additions,10002146
Clearing Custody and Settlement Services - Settlement of securities in custody in the domestic market,10001560
"Acquisition, analysis and consolidation of indirect collection data",10001544
Own account finance - Securities - Prematching and confirmation,10000243
Verification of the conditions for transactions with Related Parties of Intesa Sanpaolo S.p.A. Associated Persons of the Group and Relevant Persons pursuant to art.136 TUB,10001343
FinRep harmonized consolidated reporting (Base FINC),10001653
Non-performing loans management - Examination of the position and definition of recovery actions,10000474
Leasing Financing Administration - Incoming bills and bills in the portfolio,10002306
External selection,10001577
Concession - Small Business Proposal,10001795
Equity Capital Markets - Public tender offers,10002304
Subsidized loans to Intesa Sanpaolo Group employees - Resolution,10000549
Bank checks,10002101
Monitoring checks for application changes on ABC and online Fideuram,10001091
Offshore development management,10001565
Non-financial services offered by Group companies or third-party companies under an agreement with the Bank,10002191
Outgoing foreign transfers - Investigation,10001252
Census and Counterparty Management - Notices and Notifications - Centralized variations,10001049
Balancing cash and securities transactions,10000674
Balancing cash and securities transactions,10000675
Inbiz service activation for BdT Customer or Global Corporate Customer of the IMI-CIB Division,10001897
Preparatory activities and collection of information,10000366
Management of Accounting Rules for PNA (automatic journal entry),10002034
Abroad - Foreign exchange operations - Contractualisation and authorization of customers for foreign exchange operations on Inbiz Forex - CIB,10000792
Preparation of contributions,10002008
Activities to be carried out following other risk situations in the Branch,10000456
Construction of Standard - Non-Standard Medium-Long Term TIT Curves and attribution of Standard TIT,10002190
Risk Participation Agreement monitoring,10002196
ROG CPC RPC Mandatory Records Certification,10000648
Valuation of Loans at Fair Value - Calculation of Prudent Value and Level 3 Fair Value Disclosure,10000918
Independent Price Verification - II level - Derivatives,10001361
Export Documentary Credits - Cover Account Management,10001157
DFA - Marketing Materials,10001754
Reciprocal accounts - opening closing and rates management,10001827
Clearing Custody and Settlement services - Contracting of custody and settlement services - Full-Services and custody and settlement operational onboarding,10002058
Strategic Risk Management,10002222
Replacement of the Director of the Retail - Exclusive - Enterprise - Third Sector - Agribusiness Branch,10000335
MiFID profiling update via Questionnaire - BdT,10001470
Preparation and Sending of Signage Flow - Mifid UK,10001389
Export Documentary Credits - Modification,10000716
OPS - OPV - OPVS - Public Offering for Subscription and Sale,10000214
OPS - OPV - OPVS - Public Offering for Subscription and Sale,10000215
Alarm escalation management,10002308
Supply Chain Management - Commercial Phase Management,10001057
Purchasing Management - Sourcing,10000049
CondominiOnline Portal - Enabling,10002293
Industrial Accounting - Determination of fees,10001014
Leasing - Management of assets relating to contracts not classified as non-performing,10001324
Leasing - Management of assets relating to contracts not classified as non-performing,10001325
IMU fulfilments,10001871
Successions - Declaration of succession or exemption,10002095
Remote services - Monitoring and fraud management,10000421
Closing SSA codes and Acronyms,10001616
Institutions Treasury - Operational Management - Outsourcing of Institutions treasury operations,10001819
Counterpart census of Corporate entity and Individual and Internal accounts - including KYC requirements,10002110
Credit Cards - Renewal,10000462
Passive subrogations - Counting and reservation of extinction,10000880
Internal Dealing - Proprietary Insider List - Identification of ISP Group Companies for Insider List activation,10001832
Proprietary and Third Party Indices - Calculation and Publication of Algorithmic Indices,10002255
Study and research management - Morning Meeting,10002047
Collection services - Freccia and RAV Bank Bulletin,10001981
Management of the regulatory framework of Embargoes - Operations from and to Group A and B countries,10000113
Own account finance - OTC derivatives - Validation of the deal,10000401
Loans in GIC - Extinguishment or partial repayment,10000959
Services on outgoing wire transfers,10002187
Remote Identification and Recognition Services - Remote identification of a natural person via telematic channels,10000910
Application of Data Governance standards,10000293
Clearing Custody and Settlement Services - Active billing management for Custody services,10001413
ITGC Governance Model Management,10001400
Retail rating assignment,10001643
Remote offer of financial instruments - Management of the right to withdraw,10000827
Remote offer of financial instruments - Management of the right to withdraw,10000828
Own account finance - Securities - ETF creation and redemption - IMI CIB Division,10001211
Bancaidentity - Certificate revocation,10000332
Professional Requirements Certification,10000001
Strategies - Funding Plan Data Collection,10002055
Fulfillments for facilitation purposes - Financing Bank - Veneto Sviluppo,10000591
Government concession tax on corporate books,10001198
Subsidized loans to Intesa Sanpaolo Group employees - Preliminary investigation,10000408
Variation of the employees personal data,10000105
Abroad - Foreign exchange transactions - Spot exchange trading - Own account,10000800
