risk,riskID,riskType,financialDisclosureRisk
Wrong/incomplete documentation,101638,Other risks (operational),False
Incorrect determination of installments of third-party funds to be paid to the Entity,105083,Financial Information Risk (ex 262/2005),True
Wrong reconciliation report,102613,Financial Information Risk (ex 262/2005),True
Miscommunication of information,100983,Financial Information Risk (ex 262/2005),True
Wrong service report,102614,Financial Information Risk (ex 262/2005),True
Incorrect entry of data into the system,103728,Other risks (operational),False
Incorrect entry of data into the system,103727,Other risks (operational),False
Incorrect confirmation,103789,Other risks (operational),False
Incomplete or incorrect data,105332,Other risks (operational),False
Incomplete or incorrect data,100856,Other risks (operational),False
Sending failed,104480,Other risks (operational),False
Incorrect update of regulatory limits,105075,Financial Information Risk (ex 262/2005),True
Inconsistent calculated risk measures,101391,Financial Information Risk (ex 262/2005),True
Failure to manage exceeding regulatory limits,105076,Financial Information Risk (ex 262/2005),True
Incorrect and/or incomplete information,100092,Other risks (operational),False
Incorrect and/or incomplete data,102479,Financial Information Risk (ex 262/2005),True
"Inconsistent, incomplete and/or incorrect values",100093,Other risks (operational),False
Error unlocking funds,105426,Other risks (operational),False
Incomplete data received from Foreign Banks,102505,Financial Information Risk (ex 262/2005),True
Additional Liquidity Monitoring Metrics flow consistency anomaly detected,102073,Financial Information Risk (ex 262/2005),True
Failure to adjust chart of accounts,102335,Financial Information Risk (ex 262/2005),True
Incomplete and/or inconsistent data,101325,Financial Information Risk (ex 262/2005),True
Incomplete and/or incorrect submission of Foreign Banks,101310,Financial Information Risk (ex 262/2005),True
Failure to adjust chart of accounts,104288,Financial Information Risk (ex 262/2005),True
Failure to adjust chart of accounts,101805,Financial Information Risk (ex 262/2005),True
Incomplete data received FVOCI report,102506,Other risks (operational),False
Failure to adjust chart of accounts,104890,Financial Information Risk (ex 262/2005),True
Lack of consistency in Additional Liquidity Monitoring Metrics reports,104889,Financial Information Risk (ex 262/2005),True
Incomplete and/or incorrect submission of Foreign Banks,103329,Financial Information Risk (ex 262/2005),True
Lack of consistency in Liquidity Coverage Ratio reports found,102072,Financial Information Risk (ex 262/2005),True
Incorrect weekly report,101299,Financial Information Risk (ex 262/2005),True
Incomplete and/or inconsistent data,102127,Financial Information Risk (ex 262/2005),True
Incomplete and/or inconsistent data,102336,Financial Information Risk (ex 262/2005),True
Incomplete and/or incorrect submission of Foreign Banks,104287,Financial Information Risk (ex 262/2005),True
Alert monitoring,104836,Other risks (operational),False
Wrong Alert Alert,102402,Other risks (operational),False
Incorrect or missing data,100779,Other risks (operational),False
Entering incorrect operations,100780,Other risks (operational),False
Incorrect first notes,103038,Financial Information Risk (ex 262/2005),True
Incomplete analysis,100102,Financial Information Risk (ex 262/2005),True
Incorrect and/or incomplete data,103037,Financial Information Risk (ex 262/2005),True
Unauthorized signatures,100441,Other risks (operational),False
Data entry error,100440,Other risks (operational),False
Supply of the Limited Information List and/or the Incomplete Insider List,101115,Legal and non-compliance,False
Risk of incorrect reporting integration,104936,Legal and non-compliance,False
Risk of non-existent conditions,101125,Legal and non-compliance,False
Sensitive situation reporting risk,101124,Legal and non-compliance,False
Power IL or LIL not respected,100880,Legal and non-compliance,False
Risk lack of requirements to be a Sensitive Situation,103853,Legal and non-compliance,False
Risk of missing configuration conditions,103854,Legal and non-compliance,False
Unattended mitigation measures,101860,Legal and non-compliance,False
Risk of not approving updates,103855,Legal and non-compliance,False
Unattended mitigation measures,100588,Legal and non-compliance,False
Incorrect generation of Asset Encumbrance entries,102439,Financial Information Risk (ex 262/2005),True
Inconsistent / incorrect data,102440,Financial Information Risk (ex 262/2005),True
Incomplete and/or incorrect Other activities data,101262,Financial Information Risk (ex 262/2005),True
Loading of incomplete and/or incorrect Libra data,102024,Other risks (operational),False
Incorrect signage flow,101327,Financial Information Risk (ex 262/2005),True
Incomplete data,102437,Financial Information Risk (ex 262/2005),True
Incorrect data,104279,Other risks (operational),False
Incomplete data import in the Package,104278,Other risks (operational),False
Wrong and/or incomplete entry of corrections,100879,Financial Information Risk (ex 262/2005),True
Report submission incomplete and/or incorrect,101705,Other risks (operational),False
Wrong entry of values,103422,Other risks (operational),False
Reporting base data inconsistent,101263,Financial Information Risk (ex 262/2005),True
Inconsistent data,102438,Financial Information Risk (ex 262/2005),True
Wrong construction of links,103423,Financial Information Risk (ex 262/2005),True
Failure and/or incorrect publication of documents,102049,Other risks (operational),False
Incorrect classification and prioritization of Major Incidents. Lack of timeliness in reacting to a Major Incident,103578,NA,False
Wrong / Incomplete entry of data into the system,101007,Financial Information Risk (ex 262/2005),True
Incorrect alert update,103945,Other risks (operational),False
Risk of incorrect data,103949,Financial Information Risk (ex 262/2005),True
Incorrect registration of deeds,103214,Financial Information Risk (ex 262/2005),True
Failure to assign the deed,100463,Other risks (operational),False
Incorrect census,100462,Other risks (operational),False
Non-receipt of deed,102744,Other risks (operational),False
Lack of or untimely management of documents,102903,Other risks (operational),False
Failure to take charge of the documents,100048,Other risks (operational),False
Wrong / untimely / failed handling of the deed,104224,Other risks (operational),False
Overdue endorsement commitments that have not been extinguished,101544,Financial Information Risk (ex 262/2005),True
Incorrect accounting,101873,Financial Information Risk (ex 262/2005),True
Incorrect registration,104026,Financial Information Risk (ex 262/2005),True
Incorrect registration,103948,Financial Information Risk (ex 262/2005),True
Incorrect MT202 message,103096,Financial Information Risk (ex 262/2005),True
Incorrect message setting,103947,Financial Information Risk (ex 262/2005),True
Incorrect accounting,100175,Financial Information Risk (ex 262/2005),True
Incorrect message generation or failed generation of the same,103238,Financial Information Risk (ex 262/2005),True
Incorrect accounting entry,103095,Financial Information Risk (ex 262/2005),True
Incorrect data entry,103239,Financial Information Risk (ex 262/2005),True
Failure to forward funds,104025,Financial Information Risk (ex 262/2005),True
Incorrect or incomplete determination of commission income,104328,Financial Information Risk (ex 262/2005),True
 Incorrect determination of installments of third-party funds to be paid to the Entity,102571,Financial Information Risk (ex 262/2005),True
Incorrect affixing of the pledge in favor of third parties,103374,Financial Information Risk (ex 262/2005),True
Incorrect or incomplete catalogue,103763,Other risks (operational),False
Lack of knowledge and acceptance of any inefficiencies by the Management,100848,NA,False
Failure to evaluate resources against growth forecasts,100847,NA,False
Incorrect incident management,101999,Other risks (operational),False
Incorrect dispensing arrangement,104112,Financial Information Risk (ex 262/2005),True
Wrong/incomplete data communication,104999,Financial Information Risk (ex 262/2005),True
Possible incorrect or failed delivery,104116,Financial Information Risk (ex 262/2005),True
Possible incorrect delivery detection,104113,Financial Information Risk (ex 262/2005),True
Incorrect accounting of accruals and interest expense,103955,Financial Information Risk (ex 262/2005),True
Incorrect dispensing arrangement,102398,Financial Information Risk (ex 262/2005),True
Incorrect accounting of manual operations,104150,Financial Information Risk (ex 262/2005),True
Wrong entry of Commissions,104114,Financial Information Risk (ex 262/2005),True
Incorrect accounting of operations,103804,Financial Information Risk (ex 262/2005),True
Incorrect accounting of the applied tax and the related withholding,104115,Financial Information Risk (ex 262/2005),True
Incorrect accounting of the first accounting note,103617,Financial Information Risk (ex 262/2005),True
Incorrect accounting entries,104972,Financial Information Risk (ex 262/2005),True
Incorrect accounting of operations,104441,Financial Information Risk (ex 262/2005),True
Incomplete and/or inconsistent data,105001,Financial Information Risk (ex 262/2005),True
Incomplete and/or inconsistent data,104020,Financial Information Risk (ex 262/2005),True
Incorrect loading on the system,103040,Financial Information Risk (ex 262/2005),True
Wrong assumption resolution,101183,Financial Information Risk (ex 262/2005),True
 Wrong management phase,101806,Other risks (operational),False
Possible error in the calculation of the TEG,102541,Financial Information Risk (ex 262/2005),True
Incorrect calculation of the TEG,101618,Financial Information Risk (ex 262/2005),True
No authorization,101575,Other risks (operational),False
Misaligned data relating to the classification by objectives of the instrument,101337,NA,False
Misaligned data relating to the complexity of the instrument,101335,NA,False
Misaligned data relating to the type of instrument,101333,NA,False
Misaligned figure relating to the holding period,102430,NA,False
Misaligned data relating to the classification by objectives of the instrument,101338,NA,False
Misaligned data relating to the complexity of the instrument,101336,NA,False
Misaligned data relating to the type of instrument,101334,NA,False
Misaligned figure relating to the holding period,102431,NA,False
Permanence of misalignments on previously verified data,101341,NA,False
Misaligned data relating to the instruments VaR,101339,NA,False
Permanence of misalignments on previously verified data,101342,NA,False
Misaligned data relating to the instruments VaR,101340,NA,False
Failure to request communication on changes of circumstance,104063,Other risks (operational),False
Incorrect representation in the financial statements,101041,Financial Information Risk (ex 262/2005),True
Incorrect or incomplete data in risk map,100620,Other risks (operational),False
Failure to assess any accounting and financial reporting obligations,104847,Financial Information Risk (ex 262/2005),True
Incompleteness of extractions,103365,Financial Information Risk (ex 262/2005),True
Incorrect and/or incomplete request,100375,Other risks (operational),False
Incorrect valuation of cash flow,102796,Financial Information Risk (ex 262/2005),True
Failed Abandonment,103223,Financial Information Risk (ex 262/2005),True
Lack of exercise/abandonment,104027,Financial Information Risk (ex 262/2005),True
Incorrect and/or incomplete data,104246,NA,False
Incorrect and/or incomplete data,104247,NA,False
Incorrect and/or incomplete data,104248,NA,False
Incorrectly attributed derogation,102172,Other risks (operational),False
Incomplete/incorrect data,102174,Other risks (operational),False
Name present on the lists relating to Embargoes,100844,Other risks (operational),False
Incorrect or incomplete data contribution,100912,Financial Information Risk (ex 262/2005),True
Incorrect calculation of the CVA measure,104893,Financial Information Risk (ex 262/2005),True
Incorrect or missing data,102121,Financial Information Risk (ex 262/2005),True
Failure to recognize a non-exempt transaction,101120,Financial Information Risk (ex 262/2005),True
Incorrect or incomplete data,100018,Financial Information Risk (ex 262/2005),True
No aggravated decision-making procedure pursuant to art. 136 TUBES,103463,Financial Information Risk (ex 262/2005),True
Wrong/incomplete listing,103809,Financial Information Risk (ex 262/2005),True
Failure to identify a Related Party of ISP or Associated Person of the Group or Relevant Person pursuant to Article 136 of the TUB,102545,Financial Information Risk (ex 262/2005),True
Incorrect decision-making process,102791,Legal and non-compliance,False
Failure to recognize a non-exempt transaction,104994,Financial Information Risk (ex 262/2005),True
Presence of unremedied anomalies,102511,Financial Information Risk (ex 262/2005),True
"Misclassification, categorization and prioritization of problems",104617,NA,False
Non-timely and effective response to Major Incidents or failure to restore normal service due to failure to define the relevant symptoms or due to the absence of the so-called available knowledge resources known error,104618,NA,False
Non-timely and effective response to Major Incidents or failure to restore normal service due to failure to define relevant symptoms or lack of available knowledge resources,101057,NA,False
"Incorrect prioritization of incidents, classified as Major Incidents.",101056,NA,False
Failure to comply with the terms set out in the agreement,103010,Financial Information Risk (ex 262/2005),True
Incorrect accounting of the enforcement,103717,Financial Information Risk (ex 262/2005),True
Missing contributions,104336,Other risks (operational),False
Missing contributions,105268,Other risks (operational),False
Incorrect data entered,104756,Financial Information Risk (ex 262/2005),True
Incorrect detection price,103039,Other risks (operational),False
Incorrect accounted data,100357,Financial Information Risk (ex 262/2005),True
Incorrect accounted data,100359,Financial Information Risk (ex 262/2005),True
Incorrect strike price,104813,Other risks (operational),False
Incorrect matriculation data update,104616,Financial Information Risk (ex 262/2005),True
Incorrect data aggregation,100358,Financial Information Risk (ex 262/2005),True
Incorrect matriculation data and plan cost update,103606,Financial Information Risk (ex 262/2005),True
Incorrect accounting,100356,Financial Information Risk (ex 262/2005),True
Incorrect and/or incomplete determination of the audience of beneficiaries,104615,Other risks (operational),False
Failure to manage exceeding management limits,103784,Other risks (operational),False
Incorrect updating of management limits,103785,Financial Information Risk (ex 262/2005),True
Risk measures calculated inconsistently or incorrectly,101377,Financial Information Risk (ex 262/2005),True
Incorrect data entry,102046,Other risks (operational),False
Incorrect data,100904,NA,False
Inconsistent data,103279,NA,False
Incorrect data,100905,NA,False
Inconsistent data,103280,NA,False
Incorrect / complete data,100902,NA,False
Incorrect / complete data,100903,NA,False
Incorrect / complete data,100906,NA,False
Incorrect / complete data,100907,NA,False
Incorrect / complete data,103325,NA,False
Incorrect / complete data,103326,NA,False
Data misalignment between power systems and data aggregation system,104159,Other risks (operational),False
Incorrect entry of the adjustments of the commissions on operations in ETD,104158,Other risks (operational),False
Incorrect entry of the corrected commission,104157,Other risks (operational),False
Incorrect loading of the amounts relating to the incentives paid or received,100249,Other risks (operational),False
Enabling unauthorized DNS,102253,Other risks (operational),False
Incorrect/incomplete data loading in the procedure,104943,Financial Information Risk (ex 262/2005),True
Incorrect loading of conditions,105336,Financial Information Risk (ex 262/2005),True
Incorrect and incomplete data entered in the procedure,104947,Financial Information Risk (ex 262/2005),True
Presence of multiple devices associated with the employee,103014,Other risks (operational),False
Risk of non-compliance with the new account movement reason,102596,Legal and non-compliance,False
Incompletely recovered data,103005,Financial Information Risk (ex 262/2005),True
Incorrect or incomplete accounting,101295,Financial Information Risk (ex 262/2005),True
Incorrect reporting,100657,Financial Information Risk (ex 262/2005),True
Incorrect or incomplete feed of the ledger,102972,Financial Information Risk (ex 262/2005),True
Incorrect or incomplete accounting,103466,Financial Information Risk (ex 262/2005),True
Inconsistent income and/or balance sheet accounts,103182,Financial Information Risk (ex 262/2005),True
Incorrect or incomplete data imported,103465,Financial Information Risk (ex 262/2005),True
Loss of banknote or coin suspected of being counterfeit,100572,Other risks (operational),False
Loss of suspected counterfeit banknotes,100573,Other risks (operational),False
Incorrect accounting of the tax to be paid,103440,Financial Information Risk (ex 262/2005),True
Failure to pay the tax to the Treasury (or less than due),104445,Other risks (operational),False
Wrong calculation of the annual tax,100255,Other risks (operational),False
Incorrect accounting balance of the tax,104442,Financial Information Risk (ex 262/2005),True
Incorrect calculation of the monthly tax,104501,Other risks (operational),False
Failure to produce the transfer agreement,103724,Legal and non-compliance,False
Incorrect accounting of the tax credit,102442,Financial Information Risk (ex 262/2005),True
Wrong acquisition of contracts/documentation,104533,Legal and non-compliance,False
Incorrect execution of the SPPI Test,104257,Financial Information Risk (ex 262/2005),True
Documentation not in compliance with the provisions of the Fund,104299,Financial Information Risk (ex 262/2005),True
Incompleteness and correctness of the documentation,102381,Financial Information Risk (ex 262/2005),True
Incorrect and/or incomplete documentation,103723,Financial Information Risk (ex 262/2005),True
Incorrect or incomplete completion of the Form,105271,Other risks (operational),False
Incorrect or incomplete data entry into the system,105270,Financial Information Risk (ex 262/2005),True
Incorrect accounting with respect to the supervisory application,100524,Financial Information Risk (ex 262/2005),True
Incorrect accounting with respect to the supervisory application,103664,Financial Information Risk (ex 262/2005),True
Incorrect accounting with respect to the supervisory application,103122,Financial Information Risk (ex 262/2005),True
Incorrect accounting with respect to the supervisory application,103663,Financial Information Risk (ex 262/2005),True
Incorrect accounted data,104597,Financial Information Risk (ex 262/2005),True
Incorrect systems update,103624,Other risks (operational),False
Incorrect systems update,104857,Other risks (operational),False
Wrong data,102020,Other risks (operational),False
Wrong data,102019,Other risks (operational),False
Failure to comply with time constraints,103483,Financial Information Risk (ex 262/2005),True
Incomplete feeding,103482,Financial Information Risk (ex 262/2005),True
Failure to comply with the terms established for the stipulation of the BS Loans,100868,Other risks (operational),False
Failure to upload the application to the MISE platform,100717,Other risks (operational),False
Incorrect entry of the request in the dedicated application,100421,Other risks (operational),False
Failure to comply with the terms established for the resolution of the BS Loans,105226,Other risks (operational),False
Data upload PMI Guarantee absent or incomplete,105227,Other risks (operational),False
Incorrect data loading,105146,Other risks (operational),False
Request for admission to the subsidy formally incorrect.,104256,Other risks (operational),False
Incorrect determination of the aggregate monthly amounts functional to the booking of contributions,102524,Financial Information Risk (ex 262/2005),True
Waiver request presented incorrectly or with formal defects,105207,Other risks (operational),False
Incorrect entry of resolution data in the MISE portal,100536,Other risks (operational),False
Absence of subjective dimensional requirement for access to the facilitation,100272,Other risks (operational),False
Inconsistency between the data declared by the company and the data produced in the preliminary investigation,100271,Other risks (operational),False
FVA measurement inconsistent,103301,Other risks (operational),False
Inconsistent position perimeter,101380,Financial Information Risk (ex 262/2005),True
Promissory notes not correctly accompanied,102734,Financial Information Risk (ex 262/2005),True
Title inconsistent with what was expressed in the resolution,102735,Financial Information Risk (ex 262/2005),True
Certificate inconsistent with pledge,102750,Financial Information Risk (ex 262/2005),True
Letter of pledge signed incorrectly,102749,Financial Information Risk (ex 262/2005),True
Incorrect data entered,102948,Financial Information Risk (ex 262/2005),True
Incorrect data entered,100876,Financial Information Risk (ex 262/2005),True
Incorrect data entry,101321,Financial Information Risk (ex 262/2005),True
Incorrect data entered,102851,Financial Information Risk (ex 262/2005),True
Incorrect accounting,102782,Financial Information Risk (ex 262/2005),True
Incorrect accounting of the position in the systems,101619,Financial Information Risk (ex 262/2005),True
Incorrect crediting of the position in the systems,103680,Financial Information Risk (ex 262/2005),True
Incorrect accounting,101864,Financial Information Risk (ex 262/2005),True
Incorrect transfer order,105054,Financial Information Risk (ex 262/2005),True
Incorrect accounting,105053,Financial Information Risk (ex 262/2005),True
Incorrect debit of the centralized account,102233,Financial Information Risk (ex 262/2005),True
Incorrect accounting of the position in the systems,101637,Financial Information Risk (ex 262/2005),True
Incorrect accounting of the position in the systems,104017,Financial Information Risk (ex 262/2005),True
Incorrect entry of data.,101542,Financial Information Risk (ex 262/2005),True
Inconsistency in the P&L report,102370,Financial Information Risk (ex 262/2005),True
Wrong contribution of prices to the market,102385,Financial Information Risk (ex 262/2005),True
Incorrect expense allocation,101517,Other risks (operational),False
Wrong subscription,104559,NA,False
Access by third parties with criminal and fraudulent intent,100225,Other risks (operational),False
Access by third parties with criminal and fraudulent intent,100224,Other risks (operational),False
Incorrect and consistent settlement instructions,105435,Financial Information Risk (ex 262/2005),True
Incorrect positions,103596,Financial Information Risk (ex 262/2005),True
Double dividend payment,100038,Financial Information Risk (ex 262/2005),True
Incorrect counterparty evidence,103594,Financial Information Risk (ex 262/2005),True
Incorrect counterparty evidence,100004,Financial Information Risk (ex 262/2005),True
Incorrect and consistent calculation,103595,Financial Information Risk (ex 262/2005),True
Settlement not done,100003,Financial Information Risk (ex 262/2005),True
Incorrect or non-accounting of expenses,100899,Financial Information Risk (ex 262/2005),True
Incorrect or non-accounting of expenses,103479,Financial Information Risk (ex 262/2005),True
Incorrect data entry,100711,Other risks (operational),False
Incorrect data entry,100710,Other risks (operational),False
Existence of other initiatives attributable to the same subject,105003,Other risks (operational),False
Budget not available,105004,Financial Information Risk (ex 262/2005),True
Wrong extinction,102163,Other risks (operational),False
Incorrect data entry to the system,105119,NA,False
Incorrect data entry to the system,105120,NA,False
Errors in order accounts,101288,NA,False
Errors in order accounts,101289,NA,False
Operation not permitted,104598,NA,False
Operation not permitted,104599,NA,False
Wrong indication of data,101234,Other risks (operational),False
Incorrect combination of credit line with corresponding deal,103956,Financial Information Risk (ex 262/2005),True
Presence of overdrafts or collateral that is no longer eligible or a line in favor of the excess fund,104327,Financial Information Risk (ex 262/2005),True
Incorrect combination of credit line with corresponding deal,103741,Financial Information Risk (ex 262/2005),True
Collection of ineligible expense receipts,102660,Other risks (operational),False
Incorrect settlement of the contribution,100619,Financial Information Risk (ex 262/2005),True
Wrong posting of contribution reimbursement.,105047,Financial Information Risk (ex 262/2005),True
Incorrect/incomplete completion of the form,103321,Financial Information Risk (ex 262/2005),True
Wrong allocation of the contribution,101296,Financial Information Risk (ex 262/2005),True
Incorrect accounting of the disbursement,102661,Financial Information Risk (ex 262/2005),True
Wrong census title,104530,Financial Information Risk (ex 262/2005),True
Transaction not processed in the sectional accounting system,104531,Financial Information Risk (ex 262/2005),True
Missed or incorrect data integration,104600,Financial Information Risk (ex 262/2005),True
Inconsistent parameters,105173,Financial Information Risk (ex 262/2005),True
Failure to acquire simulation strategies and parameters,105172,Other risks (operational),False
Interest margin simulated inconsistently with the predefined scenarios,103808,Financial Information Risk (ex 262/2005),True
Failure to send the monthly data of the Foreign Banks / Failure - incorrect acquisition of data,100063,Other risks (operational),False
Failure or incorrect processing of the Start-up phase,103953,Other risks (operational),False
Incorrect updating of parameters and incompleteness and incorrectness of the acquired data.,103230,Financial Information Risk (ex 262/2005),True
Incorrect extraction of the perimeter 1,102023,Financial Information Risk (ex 262/2005),True
Wrong calculation of economic capital,105218,Financial Information Risk (ex 262/2005),True
 Incorrect data processing by cluster,100212,Financial Information Risk (ex 262/2005),True
Incorrect data loading,100047,Financial Information Risk (ex 262/2005),True
Extraction of IFRS 5 positions incorrect,103692,Financial Information Risk (ex 262/2005),True
Incorrect perimeter extraction 2,101417,Financial Information Risk (ex 262/2005),True
Wrong calculation of single clustes and relative control,104228,Financial Information Risk (ex 262/2005),True
Incompleteness and erroneousness of the acquired data,104227,Financial Information Risk (ex 262/2005),True
Incorrect transposition of LGD samples,105216,Financial Information Risk (ex 262/2005),True
Incorrect positioning of the exemptions of the International Subsidiary Banks with respect to the thresholds,102609,Financial Information Risk (ex 262/2005),True
Incompleteness and erroneousness of the acquired data,105215,Financial Information Risk (ex 262/2005),True
Incomplete perimeter extraction,102106,Financial Information Risk (ex 262/2005),True
Incorrect supply of NPL portfolio extraction,105217,Financial Information Risk (ex 262/2005),True
Unworked positions,103442,Other risks (operational),False
Inconsistent data,104502,Financial Information Risk (ex 262/2005),True
Data inconsistency,101983,Other risks (operational),False
Incorrect data,100240,Financial Information Risk (ex 262/2005),True
Incorrect signage flow,104590,Financial Information Risk (ex 262/2005),True
Incorrect signage flow,101032,Financial Information Risk (ex 262/2005),True
Inconsistent data,104503,Financial Information Risk (ex 262/2005),True
Incorrect signage flow,104829,Financial Information Risk (ex 262/2005),True
Uncertified data,104881,Financial Information Risk (ex 262/2005),True
Performance data inconsistency,100893,Other risks (operational),False
Incomplete data,100891,Financial Information Risk (ex 262/2005),True
Incorrect data,100892,Financial Information Risk (ex 262/2005),True
Data imported incorrectly / completely,103061,Other risks (operational),False
Incorrect signage flow,103062,Financial Information Risk (ex 262/2005),True
Incorrect signage flow,102112,Financial Information Risk (ex 262/2005),True
 Incorrect discounting of valuations at fair value,102030,Financial Information Risk (ex 262/2005),True
Incomplete data transmission,104474,Financial Information Risk (ex 262/2005),True
Confidentiality commitment not compliant with company policies,103858,Financial Information Risk (ex 262/2005),True
Incorrect use of Credit Capacity/Simplified Review,103328,Other risks (operational),False
Entering incorrect data in the Registry,104817,Financial Information Risk (ex 262/2005),True
Incorrect signage flow,102372,Financial Information Risk (ex 262/2005),True
Uncertified data,101349,Financial Information Risk (ex 262/2005),True
Incorrect data,104411,Financial Information Risk (ex 262/2005),True
Incomplete data,101624,Other risks (operational),False
Performance data inconsistency,104412,Financial Information Risk (ex 262/2005),True
Wrong / failure to send the report,101352,Other risks (operational),False
Incorrect and/or inconsistent data,100218,Financial Information Risk (ex 262/2005),True
Incorrect data,102374,Financial Information Risk (ex 262/2005),True
Incorrect signage flow,101623,Financial Information Risk (ex 262/2005),True
Incorrect data,102373,Other risks (operational),False
Incorrect signage flow,100387,Financial Information Risk (ex 262/2005),True
Not published,101594,Other risks (operational),False
Incomplete documentation,101592,Other risks (operational),False
Wrong documentation,105287,Other risks (operational),False
Not published,101593,Other risks (operational),False
Incorrect delivery data entered by Parent Company,101158,Financial Information Risk (ex 262/2005),True
"Incorrect data entered, disbursement not from Parent Company",104311,Financial Information Risk (ex 262/2005),True
Incorrect delivery data entered by Parent Company,102281,Financial Information Risk (ex 262/2005),True
Incorrect data entered,104189,Financial Information Risk (ex 262/2005),True
Incorrect data entered on the reference system,102107,Financial Information Risk (ex 262/2005),True
Inadequate lines of credit,103451,Financial Information Risk (ex 262/2005),True
Final test for initial qualification for teaching/professional updating activity not correctly passed,102486,Other risks (operational),False
Incomplete and/or incorrect and/or inconsistent data consolidation,102198,Financial Information Risk (ex 262/2005),True
Report submission incomplete and/or incorrect,100371,Financial Information Risk (ex 262/2005),True
Incorrect and/or incomplete and/or inconsistent package data,102159,Financial Information Risk (ex 262/2005),True
Incomplete and/or incorrect package data,100341,Financial Information Risk (ex 262/2005),True
Incomplete and/or incorrect package data,102197,Financial Information Risk (ex 262/2005),True
Sending incorrect data,102998,Financial Information Risk (ex 262/2005),True
Incomplete and/or incorrect data upload,100658,Financial Information Risk (ex 262/2005),True
Incorrect data loading,103742,Financial Information Risk (ex 262/2005),True
Incorrect signage flow,100720,Financial Information Risk (ex 262/2005),True
Inconsistent package data,100417,Financial Information Risk (ex 262/2005),True
Package not sent,105051,Financial Information Risk (ex 262/2005),True
Incomplete and/or incorrect package data,102164,Financial Information Risk (ex 262/2005),True
Failure to renew the certificate,103081,Other risks (operational),False
Incorrect or incomplete documentation,103888,Financial Information Risk (ex 262/2005),True
Failure to comply with the instructions,101078,Legal and non-compliance,False
Non-compliance with indications/absence of sign off,101077,Legal and non-compliance,False
Incorrect assignment of the risk status to the system,100209,Financial Information Risk (ex 262/2005),True
Abuse Inside Information,101498,Other risks (operational),False
Incomplete and inconsistent database,101117,Financial Information Risk (ex 262/2005),True
Incorrect contribution to the parameterization of the LGD value,102169,Other risks (operational),False
Incorrect contribution to the parameterization of the LGD value,101499,Financial Information Risk (ex 262/2005),True
Database misaligned,101116,Financial Information Risk (ex 262/2005),True
Insider trading,102170,Other risks (operational),False
Incorrect intercepted data,101118,Financial Information Risk (ex 262/2005),True
Incorrect adjustment of the risk status to the system,102829,Financial Information Risk (ex 262/2005),True
False Positives selection,104086,Other risks (operational),False
Possible operations carried out by subjects without the necessary powers to operate,101762,Financial Information Risk (ex 262/2005),True
P&L impacts deriving from the implementation of the new modeling and/or pricing system,102351,Financial Information Risk (ex 262/2005),True
Inconsistent prototype operation,102943,Other risks (operational),False
Conflicts over shared resources or saturation of available staff,101446,Information and Communication Technology risk,False
Failure to track software objects deployed in emergency production,101167,Information and Communication Technology risk,False
Loss of emergency change documentation,103358,Information and Communication Technology risk,False
Loss of emergency change history,101168,Information and Communication Technology risk,False
Improper use of authorization levels and failure to track authorizations,105125,Information and Communication Technology risk,False
Incorrect accounting,104708,Financial Information Risk (ex 262/2005),True
Sending incomplete data,101443,Other risks (operational),False
Inconsistent information received,104034,Other risks (operational),False
Sending incorrect data,101442,Other risks (operational),False
Incorrect payments,101285,Other risks (operational),False
Settlement not carried out,104728,Financial Information Risk (ex 262/2005),True
Risk of incorrect accounting,105212,Financial Information Risk (ex 262/2005),True
Incorrect data,105211,Financial Information Risk (ex 262/2005),True
Incorrect accounting rule,101065,Financial Information Risk (ex 262/2005),True
Incorrect proposal content,105243,Financial Information Risk (ex 262/2005),True
Wrong preparation of flows,102987,Financial Information Risk (ex 262/2005),True
Wrong/incomplete reporting,103991,Financial Information Risk (ex 262/2005),True
Wrong preparation of flows,100457,Financial Information Risk (ex 262/2005),True
Wrong preparation of flows,102695,Financial Information Risk (ex 262/2005),True
Wrong preparation of flows,103629,Financial Information Risk (ex 262/2005),True
Wrong preparation of flows,102922,Financial Information Risk (ex 262/2005),True
Wrong/incomplete reporting,102729,Financial Information Risk (ex 262/2005),True
Incorrect data,103401,Financial Information Risk (ex 262/2005),True
Wrong preparation of flows,102986,Financial Information Risk (ex 262/2005),True
Wrong preparation of flows,103407,Financial Information Risk (ex 262/2005),True
Wrong preparation of flows,101343,Financial Information Risk (ex 262/2005),True
Wrong/incomplete reporting,102849,Financial Information Risk (ex 262/2005),True
Wrong/incomplete reporting,104586,Financial Information Risk (ex 262/2005),True
Wrong preparation of flows,101379,Financial Information Risk (ex 262/2005),True
Incorrect data,101968,Financial Information Risk (ex 262/2005),True
Wrong/incomplete reporting,101967,Financial Information Risk (ex 262/2005),True
Wrong preparation of flows,102730,Financial Information Risk (ex 262/2005),True
Wrong/incomplete reporting of excerpts archive,104804,Financial Information Risk (ex 262/2005),True
Wrong/incomplete crms archive reporting,104803,Financial Information Risk (ex 262/2005),True
Wrong preparation of flows,105389,Financial Information Risk (ex 262/2005),True
Wrong/incomplete reporting,103392,Financial Information Risk (ex 262/2005),True
Wrong/incomplete reporting,103917,Financial Information Risk (ex 262/2005),True
Wrong/incomplete reporting,105390,Financial Information Risk (ex 262/2005),True
Wrong preparation of flows,103017,Financial Information Risk (ex 262/2005),True
