applicationGUID,application,applicationID
07daec05-0e82-11e0-23ac-00505682243b,N500 Single transfer entry,1202
dab01255-16aa-49e9-832e-8dd6e07441d5,Helpdesk,891
5f5bef71-50ff-11e3-714a-002655d352c9,CMLT Section 1 Submission of new application and resolution,344
e337e970-c49f-11de-23a9-00505682243b,WMT Web Management Tables - Diagnostics,1841
a4910340-bcd0-11de-23a9-00505682243b,Credit Risk system integration preprocessors,463
1a95b9d0-773e-11dc-1322-000d609809a6,EPM Enterprise Project Management - Project Client,628
338fb042-d362-11e7-2249-001dd8b721ea,Exception and Investigations Disclaimer Processes,678
0c10e1c1-d90e-11e4-2688-00101818ed80,PRFR0 system,1376
d86af1a1-3af6-11e3-714a-002655d352c9,DDGES Direct Debit Management,497
c1e61461-5680-11e2-714a-002655d352c9,GEMOD – Management of supervisory models,778
4cea8e46-7285-11dd-23a9-00505682243b,BUY Document Management GELAV GEURG,251
1f84fa1e-1ff2-11e0-23ac-00505682243b,NQ00 Introduction and Characteristics,1265
9bddafda-f949-11df-23ab-00505682243b,NP00 - Service execution mode - gest present - pres eff paper,1254
107e851a-1fdf-11e0-23ac-00505682243b,BUY Tracking,255
28f6166c-1656-4377-98d0-ffac089d0f55,153307 - e-Catalog - Office Machines,46
f48a79e7-1ff0-467b-b474-13c3c7eff3c4,153304 - e-Catalog - General Section,45
bad09f67-fd36-11df-23ab-00505682243b,PRICE Insertion of a group derogation proposal,1380
24dcdfab-0783-11e0-23ab-00505682243b,MASS Massive operation of inserting bills of materials,1096
473ed350-0c0e-11e0-23ac-00505682243b,CRB Configuration Products Introduction,363
7d27a0a0-a467-11df-23ab-00505682243b,JK46 Management of Holding Cash Relationships,1012
a98a6361-bf61-11e5-2688-00101818ed80,Credit Portal Leasing functionality in PEF,451
24dcdfa2-0783-11e0-23ab-00505682243b,CHIUF Branch closure,326
fcf9f3a9-3a87-4656-b670-ab2238fcd5b6,151405 - Credit desk for accounting transactions,36
2112f572-48e6-11ea-4b37-001dd8b72a50,Credit Management Portal,441
4696ae41-f7f0-11e5-2688-00101818ed80,Sizing Tool,1674
393986e1-e7bf-11e6-2688-00101818ed80,EBAAS From ABC to emission processes Policies,606
c715d083-8fae-11dd-23a9-00505682243b,GECEN Batch permissions,772
c2621f80-6a85-11e0-23ac-00505682243b,CRESE Management for simple credit use,372
7ce34b24-3561-11e7-2688-00101818ed80,PINC Wallet Collections,1362
e402f64d-2e79-11e8-2249-001dd8b721ea,PINC Presentation Management,1361
0ee5bc15-39eb-4c7a-8179-a3029d9ce85a,RBFIL Branch Remote Banking,1445
9bddafd8-f949-11df-23ab-00505682243b,NP00 - Service execution mode - present management - pres collections reba discount mav,1255
ad1010e0-e1ac-11df-23ab-00505682243b,ReDo Document Repository,1483
9180f40a-6ae2-11e7-7823-00155d86fd3a,ARC,139
ad1010e4-e1ac-11df-23ab-00505682243b,GeNo Regulatory Management,857
57526e21-48fa-11e2-714a-002655d352c9,TRBAN – Banking Transparency,1731
84a0f780-994d-11e3-2688-00101818ed80,Anti-fraud monitoring,181
dcfb2e70-a9a1-11dc-1322-000d609809a6,BancaIdentity Service RAC USER GUIDE,264
cb506dc2-f479-4a47-91be-92a234863fd1,DAPY Investments,490
bce09b03-060e-11e0-23ab-00505682243b,AdG MdG Inquiry groups,164
63dda7b0-8971-11e7-2249-001dd8b721ea,Small Application Practice Establishment,1677
be115f81-ac10-11e2-714a-002655d352c9,External Databases Portal Mortgage Surveys,686
0fd818c2-b727-11eb-275f-001dd8b72a50,Credit Rating Dashboard,459
36941392-ade9-11e9-4b37-001dd8b72a50,N600 Civetta bribe management,1204
57567480-6c88-11df-23ab-00505682243b,IDEA Corporate Regulatory Agreement,905
8bf5cfd2-83a0-11ea-1911-001dd8b72a55,SALESFORCE Reference data completeness check,1533
39cd05ea-dae1-11e1-714a-002655d352c9,FILESTORE,701
acf62c84-e8e5-11e9-6ab0-001dd8b72a56,Payment cards - Intesa Sanpaolo Agents4You,1397
d29ffb92-1d84-11ea-1911-001dd8b72a55,LAPE Web,1045
ba3d706b-f976-11df-23ab-00505682243b,IJBL Current Accounts and Deposits Exhibition Research,927
ac78b4c2-56e6-11ea-1911-001dd8b72a55,MyKey Business,1198
b2808a40-a093-11e0-23ac-00505682243b,P000 Inps pensions,1329
422d7f75-1816-11e0-23ac-00505682243b,N500 Management of permanent transfers management of variations,1201
b657f68b-ffd1-11df-23ab-00505682243b,Document archiving Archiving criteria Extinct relationships area,576
b8646d52-b10f-11e0-23ac-00505682243b,ENRR Network foreign reporting requests,622
107e8541-1fdf-11e0-23ac-00505682243b,KC0X Query Lockbox Contract Management,1030
ba3d7071-f976-11df-23ab-00505682243b,IJBL Bank Check Management,920
ba0410f0-a7b6-11e0-23ac-00505682243b,GIANOS 3D Compilation of this adequate verification occasional operation,795
2e9e53b0-de45-11dc-1322-000d609809a6,150809 - EM00-Foreign Goods -New interface for foreign transactions,28
919ba5fb-03ac-11e0-23ab-00505682243b,ESTEROWEB Foreign transfer transfer map,640
23f7a750-06cd-11e0-23ab-00505682243b,"A000 Management of loading, unloading and compensation Introduction",98
ba3d706f-f976-11df-23ab-00505682243b,IJBL Bank Check Management Account evidence management,921
a3236641-2cd1-11e3-714a-002655d352c9,CMLT Section 5 Management Functions,345
b0c513a1-33e1-11e2-714a-002655d352c9,FILE SHARING Target,700
b0d41350-e98e-11de-23a9-00505682243b,LGD-EAD Departmental dashboard,1053
0e9e59e1-b3a5-11e1-714a-002655d352c9,LGD-EAD Host System,1055
6dcc1d21-9d2b-11eb-6da1-001dd8b72a57,PD WEB laboratory,1342
e24d4705-a93f-11da-20c9-000c29c08cb4,SAP R3 Purchasing Purchase order,1569
5e7871be-921d-11ea-4b37-001dd8b72a50,PEACE,1344
186798f0-f4fb-11e6-2688-00101818ed80,CMLT Early repayment Web Mortgages,340
24dcdf9b-0783-11e0-23ab-00505682243b,ACDUP Bank check duplication WEB,124
efbe5200-e81c-11df-23ab-00505682243b,GHRX Banker's Checks and Wire Transfer Inquiry Management,794
107e8524-1fdf-11e0-23ac-00505682243b,J6TP Operational functions PASS,1003
48b66327-849c-11dd-23a9-00505682243b,RMW Risk Middleware,1467
74f8ffda-8492-11dd-23a9-00505682243b,PHS Portfolio Hierarchy Server,1356
74f8ffde-8492-11dd-23a9-00505682243b,ARPM extension,144
74f8ffdc-8492-11dd-23a9-00505682243b,are,1917
74f8ffdd-8492-11dd-23a9-00505682243b,aces,1916
87c6439d-2022-11e1-714a-002655d352c9,PCRE Portfolio Credit Risk Engine,1341
48b66325-849c-11dd-23a9-00505682243b,LDM extension,1051
ae0b0b42-d7f9-11eb-43a8-001dd8b72a55,CEMS extension,321
3cd76b00-0e09-11e0-23ac-00505682243b,N650 Introduction,1216
3bfec825-7f16-11e6-2688-00101818ed80,BOX Messaging HUB Branches Companies,235
2c770c81-2d96-11e2-714a-002655d352c9,STORA - Check History Search,1649
24dcdfaf-0783-11e0-23ab-00505682243b,RICAS Title search grants,1463
90ab6690-8ac4-11e0-23ac-00505682243b,P000 Inps temporary benefits,1330
876a7217-fc69-11df-23ab-00505682243b,ZAFI Partial refund,1899
26c30133-5ef3-11eb-275f-001dd8b72a50,QUANTUM,1433
ea27dce6-001e-11e8-2249-001dd8b721ea,Staging Bonds Preprocessor,1690
770f727f-49ec-11e7-2688-00101818ed80,SAS-BRM,1591
8cc0441c-f6ba-11e7-2249-001dd8b721ea,Staging Allocation Engine,1688
a2b3f85e-49f8-11e7-2688-00101818ed80,SAS - MIP,1585
70787871-9d2b-11eb-6da1-001dd8b72a57,SAS RRM Calculation Engine for Credit Risk,1588
36ff61d2-91fa-11eb-275f-001dd8b72a50,CDM Tagetik,312
b15f0f98-0612-11e0-23ab-00505682243b,FINV Operations in funds General notes,709
5f3236db-bee8-11de-23a9-00505682243b,MOPLE Unlikely to Pay Access to the application,1141
ea54e9a0-a510-11e3-2688-00101818ed80,TRIRESOLVE,1732
031e0ca0-bda7-11da-20c9-000c29c08cb4,QDH Quadrature Flows,1430
5e524c7e-921d-11ea-4b37-001dd8b72a50,LIST - LookOut Module MM Duty Violation,1065
5e2c2777-921d-11ea-4b37-001dd8b72a50,LIST - Look Out - MM Reports module,1063
5e2c26cf-921d-11ea-4b37-001dd8b72a50,ION Trading,953
5e524c93-921d-11ea-4b37-001dd8b72a50,LIST - LookOut - MM Activity module,1064
eca51992-2c2b-49ed-bba2-a080d8d44f95,MK Remuneration of foreign bank accounts,1117
bcc1c302-9fd6-4ab1-aeb8-050a95c554b1,SetWeb,1662
a9ee8b10-3ca4-11df-23a9-00505682243b,SAP BPM Workflow Accounts Payable,1537
69178835-87ad-11e5-2688-00101818ed80,SAP BPM Workflow Active Cycle Electronic Invoicing and Accounting Checks,1539
1c9fa569-1fd3-11e0-23ac-00505682243b,NK00 Termination of the contract,1251
1c9fa568-1fd3-11e0-23ac-00505682243b,NK00 Owner data consultation,1245
4e215ac1-21b3-4bd2-987e-f063b986976f,Securities Depositors,1658
63de12e1-afe6-11dd-23a9-00505682243b,GETI Payment message routing management,790
6a713c31-3f10-11e4-2688-00101818ed80,Payment Dashboard,1395
96d924e0-3a9a-11dc-1322-000d609809a6,ALGO - Investment Bank Collateral Management,129
e4f1bdd4-35f1-44f8-b55c-71ff55be2443,Web Adjustments,1850
5750f5a1-4a54-11e5-2688-00101818ed80,Coope - BIA BCP,430
56efa915-f0d7-11e5-2688-00101818ed80,CRB Products Trade INBIZ,366
5a75dd12-cf70-11e7-2249-001dd8b721ea,SmartTrade LiquidityFX,1683
57b358e0-1299-11dc-1322-000d609809a6,SIRE Credit management of Collateral,1618
bbc4de70-5f62-11e0-23ac-00505682243b,SAP BPM Workflow Active Cycle,1538
d6318f31-fb93-11de-23a9-00505682243b,SAP R3 Accounts Payable,1559
cfaca7f1-6684-11e0-23ac-00505682243b,SAP BPM Monitor closing accounts,1536
cfaca7f0-6684-11e0-23ac-00505682243b,SAP BPM Accounting Assessments,1535
ed42e511-afd3-11e1-714a-002655d352c9,Mid and Large Corporate EVA simulators,1187
71d1a5a2-0e8c-11e0-23ac-00505682243b,CPRU Loading of exit provisionals,358
71d1a5a1-0e8c-11e0-23ac-00505682243b,CPRE Loading of entry provisionals,357
c2d11ef2-0e8c-11e0-23ac-00505682243b,ITCC Query of current accounts totals,967
e928a63a-fe23-11df-23ab-00505682243b,JERICHO Initial Access Map,1007
c2c11e5c-f368-11e1-714a-002655d352c9,H2A0 - TESOENTI collateral applications and controls,876
c00227b5-2f51-11e3-714a-002655d352c9,VAEN Variation Entities,1796
90bf6ad2-e08c-11dd-23a9-00505682243b,Table of technical forms of assignment,1739
692aee35-d691-11e3-2688-00101818ed80,SIRE Assisted credit line loading and changes tracking,1617
568193e2-6c78-11eb-275f-001dd8b72a50,Outsourcing process,1326
69007432-04d6-11e8-2249-001dd8b721ea,Passive surrogates,1393
149eeba2-bfb3-11e7-2249-001dd8b721ea,SSF SAP SuccessFactors,1644
d615d936-fe02-11df-23ab-00505682243b,ZAFI Methods of execution of the contract management service pos,1895
164cc532-44a6-11e8-2249-001dd8b721ea,Customer Journey POS Sale,481
d232e482-ae8a-11e7-2249-001dd8b721ea,SCANS Document Management Scan documents,1592
00822e8a-9ae5-11e8-2249-001dd8b721ea,GELAV Provision processing,777
615b00f1-db0c-11e1-714a-002655d352c9,DESBO Destination Transfers,502
466aff43-1b6f-11dd-1322-000d609809a6,EBA IWS Interactive Workstation,601
6e9a0920-366f-11db-20c9-000c29c08cb4,Fast Trade,743
1c9fa567-1fd3-11e0-23ac-00505682243b,NK00 Channel or pin unblocking blocks,1239
07daec00-0e82-11e0-23ac-00505682243b,N500 Bank Transfers Italy Introduction,1199
70c19f63-1743-11e0-23ac-00505682243b,ZAFI Private credit card Card extinction,1908
c1a15169-f893-11df-23ab-00505682243b,Revolving Cards Coin management blocks unlocks,1520
02b025d9-0935-11e0-23ac-00505682243b,ZAFI Products SETEFI paper extinction,1910
02b025f0-0935-11e0-23ac-00505682243b,ZAFI Debit Cards Card Cancellation,1890
d3cf9905-3cc0-45d9-a725-c6bcdcc16818,ZAFI Payment cards Carta Targa,1901
25eb4118-9d61-11e3-2688-00101818ed80,MTX MONTETITOLI,1157
ba3d7072-f976-11df-23ab-00505682243b,IJBL Current Account and Deposit Management,924
02b025d1-0935-11e0-23ac-00505682243b,ZAFI Card Information,1878
ebbc1701-e1a6-11e3-2688-00101818ed80,HR Infinity,880
d76d0dc5-71d4-11e2-714a-002655d352c9,SAP PY Loan Management,1552
d009f690-eb27-11df-23ab-00505682243b,Solidarity Fund Application for managing membership requests,1684
d009f691-eb27-11df-23ab-00505682243b,Solidarity Fund Consap web portal,1685
3d5927a1-1f97-11df-23a9-00505682243b,CMLT suspension of solidarity fund mortgage installments and authorized suspensions,346
08006bb0-d3a9-11da-20c9-000c29c08cb4,SAS Tool for validation,1589
e494d0d6-b743-11e8-2249-001dd8b721ea,DIARY 231,505
e5d2ff22-421b-11e7-2688-00101818ed80,*MA MdG Inquiry groups*,1
71fce3e0-9fb5-11df-23ab-00505682243b,MOPLE Unlikely to Pay Batch request,1142
71fce3e2-9fb5-11df-23ab-00505682243b,MOPLE Non-performing Batch request,1128
4cea8e4c-7285-11dd-23a9-00505682243b,VDM - Mass variations,1803
c1489995-b894-11e6-2688-00101818ed80,BPoint,237
89a99aa2-ab18-11ea-6ab0-001dd8b72a56,ACCIDENT Collective PASS,123
393986e5-e7bf-11e6-2688-00101818ed80,EBAAS After Sales Damage,604
0eac7bd2-1e2c-11e9-2249-001dd8b721ea,Gianos 4D QAV Compilation Process,864
abcc33d0-9043-11e0-23ac-00505682243b,MV Clear agreements on the transfer of banking products,1158
bce09afe-060e-11e0-23ab-00505682243b,AdG MdG Management of Connected Persons,165
baeb8190-511b-11e3-714a-002655d352c9,New Bank Loan Offer,1288
88852861-079d-11eb-275f-001dd8b72a50,Streeling,1691
a37eded0-4130-11de-23a9-00505682243b,155102 Business Object Info View,56
31d97e6a-821b-11e0-23ac-00505682243b,CCWEB Cash Management and Central Cash Transport,307
5e2c2708-921d-11ea-4b37-001dd8b72a50,Moody's,1193
0e938582-9a11-11e7-2249-001dd8b721ea,SPPI Test Tool - Titles,1640
bdb1ca31-30f5-427f-9c31-689dca2c39d1,N600 Shipping and Transport Materiality Management,1213
e44bee2f-2078-4c22-a28f-f384b3866e58,N650 Order accounts management,1225
a6701fa3-2b10-11dd-23a9-00505682243b,NU00 UNITES Correspondent Banks,1279
0619d00e-e2de-4ea5-9503-715e5554e1d7,Monetary basis,1190
252f3ae5-534e-41a8-9f2b-b02256a3427e,Door,583
e8bfd93a-b4aa-11dd-23a9-00505682243b,Gari 2000 Montetitoli in monetary base,852
6a7b1b96-bd80-11de-23a9-00505682243b,KSO Kedrios Subscribers,1036
8f331a72-bd2a-11dd-23a9-00505682243b,DSO - Diaries MT721,526
c6a52829-5f9c-4277-a492-feb4a0c4a80e,A000 Equity Operations,70
c2f22556-fcba-11df-23ab-00505682243b,A000 IDEP Deposit registry inquiry,87
56248401-8369-11db-1322-000d609809a6,KCA extension,1032
906efe50-4db7-11dd-23a9-00505682243b,DSO - MT-X fee calculation (for issuers),528
93cc7cb1-d725-11e2-714a-002655d352c9,Intesa Sanpaolo Insider List,992
d4846e47-ee60-11e8-2249-001dd8b721ea,BIC Asset Management,209
d1c18b67-470d-11e9-2249-001dd8b721ea,EBASS,608
4314c630-5ea3-11e0-23ac-00505682243b,Centralized File Sharing - Data Normalization,396
d1c18b62-470d-11e9-2249-001dd8b721ea,Eikon,668
e928a635-fe23-11df-23ab-00505682243b,JERICHO Map for Authorizations by Authorization Role delegate and assist operat.,1010
4686bd62-833a-11ec-275f-001dd8b72a50,Health Safety and Environment Portal,885
98bf98e1-9d2b-11eb-6da1-001dd8b72a57,SAP HR PORTAL,1548
fc2f0080-8734-11eb-275f-001dd8b72a50,Customer Journey POS Sale - Intesa Sanpaolo Agents4You,482
5a884971-d335-11ea-4b37-001dd8b72a50,Revenue engine and fee and KPI engine,1519
4c1b59a2-7c9f-11e0-23ac-00505682243b,Portal for uploading product sheets and Primary Market and PCT subscription sheets,1410
aea1d4b0-9fd6-11da-20c9-000c29c08cb4,SAP Data Management,1542
0f97a210-f122-11dc-1322-000d609809a6,PEF - Fido's Electronic Practice,1346
6488912e-9693-49f2-9833-590a18e6e4f6,TWS - Automatic host and departmental batch processing scheduler,1736
bdec8101-9d2b-11eb-6da1-001dd8b72a57,New Asset Dialogue - Company Asset Management,1287
3b773350-2eb9-11e0-23ac-00505682243b,Credit Portal - Mortgages to Individuals,447
f1334e12-443c-11eb-60ce-001dd8b72a56,WePOG,1848
5c587502-13ff-11e9-2249-001dd8b721ea,Tagetik Group VAT,1745
e7b1ef11-6df2-11e6-2688-00101818ed80,DQM Accounting Controls,513
ce2c83c5-445c-11e2-714a-002655d352c9,External Database Portal Introduction to the Portal,684
018fda57-199f-11e9-2249-001dd8b721ea,LOAD Criticality Assessment Row Input Collection,1069
018fda52-199f-11e9-2249-001dd8b721ea,Qlik Data Visualization,1437
fa59ccd0-c087-11dd-23a9-00505682243b,CDM Counterparty Data Manager,311
d698a630-e57a-11da-20c9-000c29c08cb4,ALGO Management of collateral in finance,131
74f8ffba-8492-11dd-23a9-00505682243b,Intesasuite,993
74f8ffbb-8492-11dd-23a9-00505682243b,Algosuite,176
0e94fc42-b307-11eb-275f-001dd8b72a50,Customer Journey Breakdown,480
5ba56647-60ee-11e9-2249-001dd8b721ea,Trust portal,1771
9a6a98b5-77a4-11da-20c9-000c29c08cb4,SAP Reporting Travel BW,1581
bce09afc-060e-11e0-23ab-00505682243b,AdG MdG Management of supply chain groups,167
5ba56642-60ee-11e9-2249-001dd8b721ea,Credit Grant Dashboard Customer Eligibility,440
ca03b4f2-0fe8-11e8-2249-001dd8b721ea,Credit Portal Management Watch List,452
e9265c40-fe23-11df-23ab-00505682243b,E-CAM View Document,590
df03b101-ee46-11e4-2688-00101818ed80,eMarket Storage,1919
fa341410-cafb-11da-20c9-000c29c08cb4,NIS - Network Information System,1235
ba935419-b1e7-11e9-6ab0-001dd8b72a56,CAD Commissioning Promoters,286
916135d2-0801-11ed-2a4f-001dd8b72a55,Skyfall platform,1676
7e6abf02-6c3a-11eb-275f-001dd8b72a50,Application Chain - Enterprise Architecture Dashboard,182
916135d7-0801-11ed-2a4f-001dd8b72a55,Agency tool,170
5ca403d2-2116-11e8-2249-001dd8b721ea,Tenable Compliance Suite Console,1757
94e180e0-58be-11dd-23a9-00505682243b,CRECO Customer credit accounting operations,369
99f56690-de0d-11dc-1322-000d609809a6,RA.DO. UMDO Report Management,1443
7a9c3e61-3f34-11e9-2249-001dd8b721ea,XME Cheers,1866
68ef0e25-c2e6-11e2-714a-002655d352c9,XS01 – Capital gain menu,1870
dee63741-d521-11de-23a9-00505682243b,F24 Online,690
f06856de-709e-4cde-88a2-a26a4ef7fa5a,Business channels and remote banking,281
6c3964d5-ffcd-11e9-1911-001dd8b72a55,Factoring - CZ Litigation Management,733
a04a6cf1-a642-11e1-714a-002655d352c9,CERT0 – Event certification.,323
98c487b0-bf02-11de-23a9-00505682243b,MOPLE Problem Loans Access to the application,1137
6d6033ea-60e7-11e3-714a-002655d352c9,DQM extension,515
5f3236de-bee8-11de-23a9-00505682243b,MOPLE Probable Defaults Suspended Lists,1135
a3052102-33f5-11de-23a9-00505682243b,155096 A GAUDI Automated Management of Mortgage Data - Branches,54
40384fc2-3ebf-11eb-43a8-001dd8b72a55,Credit Management Portal Credit Analytics,442
57d2f69f-fd62-11df-23ab-00505682243b,E-CAM New request,586
197557b0-2319-11e0-23ac-00505682243b,PRICE Membership disconnection from convention,1382
87c643a3-2022-11e1-714a-002655d352c9,DRM - Process Launcher,518
31d97e64-821b-11e0-23ac-00505682243b,CCWEB Cash Management Reporting Consultation,306
fc6fbfb1-4032-11e1-714a-002655d352c9,GVDC Data for Cash Verification,846
c2d11ee2-0e8c-11e0-23ac-00505682243b,IPAR Query of institution parameters,955
c2d11f00-0e8c-11e0-23ac-00505682243b,MDST Document lists menu,1110
cc36d231-0e8c-11e0-23ac-00505682243b,VDST Bill validation,1805
141b3114-8596-44ea-8169-4fe100dc731a,HU00 Cash and treasury services,881
c691f766-0e8c-11e0-23ac-00505682243b,MMAN Mandates menu,1118
1e619b09-f63a-11e9-6ab0-001dd8b72a56,GERMAN,784
c2d11ef1-0e8c-11e0-23ac-00505682243b,ITBI Query of Banca Italia totals,966
c2d11ef6-0e8c-11e0-23ac-00505682243b,ITES Query of year totals,968
bf150140-0e8c-11e0-23ac-00505682243b,IACB Query of Banki credits,896
c2d11ef4-0e8c-11e0-23ac-00505682243b,IDIS Availability Query,908
bf15015e-0e8c-11e0-23ac-00505682243b,IMOV Movement query,935
63484002-ef13-11de-23a9-00505682243b,SAP R3 REFX Tax Registry,1579
edc3fa34-76a1-4300-8e60-46b049121491,CEBI Central Balance Manuals,317
1715a670-f346-11e0-23ac-00505682243b,Inbiz Approval Rules,975
de57b500-2d7f-11de-23a9-00505682243b,Roller Cash Slots,1526
68f1d315-4066-11e7-2688-00101818ed80,ANTIR - Anti-Money Laundering Reports,135
bc28a637-1a72-11e1-714a-002655d352c9,CRESP Use of Simple Credit,373
1c82881e-bcc9-4350-a020-df6dbb16e70d,GM00 Anti-money laundering monitor management,827
23f7a753-06cd-11e0-23ab-00505682243b,"A000 Loading, unloading and compensation management",96
958572b4-0c51-11e0-23ac-00505682243b,NU00 Management of Entry and List of Movement Requests from Branch for B.O.,1276
29373cd5-9cbf-11e4-2688-00101818ed80,GSTA – Management of reserved prints,843
cc36d23e-0e8c-11e0-23ac-00505682243b,MSTA Reserved prints menu,1155
71d1a5b3-0e8c-11e0-23ac-00505682243b,GEBS Management of stamp duties and expenses charged to the institution,769
c691f760-0e8c-11e0-23ac-00505682243b,MENT Menu management bodies and exercises,1112
c2d11ed0-0e8c-11e0-23ac-00505682243b,INCC Account query,938
e56dd571-5680-11e3-714a-002655d352c9,PMAN Reservation of document extinction for cash,1368
cc36d238-0e8c-11e0-23ac-00505682243b,GDLE Cash management (mein),764
cc36d23a-0e8c-11e0-23ac-00505682243b,IDLE Query liquidity (mein),909
cc36d232-0e8c-11e0-23ac-00505682243b,VECA Cash Check Online,1807
3264bb80-446d-11de-23a9-00505682243b,Document archiving,573
d5b08932-b7a7-11eb-43a8-001dd8b72a55,GRC - Controls Module,839
bce09b07-060e-11e0-23ab-00505682243b,AdG MdG Registry research,168
33c9474c-bee6-4c7c-86ad-a3053134dd1d,Easy Loan For You,664
24dcdfa6-0783-11e0-23ab-00505682243b,FINRI Early repayment loans,704
393986e9-e7bf-11e6-2688-00101818ed80,EBAAS Early Termination Policy,605
d0f7a2f2-fac9-11e7-2249-001dd8b721ea,Modelity Structures system,1189
5e1dce88-921d-11ea-4b37-001dd8b72a50,Deproem,562
5e524c9f-921d-11ea-4b37-001dd8b72a50,Bit-LOL,271
e557a014-1e89-11eb-60ce-001dd8b72a56,Smart houses,1681
c9de78ad-08c2-11eb-60ce-001dd8b72a56,Single Industrial Accounting Registry and Service Contracts-CPC Management-Tables Management,1670
e5d74ed1-093d-11eb-60ce-001dd8b72a56,Unique Industrial Accounting Registry and Service Contracts-CPC Management-Volume Consolidation,1782
e5d74ecc-093d-11eb-60ce-001dd8b72a56,Unique Industrial Accounting Registry and Service Contracts-CPC Management-Volume Processing,1783
e5d74ed6-093d-11eb-60ce-001dd8b72a56,Unique Industrial Accounting Registry and Service Contracts-CPC Management-Volume Trend Analysis,1784
e5d74ec2-093d-11eb-60ce-001dd8b72a56,Unique Industrial Accounting Registry and Service Contracts-CPC Management-Flow Verification,1781
e5d74ec7-093d-11eb-60ce-001dd8b72a56,Unified Registry of Industrial Accounting and Service Contracts-CPC Management-Adjustment Management,1779
e60aefe8-08a3-11eb-60ce-001dd8b72a56,Industrial Accounting Registry and Service Contracts-Industrial Accounting- RDC Catalog,979
06af8a8c-0232-11eb-43a8-001dd8b72a55,Register of Industrial Accounting and Service Contracts - Dashboard,1489
e5815810-fbc1-11da-20c9-000c29c08cb4,Galileo,849
53300703-6dd9-4e33-88bc-ce206793e151,Central Risks,395
e60aeff2-08a3-11eb-60ce-001dd8b72a56,Industrial Accounting Registry and Service Contracts-Industrial Accounting- Pricing Catalog,978
555f98b5-0236-11eb-43a8-001dd8b72a55,Adobe Acrobat Pro Legal Sign,169
a32f49c0-c99a-11e5-2688-00101818ed80,Credit Portal PEF5 Preliminary filter,453
4c23ad21-1ccf-11e1-714a-002655d352c9,Resolution sheet,1509
c21ec720-5763-11df-23ab-00505682243b,GPD Credit Practice Management in Resolution,833
b7d09d86-a54c-11e8-2249-001dd8b721ea,Office AnaCredit,1317
559b1c42-25e4-11e8-2249-001dd8b721ea,Document management of the Corrections,580
f71a9aa1-974d-11e5-2688-00101818ed80,Tableau de Bord QD,1741
89d563f1-9d2b-11eb-6da1-001dd8b72a57,E-LEARNING TRAINING PORTAL,595
a09ae4e1-429c-11dd-23a9-00505682243b,ENTER TEL,623
017fbfd0-acf4-11dd-23a9-00505682243b,PAY 4 - Payroll Management,1339
2d2f7e21-ea3f-11de-23a9-00505682243b,SAP R3 Purchasing,1565
d76d0db0-71d4-11e2-714a-002655d352c9,SAP PY Payroll,1553
e291f440-167c-11e5-2688-00101818ed80,PIGNO Management of Foreclosure Practices Central Structure,1357
a0579873-d0d8-11ea-6ab0-001dd8b72a56,VPC Evaluation of Factoring Customer Portfolio,1816
aaf75e4c-180b-11e0-23ac-00505682243b,BJIS Inquiry,220
8a518bd1-b35c-11e3-2688-00101818ed80,Non-Performing Credit Management Main application functions,1295
61df917d-06d4-11e0-23ab-00505682243b,A000 SUBS Subscription management,103
f3c747ba-b125-41ac-8927-21eaa2725db3,150654 - Adequacy Assessment - Transaction R4 Assignment of financial profile,24
71be15cf-06cd-11e0-23ab-00505682243b,"A000 GOPP Management of OPA, OPS, OPV",78
61df9176-06d4-11e0-23ab-00505682243b,A000 IPAF Branch basket,89
516fb880-6393-11ea-1911-001dd8b72a55,Pension Funds – Intesa Sanpaolo Agents4You,1402
0d2c3490-891d-11dc-1322-000d609809a6,150654 - R4A3-Application Menu,25
afc7bc93-864e-11e2-714a-002655d352c9,WFP Workflow Focal Points,1835
5651beb5-7642-4e4f-a836-f9935e4b1d80,VAREC Change in contact details,1801
8a9e16d0-8b91-11e0-23ac-00505682243b,Wisemap,1862
ec1c3fa0-4bdf-11e1-714a-002655d352c9,A000 Securities Lending Form,104
b15f0fa5-0612-11e0-23ab-00505682243b,FINV Transaction QVQ1 functionality menu,711
5b1aea70-66e8-11de-23a9-00505682243b,BU00 Access Certificates of Deposit,243
66ac9302-7ef3-11ea-4b37-001dd8b72a50,PAD Archiving of digital documentation of historical interest,1332
ba3d7057-f976-11df-23ab-00505682243b,N600 Reservation remitted other values,1212
3cd76b02-0e09-11e0-23ac-00505682243b,N650 Cumulative position management of initial load values,1215
24dcdf84-0783-11e0-23ab-00505682243b,CLOSE Closing work session management,334
3cd76b06-0e09-11e0-23ac-00505682243b,N650 Management of cumulative positions of unloading values,1217
97c3c112-7853-11ec-60ce-001dd8b72a56,Calculation Agent for Servicing Bank,383
562344c1-e805-4bc8-bc7f-90c5fce4cd62,Wire transfers,1861
00bccfe3-d50b-11e7-2249-001dd8b721ea,Dashboard EMC2 Enterprise Management Console for Pillar II,545
88c29560-6019-11e4-2688-00101818ed80,ERMAS User Manual - Regulatory Liquidity,630
09faed22-cae7-11df-23ab-00505682243b,Archdef,183
89148f4b-32af-4413-a42e-4a3caf12b6cf,150385 PP00/CPC Credit Position Control,20
1f84f9fc-1ff2-11e0-23ac-00505682243b,KC0X Electronic register management,1021
