riskGUID,risk,riskID,riskType
8599f91b-0310-11e7-2688-00101818ed80,Incorrect calculation of the accumulation and incomplete identification of the transactions subject to reporting,1306,Financial Disclosure Risk (ex 262/2005)
215f9866-96cb-11e7-2249-001dd8b721ea,Anomalies in the data acquisition and remapping procedure relating to the managed Templates,103,Financial Disclosure Risk (ex 262/2005)
cf985b56-ba3e-11ec-60ce-001dd8b72a56,Incorrect preparation of the spreadsheet,1855,Financial Disclosure Risk (ex 262/2005)
cfde2a1d-1924-11e7-2688-00101818ed80,Inconsistent data,993,Financial Disclosure Risk (ex 262/2005)
6e15df0a-ae60-11e7-2249-001dd8b721ea,Wrong and/or incomplete authorization request,2955,Other (operational) risks
6e15df03-ae60-11e7-2249-001dd8b721ea,Wrong and/or incomplete authorization request,2955,Other (operational) risks
f3d708fa-b349-11e7-2249-001dd8b721ea,List not updated,2191,Legal and non-compliance
0819a7e6-4a23-11e8-2249-001dd8b721ea,Information form for the assessment of the subjective role not complete,2115,Legal and non-compliance
11c84e60-c5d4-11ea-1911-001dd8b72a55,Correct and coherent feeding of the Accounting and Management Systems,226,Financial Disclosure Risk (ex 262/2005)
fc50ba60-a0e7-11ea-4b37-001dd8b72a50,Incorrect allocation of margins,1169,Financial Disclosure Risk (ex 262/2005)
35a25b1d-38c8-11ec-275f-001dd8b72a50,No or incorrect reception,2352,Financial Disclosure Risk (ex 262/2005)
02b58955-bf72-11ea-4b37-001dd8b72a50,Incorrect documentation,1514,Financial Disclosure Risk (ex 262/2005)
6190122a-6a5b-11e8-2249-001dd8b721ea,Certificate not compliant with the provisions of the resolution,172,Financial Disclosure Risk (ex 262/2005)
6f30d12a-bf5f-11ea-4b37-001dd8b72a50,Incorrect documentation,1514,Financial Disclosure Risk (ex 262/2005)
632ef4e8-6a5b-11e8-2249-001dd8b721ea,Incorrect signing of the letter of pledge,1953,Financial Disclosure Risk (ex 262/2005)
4c27ce4d-405f-11eb-275f-001dd8b72a50,Incorrect signing of the deed of pledge,1951,Financial Disclosure Risk (ex 262/2005)
1d49b6df-efa3-11eb-60ce-001dd8b72a56,Incorrect data,1413,Other (operational) risks
d52a7087-efa6-11eb-60ce-001dd8b72a56,Incorrect data,1413,Other (operational) risks
90164611-ef90-11eb-60ce-001dd8b72a56,Incorrect data,1413,Other (operational) risks
55ff32de-efb1-11eb-60ce-001dd8b72a56,Inaccuracy of processing,755,Other (operational) risks
ce025ee2-efab-11eb-60ce-001dd8b72a56,Incorrect data,1413,Other (operational) risks
5fc66082-f048-11eb-60ce-001dd8b72a56,Incorrect data,1413,Other (operational) risks
1d49b6fb-efa3-11eb-60ce-001dd8b72a56,Incorrect data,1413,Other (operational) risks
e4c15be4-ef88-11eb-60ce-001dd8b72a56,Incorrect data,1413,Other (operational) risks
1eeabbbb-efae-11eb-60ce-001dd8b72a56,Inaccuracy of processing,755,Other (operational) risks
ce025ec8-efab-11eb-60ce-001dd8b72a56,Incorrect data,1413,Other (operational) risks
55ff32d0-efb1-11eb-60ce-001dd8b72a56,Execution errors,402,Other (operational) risks
3efb2b6e-19f6-11ec-60ce-001dd8b72a56, Wrong or incomplete contribution of the SA-CCR engine,51,Financial Disclosure Risk (ex 262/2005)
465cad4d-3638-11ec-60ce-001dd8b72a56,Incorrect population of tables,1836,Financial Disclosure Risk (ex 262/2005)
1eac5445-7787-11e7-2249-001dd8b721ea,Incorrect or incomplete contribution of the EPE and SA-CCR engine,1748,Financial Disclosure Risk (ex 262/2005)
8fca8b54-3642-11ec-60ce-001dd8b72a56,Anomalies in the calculation of the SA-CCR measures,102,Financial Disclosure Risk (ex 262/2005)
4d660949-7857-11e7-2249-001dd8b721ea,Incorrect feeding of Prudential Supervisory reports,1596,Financial Disclosure Risk (ex 262/2005)
232c2d5d-c410-11ea-1911-001dd8b72a55,Wrong calculation of EPE and/or SA-CCR risk measures,2973,Financial Disclosure Risk (ex 262/2005)
52b985f1-364b-11ec-60ce-001dd8b72a56,Wrong SA-CCR Participated measures,2930,Financial Disclosure Risk (ex 262/2005)
73b11a3e-7768-11e7-2249-001dd8b721ea,Incorrect or incomplete contribution by the SFT Verifier,1746,Financial Disclosure Risk (ex 262/2005)
42b48f52-1a09-11ec-60ce-001dd8b72a56, Incorrect input of SA-CCR data of investees and branches for Prudential Supervisory reports,26,Financial Disclosure Risk (ex 262/2005)
291c7c38-896e-11e7-2249-001dd8b721ea,Forfeiture of admission to the guarantee provided by the Fund,721,Other (operational) risks
f1a9c305-896b-11e7-2249-001dd8b721ea,Incorrect/incomplete documentation,2078,Financial Disclosure Risk (ex 262/2005)
43173400-21ed-11e8-2249-001dd8b721ea,Wrong production of documentation,3160,Other (operational) risks
8d7264b0-b28c-11e8-2249-001dd8b721ea,Wrong/incomplete position analysis,3235,Financial Disclosure Risk (ex 262/2005)
7a3bd360-e375-11e8-2249-001dd8b721ea,Position analysis not performed,2478,Other (operational) risks
ededf671-4728-11e9-2249-001dd8b721ea,Incorrect assignment of positions,1259,Financial Disclosure Risk (ex 262/2005)
298601db-9e06-11e7-2249-001dd8b721ea,Incorrect census of Technical Forms,1332,Other (operational) risks
1c412569-9d52-11e7-2249-001dd8b721ea,Misalignment between the Registry and the feeding ledgers,2243,Other (operational) risks
cf9c7690-10a7-11e7-2688-00101818ed80,Non-fulfilment of the terms of the agreement,2391,Other (operational) risks
dc934c9a-a108-11e6-2688-00101818ed80,Incorrect accounting,1078,Financial Disclosure Risk (ex 262/2005)
e090dcd0-b038-11ec-60ce-001dd8b72a56,Missed or incorrect expiration,2287,Other (operational) risks
feeb0b9f-17bc-11ec-275f-001dd8b72a50,Incorrect accounting,1078,Financial Disclosure Risk (ex 262/2005)
b2bff866-1956-11ec-275f-001dd8b72a50,Incorrect accounting,1078,Financial Disclosure Risk (ex 262/2005)
96c04444-a105-11e6-2688-00101818ed80,Incorrect accounting,1078,Financial Disclosure Risk (ex 262/2005)
85bdf262-1785-11ec-275f-001dd8b72a50,Presence of unmanaged overdue practices,2589,Financial Disclosure Risk (ex 262/2005)
0d672b50-178f-11ec-275f-001dd8b72a50,Incorrect entry of data,1535,Financial Disclosure Risk (ex 262/2005)
0325d822-4d49-11e3-714a-002655d352c9,Incorrect cost entry,1397,Financial Disclosure Risk (ex 262/2005)
0325d82c-4d49-11e3-714a-002655d352c9,Incorrect cost allocation,1396,Financial Disclosure Risk (ex 262/2005)
ca6b71c2-4d48-11e3-714a-002655d352c9,Incorrect data entry,1428,Financial Disclosure Risk (ex 262/2005)
8845152a-2da3-11eb-43a8-001dd8b72a55,Existence or occurrence of unauthorized operations,406,Other (operational) risks
ee603d20-2819-11eb-275f-001dd8b72a50,Incorrect / incomplete data entry,1044,Other (operational) risks
8845152e-2da3-11eb-43a8-001dd8b72a55,Existence or occurrence of unauthorized operations,406,Other (operational) risks
66ebbfd9-2821-11eb-275f-001dd8b72a50,Incorrect / incomplete data entry,1044,Other (operational) risks
c6860b11-2820-11eb-275f-001dd8b72a50,Incorrect / incomplete data entry,1044,Other (operational) risks
ee603d09-2819-11eb-275f-001dd8b72a50,Loan request not compatible,2198,Other (operational) risks
4b742b1c-f35b-11eb-43a8-001dd8b72a55,Non-acceptance by the custodian,2361,Other (operational) risks
e2b2a2e7-f360-11eb-43a8-001dd8b72a55,Wrong regulation,3176,Financial Disclosure Risk (ex 262/2005)
4b742b16-f35b-11eb-43a8-001dd8b72a55,Presence of squares,2584,Financial Disclosure Risk (ex 262/2005)
4b742b40-f35b-11eb-43a8-001dd8b72a55,Wrong data,3029,Financial Disclosure Risk (ex 262/2005)
4b742b10-f35b-11eb-43a8-001dd8b72a55,Wrong regulation,3176,Financial Disclosure Risk (ex 262/2005)
f3e000a5-05c5-11e8-2249-001dd8b721ea,Incorrect loading of positions,1681,Financial Disclosure Risk (ex 262/2005)
68214048-04a4-11ec-60ce-001dd8b72a56,Incorrect regulation,1909,Financial Disclosure Risk (ex 262/2005)
841b7485-0667-11e8-2249-001dd8b721ea,Operation not adjusted correctly,2424,Financial Disclosure Risk (ex 262/2005)
e2b2a2e4-f360-11eb-43a8-001dd8b72a55,Wrong transfer instruction,3198,Financial Disclosure Risk (ex 262/2005)
97c390a2-16e8-11e8-2249-001dd8b721ea_TRA1,Wrong regulation,3176,
97c390a2-16e8-11e8-2249-001dd8b721ea_TRA2,Wrong regulation,3176,
853f372c-16e3-11e8-2249-001dd8b721ea_TRA1,Wrong regulation,3176,
cbe5e381-696e-11e8-2249-001dd8b721ea_TRA1,Heaps not shipped,738,
853f372c-16e3-11e8-2249-001dd8b721ea_TRA2,Wrong regulation,3176,
cbe5e381-696e-11e8-2249-001dd8b721ea_TRA2,Heaps not shipped,738,
54459760-4b29-11e9-2249-001dd8b721ea,Non-compliant documentation,2379,Other (operational) risks
222de076-4bb0-11e9-2249-001dd8b721ea,Wrong conditions,3015,Other (operational) risks
222de070-4bb0-11e9-2249-001dd8b721ea,Documents out of date,342,Other (operational) risks
098fb8a5-3d4e-11ec-60ce-001dd8b72a56,Wrong parameterization,3141,Other (operational) risks
78c91b30-82c3-11e9-2249-001dd8b721ea,Wrong/missing reactivation communication to CONSAP,3248,Financial Disclosure Risk (ex 262/2005)
f299db41-141c-11e9-2249-001dd8b721ea,Incorrect accounting,1078,Other (operational) risks
f608e6e2-f230-11e7-2249-001dd8b721ea,Incorrect assignment of risk status,1260,Financial Disclosure Risk (ex 262/2005)
71703010-f22c-11e7-2249-001dd8b721ea,Incorrect assignment of the risk status to the system,1261,Financial Disclosure Risk (ex 262/2005)
12d0ce2c-048f-11ea-6ab0-001dd8b72a56,Incorrect/failed settlement of the extinction,2057,Financial Disclosure Risk (ex 262/2005)
a49fb286-38dc-11e8-2249-001dd8b721ea,Failure to recognize the Entity's dues,640,Other (operational) risks
12d0ce27-048f-11ea-6ab0-001dd8b72a56,Incorrect/failed settlement of the extinction,2057,Financial Disclosure Risk (ex 262/2005)
d8df100b-2b1e-11e7-2688-00101818ed80,Facta checks not carried out,416,Other (operational) risks
2972a3d0-fc33-11e7-2249-001dd8b721ea,Incorrect determination of the amount to be paid,1499,Other (operational) risks
bce0eccb-af4d-11e8-2249-001dd8b721ea,Wrong manually charged fees,3119,Financial Disclosure Risk (ex 262/2005)
1c8a3df2-9040-11ea-1911-001dd8b72a55,Possible regulatory violation in terms of AML/CTF or countering the financing of terrorism,2513,Other (operational) risks
1279165b-906a-11ea-1911-001dd8b72a55,Possible regulatory violation in terms of AML/CTF or countering the financing of terrorism,2513,Other (operational) risks
7cb56605-cba7-11e8-2249-001dd8b721ea,Possible violation of restrictions on petroleum and petrochemical products,2523,Other (operational) risks
d9bd3b3a-9067-11ea-1911-001dd8b72a55,Possible regulatory violation in terms of AML/CTF or countering the financing of terrorism,2513,Other (operational) risks
4252fb30-7071-11e8-2249-001dd8b721ea,Possible violation of restrictions on petroleum and petrochemical products,2523,Other (operational) risks
a5bf3987-ef47-11e9-4b37-001dd8b72a50,Failure to align economic conditions for domestic guarantees,457,Other (operational) risks
7e1d700c-8f9c-11ea-6ab0-001dd8b72a56,Possible regulatory violation in terms of AML/CTF or countering the financing of terrorism,2513,Other (operational) risks
1c8a3e12-9040-11ea-1911-001dd8b72a55,Possible regulatory violation in terms of AML/CTF or countering the financing of terrorism,2513,Other (operational) risks
e4d693d3-6a4b-11e9-2249-001dd8b721ea,Bad communication,139,Other (operational) risks
1a806200-6a50-11e9-2249-001dd8b721ea,Anomalies not found,111,Other (operational) risks
1a8061f2-6a50-11e9-2249-001dd8b721ea,RFI not found,2628,Other (operational) risks
1a8061e4-6a50-11e9-2249-001dd8b721ea,Incorrect update,2006,Other (operational) risks
9ad1fa54-0406-11ec-60ce-001dd8b72a56,Confidentiality commitment not compliant with company policies in the Schuldschein area,204,Other (operational) risks
33d7def5-1784-11ec-43a8-001dd8b72a55,Mandate not compliant with company policies,2216,Other (operational) risks
a9fdcf15-5752-11eb-60ce-001dd8b72a56,Confidentiality commitment not compliant with company policies,203,Other (operational) risks
33d7def0-1784-11ec-43a8-001dd8b72a55,Mandate not compliant with company policies,2216,Other (operational) risks
21eab55f-bfc3-11eb-43a8-001dd8b72a55,Confidentiality commitment not compliant with company policies in the field of Advisory on ESG bonds,205,Other (operational) risks
171a3019-dfbc-11eb-275f-001dd8b72a50,Acquisition of consent did not take place in the Advisory area on ESG bonds,81,Other (operational) risks
1c15678e-ed20-11e6-2688-00101818ed80,Presence of blockages detected,2542,Other (operational) risks
871a6ca2-ed19-11e6-2688-00101818ed80,"The presenter is not the beneficial owner, incorrect signature, irregular check",2825,Other (operational) risks
d14fad85-9c2e-11ea-1911-001dd8b72a55,Check the correctness of the data in the system,187,Financial Disclosure Risk (ex 262/2005)
9d953250-9c0d-11ea-1911-001dd8b72a55,Inadequacy of the credit line,757,Other (operational) risks
e46dc3ad-a5af-11ea-1911-001dd8b72a55,Incorrect supply of regulation systems,1977,Financial Disclosure Risk (ex 262/2005)
e46dc3a3-a5af-11ea-1911-001dd8b72a55,Incorrect system power supply,1980,Financial Disclosure Risk (ex 262/2005)
d14fad99-9c2e-11ea-1911-001dd8b72a55,Incorrect correctness of the entered data,1395,Financial Disclosure Risk (ex 262/2005)
b7cc982d-9c35-11ea-1911-001dd8b72a55,Incorrect system power supply,1980,Financial Disclosure Risk (ex 262/2005)
0f206b50-7bfc-11eb-60ce-001dd8b72a56,Incorrect system adjustments,1978,Financial Disclosure Risk (ex 262/2005)
143a569b-0232-11eb-43a8-001dd8b72a55,Incorrect parameter calculation,1812,Other (operational) risks
cdafc4ad-9a36-11e8-2249-001dd8b721ea,Inconsistent data,993,Financial Disclosure Risk (ex 262/2005)
d625323e-9a3b-11e8-2249-001dd8b721ea,Errors in the issuing phase,381,Financial Disclosure Risk (ex 262/2005)
015471f0-d696-11e8-2249-001dd8b721ea,Incorrect accounting,1078,Other (operational) risks
2185a701-27f5-11eb-43a8-001dd8b72a55,Incorrect / incomplete data entry,1044,Other (operational) risks
15d75840-934d-11e9-2249-001dd8b721ea,Incorrect RWA calculation,1068,Financial Disclosure Risk (ex 262/2005)
15d75849-934d-11e9-2249-001dd8b721ea,Massive calculation not consistent with specifications,2221,Financial Disclosure Risk (ex 262/2005)
6228f747-9341-11e9-2249-001dd8b721ea,Massive calculation not consistent with specifications,2221,Financial Disclosure Risk (ex 262/2005)
e6ae19d6-e6fe-11e6-2688-00101818ed80,Incorrect system power supply,1980,Financial Disclosure Risk (ex 262/2005)
4fbc3104-8d0f-11e9-2249-001dd8b721ea,Incomplete data,841,Other (operational) risks
4fbc3101-8d0f-11e9-2249-001dd8b721ea,Incomplete data,841,Other (operational) risks
137b4f9a-38e7-11e9-2249-001dd8b721ea,Incorrect accounting,1078,Financial Disclosure Risk (ex 262/2005)
174f6630-38e0-11e9-2249-001dd8b721ea,Incorrect accounting,1078,Financial Disclosure Risk (ex 262/2005)
f99ddfdd-488b-11ec-60ce-001dd8b72a56,Incorrect determination of country risk,1489,Other (operational) risks
f99de059-488b-11ec-60ce-001dd8b72a56, Incorrect data entry in WL,20,Other (operational) risks
f9a29af2-488b-11ec-60ce-001dd8b72a56,Confidentiality commitment not compliant with company policies,203,Other (operational) risks
1c24fa1c-e816-11e8-2249-001dd8b721ea,Bad update,141,Other (operational) risks
5207fd27-02a7-11e9-2249-001dd8b721ea,Wrong census,2996,Other (operational) risks
1e007e06-14e0-11ea-6ab0-001dd8b72a56,Agreement not respected,92,Other (operational) risks
f5ba3b0c-76ab-11eb-43a8-001dd8b72a55,Incorrect application of the ICT risk management process within the perimeter projects,1244,Financial Disclosure Risk (ex 262/2005)
bc23f3aa-87c2-11eb-275f-001dd8b72a50,Incorrect application of the ICT risk management process within the perimeter projects,1244,Financial Disclosure Risk (ex 262/2005)
b7a44229-774b-11eb-43a8-001dd8b72a55,Incorrect application of the ICT risk management process within the perimeter projects,1244,Financial Disclosure Risk (ex 262/2005)
5d61f0f9-76b5-11eb-43a8-001dd8b72a55,Wrong/incorrect identification of the ICT risk analysis scope of application,3246,Financial Disclosure Risk (ex 262/2005)
5d61f0fb-76b5-11eb-43a8-001dd8b72a55,Wrong/incorrect identification of the scope of application of the ICT Cyber risk analysis,3247,Financial Disclosure Risk (ex 262/2005)
1c2802e9-92cc-11eb-43a8-001dd8b72a55,Incorrect application of the ICT risk management process within the perimeter projects,1244,Financial Disclosure Risk (ex 262/2005)
1c2802ec-92cc-11eb-43a8-001dd8b72a55,Incorrect application of the ICT Cyber risk management process within the perimeter projects,1243,Financial Disclosure Risk (ex 262/2005)
b60da398-9aa4-11e6-2688-00101818ed80,Failure to receive the requested information,638,Financial Disclosure Risk (ex 262/2005)
37163730-f4b9-11e8-2249-001dd8b721ea,Non-compliance with external regulations,2368,Financial Disclosure Risk (ex 262/2005)
c46234a7-9f4c-11e6-2688-00101818ed80,Incorrect data,1413,Financial Disclosure Risk (ex 262/2005)
e73bd8a9-9f5e-11e6-2688-00101818ed80,Incorrect accounting,1078,
c462348b-9f4c-11e6-2688-00101818ed80,Incorrect data,1413,Financial Disclosure Risk (ex 262/2005)
3716371e-f4b9-11e8-2249-001dd8b721ea,Incorrect simulation,1956,Financial Disclosure Risk (ex 262/2005)
37163723-f4b9-11e8-2249-001dd8b721ea,DTA/DTL estimation incorrect,250,Financial Disclosure Risk (ex 262/2005)
b60da3a3-9aa4-11e6-2688-00101818ed80,Incorrect valuation of work tools,2038,Financial Disclosure Risk (ex 262/2005)
b60da3a5-9aa4-11e6-2688-00101818ed80,Incorrect estimate of taxes for the period,1569,Financial Disclosure Risk (ex 262/2005)
0618cad1-a780-11e7-2249-001dd8b721ea,Wrong transposition of data in the «probability test» file,3199,Financial Disclosure Risk (ex 262/2005)
45ce89c2-f4bd-11e8-2249-001dd8b721ea,Transposition of data in excel / wrong reprocessing of data for test purposes,2840,Financial Disclosure Risk (ex 262/2005)
0618cab5-a780-11e7-2249-001dd8b721ea,Data on forecast deferred taxation incorrect and/or incomplete,288,Financial Disclosure Risk (ex 262/2005)
032dffe4-a1ce-11e6-2688-00101818ed80,Inconsistent reporting of financial statements with respect to tax results,1020,Financial Disclosure Risk (ex 262/2005)
111a5fd0-1520-11eb-275f-001dd8b72a50,Risk of lack of conditions for closure,2726,Legal and non-compliance
4d47eded-50be-11eb-275f-001dd8b72a50,Alternative and/or additional measures and procedures not respected,96,Legal and non-compliance
bf40d885-0a8b-11e8-2249-001dd8b721ea,"Risk that the documentation is not correct, complete and that the time limits for the enforcement of the guarantee have not been respected",2748,Other (operational) risks
23b68118-446c-11e8-2249-001dd8b721ea,Wrong manual loading,3117,Financial Disclosure Risk (ex 262/2005)
23b68107-446c-11e8-2249-001dd8b721ea,Incorrect accounting,1078,Financial Disclosure Risk (ex 262/2005)
23ccfc4c-163e-11e8-2249-001dd8b721ea,Incorrect or incomplete documentation,1762,Financial Disclosure Risk (ex 262/2005)
9b662a14-49f1-11e8-2249-001dd8b721ea,Incorrect or incomplete documentation,1762,Financial Disclosure Risk (ex 262/2005)
9a703002-6029-11e9-2249-001dd8b721ea,Incorrect management system update,1706,Financial Disclosure Risk (ex 262/2005)
04521eb0-4ddb-11ec-275f-001dd8b72a50,Unrecognized capital gains or losses,2875,Financial Disclosure Risk (ex 262/2005)
61754cc6-b518-11e8-2249-001dd8b721ea,Wrong location analysis,3111,Financial Disclosure Risk (ex 262/2005)
3122d942-d2ae-11e8-2249-001dd8b721ea,Incorrect location management,1698,Financial Disclosure Risk (ex 262/2005)
3cc1f3be-b513-11e8-2249-001dd8b721ea,Incomplete compilation of the proposal,837,Financial Disclosure Risk (ex 262/2005)
b87a7f50-c53f-11ec-275f-001dd8b72a50,Manual entry error,2218,Financial Disclosure Risk (ex 262/2005)
821410e2-f091-11ec-43a8-001dd8b72a55,Failure or delay in assigning managers to positions,430,Financial Disclosure Risk (ex 262/2005)
89de38d2-2258-11ea-4b37-001dd8b72a50,Failure or delay in taking charge of the position,432,Financial Disclosure Risk (ex 262/2005)
ed42dcac-12a4-11ea-6ab0-001dd8b72a56,Incomplete assignment of positions,829,Financial Disclosure Risk (ex 262/2005)
ed42dcc5-12a4-11ea-6ab0-001dd8b72a56,Failure or delay in assigning managers to positions,430,Financial Disclosure Risk (ex 262/2005)
f34383e3-499e-11ea-4b37-001dd8b72a50,Miscommunications,2259,Other (operational) risks
b92aad71-a639-11ea-4b37-001dd8b72a50,Incomplete data upload,853,Other (operational) risks
b91e9faa-a639-11ea-4b37-001dd8b72a50,Incomplete transmission of reports,930,Other (operational) risks
04fe9b6a-473e-11e9-2249-001dd8b721ea,Incorrect data entry into the system,1434,Financial Disclosure Risk (ex 262/2005)
be5c939a-b2ab-11e8-2249-001dd8b721ea,Incomplete compilation of the proposal,837,Other (operational) risks
016ef08b-646e-11eb-275f-001dd8b72a50,Possible incorrect calculation of the commission amount,2494,Financial Disclosure Risk (ex 262/2005)
5bb09cd1-88a3-11eb-275f-001dd8b72a50,Possible lack of processing practices,2508,Other (operational) risks
52376e01-617e-11eb-275f-001dd8b72a50,Incorrect pass to loss,1814,Financial Disclosure Risk (ex 262/2005)
fa602ccc-652e-11eb-275f-001dd8b72a50,Wrong transaction accounting,3196,Financial Disclosure Risk (ex 262/2005)
7200f0f4-6159-11eb-275f-001dd8b72a50,Wrong management position,3113,Other (operational) risks
bd329495-b7be-11eb-43a8-001dd8b72a55,Unattended segregation measures,2844,Legal and non-compliance
123530e9-46a7-11ea-4b37-001dd8b72a50,Failure to send within the terms established by law,672,Other (operational) risks
f5ca97b8-46a3-11ea-4b37-001dd8b72a50,"Inconsistency of information transmitted externally (e.g. Authorities, Customers, Media, etc.)",970,Other (operational) risks
bc598c30-2550-11ed-7f82-001dd8b72a50,Incorrect feeding of accounting systems,1597,
53ce7889-9301-11e7-2249-001dd8b721ea,Incorrect feeding of accounting systems,1597,Financial Disclosure Risk (ex 262/2005)
90d7179f-42fb-11e8-2249-001dd8b721ea,Accounting system power failure,76,Financial Disclosure Risk (ex 262/2005)
90d7179b-42fb-11e8-2249-001dd8b721ea,Accounting system power failure,76,Financial Disclosure Risk (ex 262/2005)
90d7179d-42fb-11e8-2249-001dd8b721ea,Accounting system power failure,76,Financial Disclosure Risk (ex 262/2005)
28461db7-e1a4-11e8-2249-001dd8b721ea,Failure/delay in the alignment of the legal status with possible effects on the application of non-interest bearing rates,704,Financial Disclosure Risk (ex 262/2005)
64957840-9d81-11e9-2249-001dd8b721ea,Possible lack of Alert management,2506,Financial Disclosure Risk (ex 262/2005)
6495782a-9d81-11e9-2249-001dd8b721ea,Possible lack of Alert management,2506,Financial Disclosure Risk (ex 262/2005)
64957818-9d81-11e9-2249-001dd8b721ea,Possible lack of Alert management,2506,Financial Disclosure Risk (ex 262/2005)
72228370-6aed-11eb-275f-001dd8b72a50,Failure to evaluate the Business Continuity and Disaster Recovery Plans of all critical suppliers for business continuity purposes,560,Other (operational) risks
a47eb3c2-d6ae-11e7-2249-001dd8b721ea,Incorrect data entry,1428,Other (operational) risks
8f3d75ba-bc09-11ec-275f-001dd8b72a50,Incorrect/failed to register data in the system,2058,Financial Disclosure Risk (ex 262/2005)
23540994-48a0-11ec-60ce-001dd8b72a56,Incorrect/failed to register data in the system,2058,Financial Disclosure Risk (ex 262/2005)
a78b6ac4-1770-11eb-43a8-001dd8b72a55,Incorrect or incomplete data,1750,Financial Disclosure Risk (ex 262/2005)
f14a7179-0955-11eb-275f-001dd8b72a50,Incorrect or incomplete data,1750,Financial Disclosure Risk (ex 262/2005)
f369cc81-405f-11eb-43a8-001dd8b72a55,Incorrectness and incompleteness of the forcings,2106,Financial Disclosure Risk (ex 262/2005)
f14a7190-0955-11eb-275f-001dd8b72a50,Incorrect data reception,1460,Financial Disclosure Risk (ex 262/2005)
17525910-1774-11eb-43a8-001dd8b72a55,Incorrect or incomplete data,1750,Financial Disclosure Risk (ex 262/2005)
fb9699c0-f3a0-11eb-60ce-001dd8b72a56,Incompleteness of data,947,Other (operational) risks
fb990ac1-f3a0-11eb-60ce-001dd8b72a56,Reply not forwarded,2655,Other (operational) risks
214bb290-b193-11eb-43a8-001dd8b72a55,Incorrect data,1413,Other (operational) risks
5d99aec6-f043-11eb-275f-001dd8b72a50,Control objectives not adequate to ensure regulatory compliance,220,Other (operational) risks
c5b38d59-b489-11eb-60ce-001dd8b72a56,Failure to implement the organizational and procedural changes aimed at guaranteeing the correct monitoring of non-compliance risks,581,Other (operational) risks
a6e4af49-e3ff-11e7-2249-001dd8b721ea,Incorrect classification of the technical form of guarantee,1355,Financial Disclosure Risk (ex 262/2005)
bada6fc8-fefd-11ea-275f-001dd8b72a50,Incorrect financial data,1607,Financial Disclosure Risk (ex 262/2005)
6d1853e5-0737-11ed-2a4f-001dd8b72a55,Report data inconsistent with the data present in the summary systems,2657,Other (operational) risks
bada6fdc-fefd-11ea-275f-001dd8b72a50,Incorrect calculation of commissions,1288,Financial Disclosure Risk (ex 262/2005)
c1a9401a-c717-11e8-2249-001dd8b721ea,Non-settlement of incoming transactions,2396,Other (operational) risks
79bb47d2-cc8a-11e8-2249-001dd8b721ea,Incorrect or non-recognition of the securities on the pertinent deposits,1805,Other (operational) risks
c8172228-c715-11e8-2249-001dd8b721ea,Non-settlement of outgoing transactions,2397,Other (operational) risks
3b10a8f0-cc8e-11e8-2249-001dd8b721ea,Incorrect setting of the outgoing title transfer operation,1938,Other (operational) risks
04722027-46a2-11e1-714a-002655d352c9,Wrong entry,3060,Financial Disclosure Risk (ex 262/2005)
52ef7757-6fb1-11e8-2249-001dd8b721ea,Underlying non-existence,2862,Other (operational) risks
939fe1e6-b7e6-11e8-2249-001dd8b721ea,Operation not permitted,2426,Other (operational) risks
7c08c84b-c22c-11e8-2249-001dd8b721ea,Operations not permitted,2436,Other (operational) risks
146c1f30-b2f5-11e5-2688-00101818ed80,Incorrect position perimeter,1838,Financial Disclosure Risk (ex 262/2005)
bdef90ae-b3b3-11e5-2688-00101818ed80,Incorrect revaluation flows and/or not in line with the market,1931,Financial Disclosure Risk (ex 262/2005)
81b65a1f-b52f-11e5-2688-00101818ed80,Processing errors,2611,Financial Disclosure Risk (ex 262/2005)
86d13231-335e-11e9-2249-001dd8b721ea,Missing documentation or incorrect information,2302,Other (operational) risks
bc6e5fd0-4b14-11e9-2249-001dd8b721ea,Incomplete documentation,856,Other (operational) risks
86d13246-335e-11e9-2249-001dd8b721ea,Non-compliant documents,2380,Other (operational) risks
86d13237-335e-11e9-2249-001dd8b721ea,Non-compliant documentation,2379,Other (operational) risks
72ae6133-3f38-11e9-2249-001dd8b721ea,Incorrect DDS,1054,Other (operational) risks
72ae6126-3f38-11e9-2249-001dd8b721ea,Incorrect publication,1881,Other (operational) risks
72ae613f-3f38-11e9-2249-001dd8b721ea,Wrong contract,3019,Other (operational) risks
86d13240-335e-11e9-2249-001dd8b721ea,Incorrect information,1645,Other (operational) risks
c9e12140-1e9e-11e7-2688-00101818ed80,Failure to send transactions to FO systems,671,Financial Disclosure Risk (ex 262/2005)
05f39ba0-b8ea-11e9-4b37-001dd8b72a50,No or incorrect rate or currency correction,2350,Financial Disclosure Risk (ex 262/2005)
ca5abe05-1e9e-11e7-2688-00101818ed80,Incorrect association of the reference repo rate,1263,Financial Disclosure Risk (ex 262/2005)
ca835489-1e9e-11e7-2688-00101818ed80,Failure to send transactions to BO systems,670,Financial Disclosure Risk (ex 262/2005)
e23bac20-9ca1-11e9-2249-001dd8b721ea,Failure to adjust the REPO Basket proposal,455,Other (operational) risks
e23bac37-9ca1-11e9-2249-001dd8b721ea,Failure to perform the equalization operation,620,Financial Disclosure Risk (ex 262/2005)
1a2291bd-de04-11ea-1911-001dd8b72a55,Incomplete or incorrect documentation,887,Other (operational) risks
