controlGUID,controlCategory,control,controlID,controlType
89de38d0-2258-11ea-4b37-001dd8b72a50,Operational,Verify complete acceptance,2293,Manual
ed42dcaf-12a4-11ea-6ab0-001dd8b72a56,Operational,Verify complete assignment,2298,Manual
ed42dcca-12a4-11ea-6ab0-001dd8b72a56,Operational,Verify complete assignment,2298,Manual
b6f22506-1a80-11ea-6ab0-001dd8b72a56,Operational,Supervise the correct sending of communications,2111,Semi-automatic
6cfbd9a2-a63a-11ea-4b37-001dd8b72a50,Other,Verify that the system is fully loaded,2870,Semi-automatic
6cfbd9c7-a63a-11ea-4b37-001dd8b72a50,Other,Check your submissions,1742,Semi-automatic
04fe9b71-473e-11e9-2249-001dd8b721ea,Operational,Verify correct registration in the system,2488,Manual
be5c939d-b2ab-11e8-2249-001dd8b721ea,Professional,Check completeness of documentation,373,Manual
016ef080-646e-11eb-275f-001dd8b72a50,Other,Check the proformas of the individual lots,1548,Manual
5bb09cc0-88a3-11eb-275f-001dd8b72a50,Other,Check for any missing machining,527,Semi-automatic
52376df0-617e-11eb-275f-001dd8b72a50,Other,Check the massive module,1493,Manual
fa602cc2-652e-11eb-275f-001dd8b72a50,Operational,Verify the correct accounting of the operation,3168,Manual
7200f0e0-6159-11eb-275f-001dd8b72a50,Other,Check for any deviations,514,Manual
bd329490-b7be-11eb-43a8-001dd8b72a55,Other,Check that you have filled in the checklist correctly,861,empty
123530f0-46a7-11ea-4b37-001dd8b72a50,Operational,Ensure compliance with the reporting deadlines established by law,1794,empty
f5ca97bd-46a3-11ea-4b37-001dd8b72a50,Operational,Verify the consistency of the information sent outwards,3118,empty
7a42d8d9-2e86-11ed-7f82-001dd8b72a50,Other, Check that the systems are powered correctly,14,
53ce7872-9301-11e7-2249-001dd8b721ea,Operational,Check that the systems are powered correctly,853,Semi-automatic
595dff12-9254-11e7-2249-001dd8b721ea,Operational,Monitor the status of scheduled activities,1970,Semi-automatic
c1f0bdf0-9248-11e7-2249-001dd8b721ea,Operational,Check the status of the deal and the settlement instructions,1654,Manual
595dff28-9254-11e7-2249-001dd8b721ea,Operational,Check the reason for the failure to send,1562,Manual
f250c1b4-44ab-11e0-23ac-00505682243b,Other,Check the assigned price,943,
f3274bc0-44ab-11e0-23ac-00505682243b,Other,Verify the correct insertion of the unwinding operations detected,3411,
f2bc06ad-44ab-11e0-23ac-00505682243b,Other,Verify the completeness of the acquired data,3040,
28461dab-e1a4-11e8-2249-001dd8b721ea,Other,Verify timely and correct update of the legal status,4043,Manual
64957832-9d81-11e9-2249-001dd8b721ea,Other,Validate possible shutdown alert,2152,Manual
64957820-9d81-11e9-2249-001dd8b721ea,Other,Validate possible shutdown alert,2152,Manual
64957810-9d81-11e9-2249-001dd8b721ea,Other,Validate possible shutdown alert,2152,Manual
7224f471-6aed-11eb-275f-001dd8b72a50,Operational,Verify that you have evaluated the Business Continuity and Disaster Recovery Plans of all critical suppliers for business continuity purposes,2891,empty
a47eb3bd-d6ae-11e7-2249-001dd8b721ea,Operational,Receive the pending current account and debit the customer current account or manage the pending,2058,Manual
b14c3076-44b3-11e0-23ac-00505682243b,Other,Verify the correct entry of market data,3347,
9eb5d8e8-44b2-11e0-23ac-00505682243b,Other,Monitor flow between Front system and evaluation system,1912,
9eb5d8f3-44b2-11e0-23ac-00505682243b,Other,Check the calculation of Fair Value,951,
9eb5d8e6-44b2-11e0-23ac-00505682243b,Other,Verify the correct determination of the correlation,3328,
9eb5d8fc-44b2-11e0-23ac-00505682243b,Other,Verify the completeness of the acquired data,3040,
b14c307b-44b3-11e0-23ac-00505682243b,Other,Verify the correct insertion of the unwinding operations detected,3411,
9eb5d906-44b2-11e0-23ac-00505682243b,Other,Verify the correct calculation of the Base Correlation,3256,
eea5f070-bc0a-11ec-275f-001dd8b72a50,Operational,Check the correctness and completeness of the covenants entered in the system,1222,Manual
fef546d8-489f-11ec-60ce-001dd8b72a56,Operational,Check the correctness and completeness of the loan data entered in the system,1230,Manual
17525922-1774-11eb-43a8-001dd8b72a55,Other,Verify calculation correctness and consistency,2285,Manual
f14a717c-0955-11eb-275f-001dd8b72a50,Other,Verify calculation correctness and consistency,2285,Manual
815b1cc5-4052-11eb-43a8-001dd8b72a55,Other,Check forcing,640,Manual
f14a7193-0955-11eb-275f-001dd8b72a50,Other,Check data completeness,432,Semi-automatic
17525930-1774-11eb-43a8-001dd8b72a55,Other,Verify calculation correctness and consistency,2285,Manual
f15fedb0-f393-11eb-60ce-001dd8b72a56,Other,Verify the completeness and truthfulness of the data,3038,empty
3802e490-f3a1-11eb-60ce-001dd8b72a56,Other,Check that the response has been forwarded to the MEF,845,empty
d1f1abf0-b192-11eb-43a8-001dd8b72a55,Other,Verify the correctness of what was delivered,3809,empty
58c2caa9-6381-11e5-2688-00101818ed80,Other,Verify the correct definition of the agreement,3321,
ede836e3-8f90-11e6-2688-00101818ed80,Other,Check the consistency of the invoices received,1114,
73d86bbc-8f8e-11e6-2688-00101818ed80,Other,Verify consistency with the annual estimates,2382,
73d86bcd-8f8e-11e6-2688-00101818ed80,Other,Verify the consistency between invoices and the amounts accounted for,3082,
5d99aec0-f043-11eb-275f-001dd8b72a50,Operational,Verify the adequacy of the control objective to ensure regulatory compliance,2938,empty
c5b38d54-b489-11eb-60ce-001dd8b72a56,Operational,Verify the correct implementation of organizational and procedural changes,3396,empty
a6e4af45-e3ff-11e7-2249-001dd8b721ea,Other,Verify the correct fiduciary framework of the active guarantee,3382,Manual
bc12c892-fefd-11ea-275f-001dd8b72a50,Other,Validate deals,2149,Manual
050a2f70-0738-11ed-2a4f-001dd8b72a55,Other,Check the consistency of the data relating to retrocessions to the networks,1101,Manual
bc212073-fefd-11ea-275f-001dd8b72a50,Other,Check commission calculation,369,Manual
c1a94021-c717-11e8-2249-001dd8b721ea,Other,Verify the effective regulation of the operation,3864,Manual
79bb47d7-cc8a-11e8-2249-001dd8b721ea,Other,Verify the exact execution of the securities loading on the pertinent deposit,3875,empty
c817222f-c715-11e8-2249-001dd8b721ea,Other,Verify the effective regulation of the operation,3864,Manual
3b10a8f5-cc8e-11e8-2249-001dd8b721ea,Other,Check the exact setting of the securities download from the pertinent deposit,1428,empty
d7977464-d5ca-11ec-275f-001dd8b72a50,Operational,Validate the operation,2164,Manual
22bc5c59-fc5c-11e7-2249-001dd8b721ea,Other,Verify the existence and characteristics of the underlying to be hedged,3879,empty
939fe1e1-b7e6-11e8-2249-001dd8b721ea,Other,Monitor the operations carried out by the supervisee in financial instruments of OTC Derivatives,1951,empty
7c08c841-c22c-11e8-2249-001dd8b721ea,Other,Monitor the operations carried out by the supervisee in financial instruments of OTC Derivatives,1951,empty
6385ebcd-d515-11e7-2249-001dd8b721ea,Other,Verify data acquisition,2557,Semi-automatic
b3fe740f-d510-11e7-2249-001dd8b721ea,Other,Check data completeness and consistency,433,Semi-automatic
b3fe7427-d510-11e7-2249-001dd8b721ea,Other,Check for error logs,564,Semi-automatic
61107d42-3358-11e9-2249-001dd8b721ea,Other,Check documentation,460,empty
61107d56-3358-11e9-2249-001dd8b721ea,Other,Check published documentation,726,empty
61107d46-3358-11e9-2249-001dd8b721ea,Other,Check published documentation,726,Semi-automatic
61107d4b-3358-11e9-2249-001dd8b721ea,Other,Certify the documentation produced,267,empty
61107d4e-3358-11e9-2249-001dd8b721ea,Other,Verify and approve the documentation to be published,2241,empty
48aa374e-3f27-11e9-2249-001dd8b721ea,Other,Verify correct publication,2485,empty
72ae612c-3f38-11e9-2249-001dd8b721ea,Other,Verify the correctness of the contractual DDS in production,3650,empty
72ae613a-3f38-11e9-2249-001dd8b721ea,Other,Verify the correctness of the contract in production,3649,empty
61107d52-3358-11e9-2249-001dd8b721ea,Other,Check documentation,460,empty
b1bc9e91-1eb2-11e7-2688-00101818ed80,Other,Verify submission to systems,2738,Automatic
05f39ba3-b8ea-11e9-4b37-001dd8b72a50,Other,Check for regular rate or currency correction,594,Semi-automatic
b1bc9e84-1eb2-11e7-2688-00101818ed80,Other,Check aggregated operations detail,314,Manual
b1bc9ea1-1eb2-11e7-2688-00101818ed80,Other,Verify submission to accounting systems,2737,Automatic
e23bac25-9ca1-11e9-2249-001dd8b721ea,Other,Monitor and adjust REPO Basket Proposal,1894,Semi-automatic
e23bac3a-9ca1-11e9-2249-001dd8b721ea,Other,Verify the correct balancing of the operations,3254,Manual
de15060e-ddaa-11ea-4b37-001dd8b72a50,Other, Check the completeness of the documentation and instructions assigned,16,empty
de150627-ddaa-11ea-4b37-001dd8b72a50,Other,Check the completeness of the documentation and instructions assigned,1033,Manual
de15061f-ddaa-11ea-4b37-001dd8b72a50,Other,Manage the instructions contained in the dispositive email,1883,empty
16117a5f-d387-11e8-2249-001dd8b721ea,Other,Check the correct update of the application,1214,empty
d18e6b60-d799-11e8-2249-001dd8b721ea,Other,Verify the correct formalization of the Control Card,3383,empty
1e368244-d385-11e8-2249-001dd8b721ea,Other,Verify the correctness of the Circular prepared,3577,Semi-automatic
16117a79-d387-11e8-2249-001dd8b721ea,Other,Perform post-release checks,2014,empty
3dfeb886-bb76-11ea-1911-001dd8b72a55,Other,Verify the successful acquisition/release of the final concordance opinion,4023,Semi-automatic
92106c0c-8d19-11ea-6ab0-001dd8b72a56,Operational,Reconcile positions,2066,Semi-automatic
34c338c6-8d54-11ea-1911-001dd8b72a55,Operational,Reconcile positions,2066,Semi-automatic
1813bf30-489f-11ec-60ce-001dd8b72a56,Professional,Check the consistency of the values entered in the system [,1129,Semi-automatic
c328ce25-4952-11ec-60ce-001dd8b72a56,Professional,Verify exact reclassification of balance sheet data,2606,Manual
77c003ab-bbc7-11ea-1911-001dd8b72a55,Other, Verify correct and complete receipt,23,Semi-automatic
07c15ad6-ce05-11e7-2249-001dd8b721ea,Other,Check the correctness of the prices of the contributed titles,1293,Semi-automatic
07c15ac8-ce05-11e7-2249-001dd8b721ea,Other,Verify the correct and complete loading of the prices,3224,Semi-automatic
e96edaa6-cdf4-11e7-2249-001dd8b721ea,Other,Verify successful completion of the data flow sent,2741,Semi-automatic
eceadcd4-ce06-11e7-2249-001dd8b721ea,Other,Verify the complete sending of the data,3008,Semi-automatic
eceadcc6-ce06-11e7-2249-001dd8b721ea,Other,Check for invalid titles,576,Automatic
81e01e66-ce00-11e7-2249-001dd8b721ea,Other,Verify that the upload is complete,2879,Semi-automatic
e96eda8a-cdf4-11e7-2249-001dd8b721ea,Other,Verify acquisition of open positions from position keeping systems,2228,Automatic
81e01e47-ce00-11e7-2249-001dd8b721ea,Other,Verify correct acquisition of prices from infoproviders,2402,Automatic
07c15aec-ce05-11e7-2249-001dd8b721ea,Other,Verify the correctness of the prices of non-contributed securities,3768,Semi-automatic
42242df3-d0a5-11ea-4b37-001dd8b72a50,Other,Verify the formal correctness of the Management Risk Status,3897,Manual
a18584b4-46ad-11ea-4b37-001dd8b72a50,Operational,Verify the correct reporting of Legal Entities,3472,empty
cd6d494d-9e5d-11ea-4b37-001dd8b72a50,Other,Verify consistency between disclosure and regulation Group guidelines and principles,2366,Manual
cd6d4950-9e5d-11ea-4b37-001dd8b72a50,Other,Verify data correspondence within the disclosure,2563,Manual
f6d82922-9e5d-11ea-4b37-001dd8b72a50,Other,Check the information correspondence prepared with the documentation received and internal evidence,1458,Manual
01662657-d344-11ea-4b37-001dd8b72a50,Other,"Verify the transposition in the comments, tables and graphs of the feedback received",4033,Manual
a3e99b24-99a9-11ea-6ab0-001dd8b72a56,Other,Check the consistency of the int and est rating table and credit risk file,1113,Manual
53028fe8-d5d4-11e8-2249-001dd8b721ea,Other,Check the declaration received and communicate any need for improvement,1380,Manual
5e5a4b92-07ab-11eb-275f-001dd8b72a50,Other,Ensure that the deduction amount has been processed,1799,Semi-automatic
16710ea4-5cca-11ec-275f-001dd8b72a50,Professional,Check the transfer amount and PAV,1684,Semi-automatic
0d0d16b4-5ccf-11ec-275f-001dd8b72a50,Professional,Check monthly payment amounts,690,Semi-automatic
643bb3f4-5cd0-11ec-275f-001dd8b72a50,Professional,Check documentation supporting the payment order,465,Manual
caa3d944-5cbe-11ec-275f-001dd8b72a50,Professional,Verify the amount of the transfer to Equitalia,2948,Manual
50fbde56-5cc1-11ec-275f-001dd8b72a50,Professional,Check payment and withholdings,709,Semi-automatic
aff43214-c422-11ea-1911-001dd8b72a55,Other,Verify the correct conclusion of the Parallel Running evidence,3302,Manual
1dc42c19-c41e-11ea-1911-001dd8b72a55,Other,Check the evidence found in Parallel Running,1425,Manual
9d426c80-1c69-11e8-2249-001dd8b721ea,Other,Supervise the processing of documents,2114,Semi-automatic
dbbbdcba-1761-11ea-4b37-001dd8b72a50,Other,Check the correct entry of data in the procedure,1181,Manual
c7ac73ce-0f8b-11ea-6ab0-001dd8b72a56,Other,Check the correct processing of the calculation process,1207,Semi-automatic
c7ac73a2-0f8b-11ea-6ab0-001dd8b72a56,Other,Verify the correct and complete management of the technical process,3225,Semi-automatic
5f89ced0-1026-11ea-6ab0-001dd8b72a56,Other,Verify proper MPor loading,2671,Semi-automatic
a6af5d09-3d06-11ea-1911-001dd8b72a55,Other,Validate the strategy,2172,Manual
7f16e9ae-3cfa-11ea-1911-001dd8b72a55,Other,Check credit line capacity,416,Manual
26bcb7f2-69c4-11ea-1911-001dd8b72a55,Other,Check the deal in the system,1379,Manual
7f16e990-3cfa-11ea-1911-001dd8b72a55,Other,Tick the data uploaded to the system,2135,Manual
e2b4aad3-1ad5-11ec-43a8-001dd8b72a55,Other,Carry out checks on the income statement,156,Manual
6614cbe4-9e1a-11ec-275f-001dd8b72a50,Other,Verify correct accounting,2390,Manual
e2926232-a500-11ec-275f-001dd8b72a50,Other,Verify the forwarding of all appeals received from the client,3906,Manual
34b35dd3-b51d-11e9-6ab0-001dd8b72a56,Other,Replicate the calculation developed by the Servicer,2078,Manual
2e62d41b-1969-11e9-2249-001dd8b721ea,Other,Check whether the conditions are met for the reporting of a crime prosecutable ex officio by a public service officer,1736,Manual
a005da50-39b6-11e9-2249-001dd8b721ea,Other,Verify correct transfer of funds,2498,Manual
749e2e14-7f68-11e8-2249-001dd8b721ea,Other,Monitor the operations carried out by the supervisee in financial instruments or investment services,1952,empty
90bda972-2404-11eb-60ce-001dd8b72a56,Other,Periodically check the correct assignment of security codes,2024,empty
e64d00b8-6cb4-11e9-2249-001dd8b721ea,Other,Periodically check the correct assignment of security codes,2024,empty
51bcca9e-284e-11ec-60ce-001dd8b72a56,Other,Periodically check the correct assignment of security codes,2024,empty
98e826f2-283d-11ec-60ce-001dd8b72a56,Other,Periodically check the correct assignment of security codes,2024,empty
22fe8d4a-b9a9-11e9-4b37-001dd8b72a50,Professional,Carry out all compliances on buyers,132,Manual
982bbff0-ade9-11e9-6ab0-001dd8b72a56,Other,Ascertain the correctness of the payment of the installments to the Entity,91,Manual
b0dbe991-514b-11e9-2249-001dd8b721ea,Other,Verify the correctness of the documentation received from the Branch,3695,Manual
b0dbe970-514b-11e9-2249-001dd8b721ea,Other,Check the content of the Loan Granting Preliminary Report,1131,Manual
4adb9461-513d-11e9-2249-001dd8b721ea,Other,Check the content of the loan application,1132,Manual
f006879e-ad41-11e9-6ab0-001dd8b72a56,Other,Reconcile the extracted managerial data with the accounting data,2070,Semi-automatic
7af0287a-3c24-11ea-4b37-001dd8b72a50,Other,Verify analytical flows of quadrature,2239,Manual
2c48bc89-150b-11eb-43a8-001dd8b72a55,Other,Check the correctness/completeness of the securities master data.,1309,Manual
7af02894-3c24-11ea-4b37-001dd8b72a50,Other,Verify correctness of service report,2540,Manual
f439014c-ac5e-11e8-2249-001dd8b721ea,Operational,Verify the correct entry into the system of the data useful for registering the subcontracting,3343,empty
f4390168-ac5e-11e8-2249-001dd8b721ea,Operational,Verify the correct entry into the system of the data useful for registering the subcontracting,3343,empty
b385f4e6-3ae2-11e7-2688-00101818ed80,Other,Check the correctness of the confirmation and carry out a first and second level signature,1253,Manual
fa7b9d81-3ae0-11e7-2688-00101818ed80,Other,Check the need to send and the content of the confirmation and make any additions/modifications,1502,Manual
252dea12-3ae4-11e7-2688-00101818ed80,Other,Verify successful completion of the transmission of the confirmation,2743,Manual
d2edc14c-3ae8-11e7-2688-00101818ed80,Other,Verify send confirmation,2727,Manual
d529206a-aacd-11e8-2249-001dd8b721ea,Other,Verify correct updating of regulatory limits,2510,Manual
3ee2fdf8-c334-11e9-4b37-001dd8b72a50,Other,Verify the consistency of the calculated regulatory risk measures,3102,Manual
d529207b-aacd-11e8-2249-001dd8b721ea,Other,Verify corrective actions,2515,Manual
03590631-4d80-11ea-4b37-001dd8b72a50,Professional,Verify the contents and correctness of the information,3140,Semi-automatic
73a8659a-a95d-11ea-1911-001dd8b72a55,Other,Check the data to upload,1372,Semi-automatic
0359063c-4d80-11ea-4b37-001dd8b72a50,Professional,"Verify the correctness, completeness and adequacy of the expense",3810,Semi-automatic
ff542db3-4803-11ea-6ab0-001dd8b72a56,Other,Check the activation request,900,Semi-automatic
74ffa9b1-0a7e-11e9-2249-001dd8b721ea,Other,Verify the information received from the Foreign Banks,3915,Manual
255050ec-09b2-11e9-2249-001dd8b721ea,Other,Verify the consistency of the reporting flow in Additional Liquidity Monitoring Metrics ITS EBA format and carry out performance checks,3130,Semi-automatic
6dc2b3ae-09c3-11e9-2249-001dd8b721ea,Other,Check for new product updates,581,Manual
51cfbde0-eca8-11e8-2249-001dd8b721ea,Other,Analyze the variations and check the performance trend,80,Semi-automatic
3b102967-09bb-11e9-2249-001dd8b721ea,Other,Check the flows received,1452,Manual
c903f791-ed7f-11e8-2249-001dd8b721ea,Other,Check for new product updates,581,Manual
51cfbdc5-eca8-11e8-2249-001dd8b721ea,Other,Check update of new products,1726,Manual
74ffa9c5-0a7e-11e9-2249-001dd8b721ea,Other,Check FVOCI report,282,Manual
e607174e-76ea-11e9-2249-001dd8b721ea,Other,Check new product update by weekly reporting,695,Manual
e6071740-76ea-11e9-2249-001dd8b721ea,Other,Verify the consistency of the Additional Liquidity Monitoring Metrics reporting flow and carry out performance checks,3090,Semi-automatic
9d1b64f4-eca4-11e8-2249-001dd8b721ea,Other,Check the flows received,1452,Manual
974e32ba-0760-11e9-2249-001dd8b721ea,Other,Verify the consistency of the Liquidity Coverage Ratio reporting flow in ITS EBA format and carry out performance checks,3096,Semi-automatic
3a98fa57-0a7b-11e9-2249-001dd8b721ea,Other,Verify correctness of report,2539,Manual
62311cb2-ed81-11e8-2249-001dd8b721ea,Other,Analyze the variations and check the performance trend,80,Semi-automatic
6dc2b3c5-09c3-11e9-2249-001dd8b721ea,Other,Analyze the variations and check the performance trend,80,Semi-automatic
c903f77a-ed7f-11e8-2249-001dd8b721ea,Other,Check the flows received,1452,Manual
58add6b0-29b1-11eb-275f-001dd8b72a50,Other,Alert monitoring,37,empty
f2951cb2-12d3-11eb-60ce-001dd8b72a56,Other, Verify that the reassigned alerts/cases have been processed,26,empty
269d1cd5-1ea4-11e7-2688-00101818ed80,Other,Check consistency of received data,387,empty
269d1cde-1ea4-11e7-2688-00101818ed80,Other,Perform end-of-day audits,2012,empty
2253e8ed-6b8c-11eb-60ce-001dd8b72a56,Other,Verify that the journal entries are correct,2835,Semi-automatic
596f2826-be20-11eb-60ce-001dd8b72a56,Other,Check the completeness of the analysis performed,1023,Semi-automatic
2253e8e7-6b8c-11eb-60ce-001dd8b72a56,Other,Verify the balance of data between legacy and accounting,2960,Semi-automatic
5a5c52ba-4dfc-11ec-60ce-001dd8b72a56,Other,"Verify the monthly trend of the economic and, where possible, balance sheet items, by carrying out performance checks",3929,Semi-automatic
5a5c52b6-4dfc-11ec-60ce-001dd8b72a56,Other,Verify the absence of anomalous data in the input of the accounting system by performing the standard checks,2914,Semi-automatic
ff132b7a-1b66-11e7-2688-00101818ed80,Other,Verify the conformity of the signature affixed by the customer,3067,empty
ff132b71-1b66-11e7-2688-00101818ed80,Other,Check that the data matches,809,empty
31c5c884-558c-11eb-43a8-001dd8b72a55,Other,Verify complete supply of the Limited Information List and/or the Insider List,2304,empty
2d237dde-731c-11e9-2249-001dd8b721ea,Other,Verify the correct integration of the report,3413,empty
2d237dea-731c-11e9-2249-001dd8b721ea,Other,Check the conditions for inclusion in the Limited Information List or Insider List,1073,empty
2d237de7-731c-11e9-2249-001dd8b721ea,Other,Check the sensitivity of the signal,1633,empty
2d9133d2-731c-11e9-2249-001dd8b721ea,Other,Check reports,736,empty
2d9133d8-731c-11e9-2249-001dd8b721ea,Other,Check the conditions for inclusion in the Limited Information List or Insider List,1073,empty
2d9133cc-731c-11e9-2249-001dd8b721ea,Other,Check the sensitivity of the signal,1633,empty
270cf8d4-93b4-11eb-60ce-001dd8b72a56,Other,Verify that you have completed the checklist,2885,empty
2d9133c6-731c-11e9-2249-001dd8b721ea,Other,Verify and Validate the updates of the Sensitive Situation,2240,empty
43f53750-939b-11eb-275f-001dd8b72a50,Other,Check that you have filled in the checklist correctly,861,empty
72221bde-ee5c-11e8-2249-001dd8b721ea,Other,Verify the correct generation of Asset Encumbrance entries,3389,Manual
2130e404-1af6-11e9-2249-001dd8b721ea,Other,Verify the consistency and formal correctness of data relating to covered bonds,3081,Manual
3937bf00-cea1-11e6-2688-00101818ed80,Other,Check the completeness and correctness of the data,1002,Manual
c8c8e5f1-ce9f-11e6-2688-00101818ed80,Other,Check the complete and correct loading of the data,988,Semi-automatic
3bc1fdc8-b39c-11e9-6ab0-001dd8b72a56,Other,Verify the complete fulfillment of the reliefs,3005,Semi-automatic
72221bc5-ee5c-11e8-2249-001dd8b721ea,Other,Check the completeness of the received data,1055,Semi-automatic
c8c8e61b-ce9f-11e6-2688-00101818ed80,Other,Check that the data has been loaded correctly,804,Manual
c8c8e610-ce9f-11e6-2688-00101818ed80,Other,Check the complete import of the data into the application,992,Semi-automatic
27659703-ce7a-11e6-2688-00101818ed80,Other,Check the adjustments to the balance sheet database,916,Manual
4dc26c7f-cea2-11e6-2688-00101818ed80,Other,Check the sending result,1631,Semi-automatic
529216f3-18d4-11e9-2249-001dd8b721ea,Other,Verify the correct updating of the securitization dictionaries in Libra,3510,Manual
3937bf1a-cea1-11e6-2688-00101818ed80,Other,Carry out the formal and consistency checks in the application for preparing the reporting base,228,Automatic
72221bd3-ee5c-11e8-2249-001dd8b721ea,Other,"Verify the consistency of the loan data for Abaco, EIB and CDP mortgages",3121,Manual
529216fe-18d4-11e9-2249-001dd8b721ea,Other,Verify the correct construction of the links,3310,Semi-automatic
5df7d222-69ed-11eb-60ce-001dd8b72a56,Operational,"Verify that the correct version of the ""Safety Rules"" and ""Business Continuity Rules"" attachments has been published",2802,empty
687dfca0-0826-11ed-2a4f-001dd8b72a55,Professional,Verify that the Major Incidents that occurred in the reference period have been examined by the IT Factory Committee,2780,
95c0c43e-d42b-11e7-2249-001dd8b721ea,Other,Verify correct input of data,2470,Manual
9ade7990-702e-11eb-60ce-001dd8b72a56,Operational,Verify the correct activation and updating of the Alerts,3189,empty
752aa143-5f96-11e6-2688-00101818ed80,Other,Verify and submit the processing produced,2266,Manual
96f0047b-3876-11ea-6ab0-001dd8b72a56,Other,Verify the correct registration of the deed,3463,Semi-automatic
13d7f8eb-df8b-11e9-4b37-001dd8b72a50,Other,Verify the assignment of the registered documents,2956,empty
13d7f8ee-df8b-11e9-4b37-001dd8b72a50,Other,Verify the correct census of the deed,3268,empty
80d9c2a2-d51f-11ec-43a8-001dd8b72a55,Other,Verify the return of the acknowledgment of receipt,4010,empty
8653e467-63a5-11ea-4b37-001dd8b72a50,Other,Verify that all documents have been managed,2751,empty
01b93720-91be-11e9-2249-001dd8b721ea,Other,Verify the acceptance of the documents,2919,empty
c671f726-63a6-11ea-6ab0-001dd8b72a56,Other,Verify the correspondence between documents received and processed documents,3817,empty
6bec6582-b73f-11ec-60ce-001dd8b72a56,Operational,Check the signature commitments with expired deadlines,1636,Manual
07e113e6-1d3a-11e8-2249-001dd8b721ea,Other,Verify the correctness of the balances to carry out the subsequent accounting entries,3621,Semi-automatic
f6c35827-1d70-11e8-2249-001dd8b721ea,Other,Check and validate the operation,338,Manual
5498b734-1d6f-11e8-2249-001dd8b721ea,Other,Check the operation,1509,Manual
1cc993c1-1d4d-11e8-2249-001dd8b721ea,Other,Check the correctness of the parameters of message MT202,1288,Manual
70ad339f-1d6d-11e8-2249-001dd8b721ea,Other,Check that the message is set up correctly,828,Manual
eaff6761-43ad-11e8-2249-001dd8b721ea,Other,Verify the correctness of the balances,3620,Semi-automatic
9b204052-1d63-11e8-2249-001dd8b721ea,Operational,Verify the formal correctness of the payment message sent,3902,Manual
34d7223c-1d55-11e8-2249-001dd8b721ea,Other,Verify the correct accounting entry,3149,Manual
5e9813a2-1d64-11e8-2249-001dd8b721ea,Other,Verify receipt of payment by CLS BAnk,2703,Semi-automatic
bdaf6baf-1d66-11e8-2249-001dd8b721ea,Other,Check the agreed entry the following day,918,Manual
c87d8bf0-921d-11eb-43a8-001dd8b72a55,Other,Ascertain correctness and completeness determination of active commissions,88,Manual
821be2b2-7daa-11eb-60ce-001dd8b72a56,Other,Ascertain the correctness of the payment of installments of third-party funds to be paid to the Entity,90,Semi-automatic
9ef31bdd-0fb1-11e7-2688-00101818ed80,Other,Verify that the deposit and the securities deposited coincide with what is indicated in the letter of appointment,2819,Manual
b21b3168-cbe4-11ea-1911-001dd8b72a55,Professional,Check the correct and complete feeding of the Catalogue,1159,Semi-automatic
57a8b140-1181-11ed-2a4f-001dd8b72a55,Other,Communicate the results of the analysis of performance and consumption trends with the Management,1753,
1b7d8392-1180-11ed-2a4f-001dd8b72a55,Professional,Verify the adequacy of available resources,2935,
5b7ee526-16a1-11ea-4b37-001dd8b72a50,Other,Verify and trace the outcome of the report,2267,empty
b8cb53ea-7a65-11ea-1911-001dd8b72a55,Other,Verify and complete the first validation of the Withdrawal Order,2252,Manual
ec50f790-751e-11eb-275f-001dd8b72a50,Other,Verify correct data communication,2439,Manual
58c17057-7a61-11ea-1911-001dd8b72a55,Other,Verify the formal correctness of the requests received,3905,Manual
b8cb53d8-7a65-11ea-1911-001dd8b72a55,Other,Verify the dispense data loaded,3857,Manual
ba11a490-751a-11eb-275f-001dd8b72a50,Other,Verify the correct accounting of accruals and interest expense,3151,Manual
70605172-3b13-11eb-43a8-001dd8b72a55,Other,Check the conditions precedent,1075,Manual
c31a4e60-751b-11eb-275f-001dd8b72a50,Other,Verify the correct accounting of the withholding and transfer to the Treasury,3174,Manual
2f99a50a-7a67-11ea-1911-001dd8b72a55,Other,Verify the correct application of the commissions,3242,Manual
b42eefb0-7515-11eb-275f-001dd8b72a50,Other,Verify the correct accounting of manual operations,3153,Semi-automatic
b8cb53c3-7a65-11ea-1911-001dd8b72a55,Other,Check the definition of the tax,1381,Semi-automatic
aa4b8274-8091-11ea-1911-001dd8b72a55,Other,Verification of accounting,2175,Semi-automatic
e9ff94ef-7b2c-11ea-6ab0-001dd8b72a56,Other,Verify the correct allocation of accounting entries,3193,Semi-automatic
d08341e0-7518-11eb-275f-001dd8b72a50,Other,Verify the correct accounting of manual operations,3153,Semi-automatic
9f036766-177e-11ea-1911-001dd8b72a55,Other,Analyze residual deltas,61,
ec7263ae-feeb-11e9-4b37-001dd8b72a50,Other,Verify the completeness and correctness of the analyzes carried out,3016,Semi-automatic
bd729512-fef0-11e9-4b37-001dd8b72a50,Other,Verify the completeness and correctness of the analyzes carried out,3016,Semi-automatic
8dc42832-edaf-11e4-2688-00101818ed80,Other,Verify the correct loading of the title,3425,Manual
36355e52-d4f6-11e7-2249-001dd8b721ea,Other,Verify correct assumption resolution,2415,Manual
d20e0d90-f165-11ec-43a8-001dd8b72a55,Other,Verify the consistency of the correct management phase with respect to the resolution action entered,3111,Manual
230e3d92-3ee9-11eb-43a8-001dd8b72a55,Other,Check the correct determination of the TEG,1179,Manual
