model,modelID
Activities to be carried out after a theft of goods in the Branch,770
Non-performing loans management - Management of external legal registers,1426
Non-performing loans management - Management of external legal registers,1427
Third Party Security - Cyber Relevant Third Party Classification,843
Certificates of Deposit - Repayment of coupons and capital on Materialized Certificate,250
Cash Deposit Payment - Irregularity Management,34
Advance invoices Italy - Management of extensions,1232
Management of Individual Retail Positions - Pulse Management,2201
Concession - Public Entities and Enterprises - Participation in Tenders,150
Major Incident and Problem Management,2016
Management of differences found on totally outsourced equipment,2248
Loan Trading - Purchase - Preliminary fulfilments,937
Cash Management - Foreign Currency Management - Central Structure,1627
Concession - Private individuals - Subsidized mortgages and Mortgages granted to minors and owners of sole proprietorships - Resolution,2278
Concession - Public Entities and Enterprises - Improvement,630
Guarantees and Letters of Patronage - Acquisition,1919
Corporate Taxation - Transfer Pricing,2146
Individuals - Mortgages - Improvement,20
Reports to Consob regarding equity investments,916
Valuation of Loans at Fair Value - Over the course of fair value of performing loans at origination,272
Pricing strategy - IMI CIB Division,340
Syndication ONE - Originate to Share - Waiver and amendment,230
Probable Default - Transfer of relationships in Servicing Bank,913
Current Accounts - Opening and closing of the account of the Company to be set up,160
Internal Dealing - Proprietary Insider List - Policy and coordination measures for group companies,1930
Third Party Security - Post assessment third party monitoring activity,857
Import documentary credits - Modification,752
Sudoers File Checker,1265
Management of expiry operations,2274
Operational risk data management,942
Loan Trading - Portfolio loan management,1949
Annual review of service contracts - KPI catalog update,440
Valuation of retirement funds,1574
Third party securitisations - Monitoring transactions after closing,1080
Prepaid cards - Stipulation of the credit service in convention on cards by Corporate customers,1921
ISP suppliers with agency contract - Management of billing and social security obligations,2036
Management of the Embargo regulatory framework - List management - AFC Screening and Filtering application names,2246
Receipt of Certificates of Conformity,840
Safety Deposit Boxes and Closed Deposits - Management of parcels centralized in the Central Vault,1512
Management of Product Variations and Product Repeat Business,523
Group forecasting anticipator,1839
Payment of Italian redemption coupons and dividends,1526
Payment of Italian redemption coupons and dividends,1527
Cross-Functional Reporting for Liquidity Risk,1230
Self Equipment Management - Management of differences found on equipment in charge of the branch,2194
"Contingency Process - T2S Unavailability
and RRG connection with Monte Titoli",776
Alternative Investments Funds - Investment Management,2171
Fulfillments relating to contract work in the real estate sector,365
Enforcement of the Newborn Loan Guarantee Fund,1375
Integrated Group Tableau de Bord of the Corporate Control Functions for the Corporate Bodies,886
Request for postponement of processing of Current Accounts and Counts,1117
Cashier's checks and cashier's checks - Theft or loss at Poste Italiane,852
Census and Counterparty Management - Duplicate positions,1070
Management of refund requests F23,1354
Non-performing loans management - Verification of documentation and taking charge of the legal practice,876
Derivatives ETD - Management of Commodity Futures with Physical Delivery,582
Management of late payment of bank checks after communication of unpaid result,1850
Collateral Management - Margin management service on behalf of third parties for Group Banks,882
Management and registration of access keys to branch premises,1425
Fulfillments for subsidy purposes - Financing Bank - Finlombarda,56
Specialist Incident Management,1440
Management of Subsidized Interventions - Stipulation of public funding contracts,1674
Monitoring of domestic and international cash pooling services,1793
Written complaints,1000
Accounting management activities,109
Non-Performing Credit Management - Factoring management solutions,1833
Non-Performing Credit Management - Factoring management solutions,1834
Mortgage Guarantees - Appraisals,78
Impairment test of goodwill,1586
Acquisition Finalization Guarantee on loans drawn from the fund for the prevention of the phenomenon of usury,1700
Threshold Management of the Payment System in EURO,624
Institutions Treasury - Service Management - Ticket Issuers,1842
Country risk - Assumption of country risk for new operations,2203
Loans - Loan Management - Change in installment due date and other changes on Personal Loans,117
Clearing Custody and Settlement Services - Selection and monitoring of Custodians - CSD,569
Clearing Custody and Settlement Services - Centralized management of corporate meetings for Italian emission securities,2264
Euro and foreign currency liquidity management - Interbank transactions with Group Counterparties,1151
Identification of suspicious transactions,1987
Banks - Analysis of counterparty characteristics for reconfirmation or assignment of rating or extended rating or certification of unrated or benchmark rating,301
Creation of a Technical Cost Center,429
OCIR Tool: Repository of contracts and inventory assets & staff,38
Modification of the census of customers and suppliers,2067
Modification of the census of customers and suppliers,2068
Management of physical certificates of non-distributed funds - role of custodian bank,64
Clearing Custody and Settlement services - Fiscal documentation census,2008
Proprietary and Third Party Indices - Ex post data adjustment and management of extraordinary events. Algorithmic Indices,1171
Implementation and monitoring of the annual audit plan,503
Model change rating pilot,1034
Direct Guarantee Fdo PMI 662 96 on the Excussion Portfolio,148
Customer pricing reporting and invoicing services (Billing),240
Deliveries to Work Progress Status (SAL),409
Update of MIFID profiling on Group Fiduciary relationships,1769
Financial products and services - OTC derivatives - Preliminary contractual obligations - IMI CIB,2131
Project publishing and management,887
Management of bad debts Leasing - Management of losses,2074
Master data fraud prevention,743
Consolidated Financial Statements - Definition of the perimeter and Group Map,1742
Proactive Problem Management,1718
Determination of Risk Weighted Assets (RWA),1298
Daily checks with a view to prevention,1309
Information document for the public and communication to Consob for transactions with related parties of Intesa Sanpaolo SpA,1731
Counterparty Risk - Reporting management,1300
Protection Policies - Goods and People - Issuance of Policies - Off-Site Offering - Intesa Sanpaolo Agents4You,691
Management and monitoring,850
Unit and Integration Test execution,1318
Consulting assistance and clearing in the field of IT Security and Business Continuity,755
Extraction of accounts that have become dormant during the month and repayment of extinct dormant accounts NOT transferred to the fund,1984
Online and offline advertising communication,617
Notifications of non-compliance with the Code of Ethics,1221
Processing of personal data by third parties - Assignment of the subjective role of Suppliers or Third Parties,1670
CBILL Service - Activation,1791
Clearing - Calculation and management of OTC margins - Own account,963
Own account finance - Securities - Registration of closing and checking of interprocedural and margin accounts,1992
Attached Guarantees - Operational features for Mutual Investment Funds,2087
Resolution Planning - Prospective estimate of the MREL,379
Counterparty Risk - Exposure at Default estimate for the purpose of calculating prudential requirements,171
Acquisition Improvement Guarantee with Guarantee Funds Prima Casa DM 31 July 2014,1668
Local utilities control,1316
Securities Asset Leasing Management - Management and position analysis,253
Finance Systems Configurations - User management for trading platforms and system users - CFO area,812
Application change activation,1344
Registry of Relationships - Census-update of the new FT in the Registry and monitoring alignment of relationships between the Registry and the SSA,1058
EMIR - DFA - Monitoring the scope of products subject to clearing and trading execution obligations,1812
Transactions on Certificates held by the Branch,800
Extension of curtailment of extinction of loan for use - extinction of gold sale with deferred payment,2149
Exclusion Antivirus,1446
Purchasing Management - Management of Technical Conformity and Certification,747
Loan of artistic assets,1325
Clearing Custody and Settlement Services - Corporate Action Italy,1773
Financial Products and Services - Settlement of operations,2041
Financial Products and Services - Settlement of operations,2042
"Centralized filing, research of block and pulp paper operational documentation Central Structures",235
ISC update and online calculator for credit openings and current account overruns,482
Clearing Custody and Settlement services - Depository settings and account opening-management,1514
Salesforce user management,1735
Solidarity Fund - Reactivation of depreciation before the deadline,1385
Proactive Management Corporate and Small Business - Managing positions in Proactive Management (PM),260
Early repayment of medium-long term mortgages and loans,384
Financial Products and Services - OTC Derivatives - Post-Sales Monitoring - IMI CIB,1540
Management of operations requested by the customer,1563
Remote Identification and Recognition Services - My Key - Switching on via Online Channels,1447
Prescribed redemptions of securities and coupons,1969
International Guarantees Issued - Issue and Modification,1286
FM design development and maintenance,1203
Transfer of funds in and out. Checks pursuant to Regulation 847 2015,1609
Consulting service for businesses in participating in European funding,648
Debt Capital Markets - Customer contact and transaction analysis,588
Check exchange,1523
Third party securitizations - Purchase ABCP issued by Romulus,1191
"Emissions certificates - Event management, parameter calculation and reporting to the markets",1145
Pensions - Payment,1566
Concession - Private individuals - Credit facilities and other loans - Product specifics - Loans from the Fund for the prevention of the phenomenon of usury,1607
Loss-theft of artistic assets,797
Forborne credit monitoring,900
Management of the re-rating process,423
Authorized punctual derogation TIT attribution,1136
Treasury Institutions - Service Activation - Participation in the tender and assignment of the service,1760
Country risk - Monitoring of the country risk ceiling,19
Entity Treasury - Operational Management - Recordings on treasury accounts linked to the entity code,1520
Structured Finance ONE - Origination and Structuring,1168
Variation of the Client's MiFID profiling subject to authorization and/or suspension - BdT,419
Orders for issuing checks in foreign currency,47
"Abroad - Foreign exchange transactions - EBS counterparty registration, updating or deletion",2028
Relations with Universities and Schools,108
Identification and assessment of risk exposure for changes to the information system,1730
"Corporate Taxation - Estimate of current taxes, accrued taxes and deferred taxation",844
Include - Back@Work,1983
Issuers Regulations - Management of sensitive situation completed,1852
Request for registration of an operating entity in SOA,217
Withdrawal ordered by a customer of an external partner bank,2060
Enforcement of the First Home Loan Guarantee Fund Ministerial Decree of 31 July 2014,1283
Unlikely to pay - Conversion of receivables into equity investments - Financial instruments,1295
Asset Leasing Securities Management - Sale of assets and closure of the position,1782
Regulated Derivatives - Eclipse reconciliations with downstream ledgers,1635
Probable Default - Taking charge and Definition of management solutions,527
Monitoring of service levels - Six-monthly management of customer satisfaction campaigns,71
Combination of a social initiative - present on the For Funding platform - with a product or service of the BdT Division and simultaneous activation of a rule for the allocation of an economic contribution,1417
Real Estate Asset Leasing Management - Preparation and management of real estate lease accounting,1041
Management of Private Retail Positions - Assignment of the Fifth - Management and Recovery,24
"Issuer Regulations - Management and organization of segregated ""TREE"" teams",2261
Crisis escalation and management,1217
Euro and currency liquidity management - Settlement confirmations and payments,1245
Bad Loans Management - Position monitoring,1330
Third Party Security - Evaluation of business continuity plans on critical suppliers,1442
Drafting and sending of the annual report to the Bank of Italy,1771
Management of unpaid foreign checks,1250
Management Private Retail Positions - Collections Management,1437
Management of Withdrawal from the Contract for the Provision of Investment Services and MiFID Additional Services,127
Structured Finance ONE - Waiver and Amendment,134
Credit Risk - Fair Value of properties as collateral for loans and Credit Risk Mitigation - Database preparation and calculation,1673
Management of MEF communications pursuant to Legislative Decree 231 of 2007 and subsequent amendments,1849
Execution of the Charity Fund Plan - Central Liberality,1551
Monitoring for application changes on ABC and Fideuram online,1820
Regulatory compliance management,929
Credit activity,1088
Emissions certificates - Placement,1282
Securities transfers - Centralized administrative and accounting operations,140
Regulated Derivatives - Payment management,828
Financial products and services - OTC derivatives - Preliminary contractual obligations - BdT,1212
Valuation of OTC derivatives - determination of credit adjustments for accounting purposes (CVA-DVA),1873
Issue or update FI and summary documents (TRB@N),1103
Repurchase Agreements - Management and settlement of transactions,838
Penal seizures and confiscations,919
"Drafting, publication and updating of Control Cards",472
Abroad - Transactions in foreign exchange - Reconciliation of the position at risk Exchange - Rate of spot transactions,1268
DFA - Chief Compliance Officer Annual Report,764
Structured Finance ONE - Covenant Verification,1538
Concession - Financial Institutions ONE - Investigation,1861
Monitoring of the Fund Plan,1408
Self Equipment Management - Self Assisted Cashier Management (CSA),1470
"Algorithmic negotiation - Definition, modification and revision of limits for customers",1272
Valuation of bonds for accounting purposes and management of fair value levels,1798
Payment cards - Precautionary blocking-theft-loss,514
Payment cards - Precautionary blocking-theft-loss,515
Payment cards - Precautionary blocking-theft-loss,516
Past Due Management - Management of overdue positions,946
Specificity for Coordination and Control Legal Entities,1398
Prudential disclosure - Collection and preparation of detailed information Part E - Risk Management information,2109
Employee services - Management of family expenses and request for deductions,350
Contribution Management - Disbursement of the Interest Account Contribution for ISP's Ex CIS Financing,1733
Counterparty Risk - Management of Regulatory Reconciliation,1010
Physical Asset Management,82
Foreclosures - Documentation management subsequent to the attachment deed,704
Loans - Loan management - Early repayment of personal loans,227
Counterparty Risk - Other regulatory activities,692
Rate Management Asset and Liability Management - Short Term Sight Post Model,1305
Own account finance - Securities - Management of penalties in the unsecured market pursuant to CSDR,1241
Bad Loan Management - Fees Calculation,258
PEC email management,492
Management of Facilitated Interventions - Revocations,756
Participation in capital increases and exercise of warrants,1043
Assignment of Security Codes for access to Big (Financial) Data and CDM (Customer Data Management),1421
ABI Regional Commissions - Management of the emoluments billing of the Secretaries,1359
Out-of-office offering of financial instruments - Offline mode,768
Out-of-office offering of financial instruments - Offline mode,769
Disposal of Non-Performing Loans and Portfolios of Non-Performing and Mixed Loans - Single Name Disposal below threshold - Deal Execution,1656
Fulfillments for facilitation purposes - Financing Bank - Economic Initiatives Revolving Fund,9
Own Securitisations - Reporting and monitoring,123
Purchasing management - Subcontracting management,2054
Payment cards - Customer withdrawal,974
Payment cards - Customer withdrawal,975
Payment cards - Customer withdrawal,976
Own Account Finance - OTC Derivatives - Confirmations - Transactions in Rate Derivatives,1454
Generic Position Risk - Calculation and monitoring of risk measures for regulatory purposes,2259
Expenditure assignment and activation,676
Collateral management - Variation Margin reconciliation,720
Regulatory reporting for liquidity risk,1636
Quality Assurance on the anomalous operations management process,1923
Repurchase Agreements - Revocation and reversal of transactions,16
General Accounting - Activities and preparatory controls for the monthly certification of accounting flows,1111
ADUE - Debtor - SEDA Activation of mandates - Financial Institutions,1220
Issuers' Regulations - Survey and modification Sensitive situation,1493
Prudential individual reporting - Asset Encumbrance,10
"Security of Third Parties - Update of the attachments ""Security Rules"" and ""Business Continuity Rules""",986
Management of Physical Certificates of Funds Not Placed by the Group,404
Solution planning monitoring,637
Credit Risk Mitigation - Agricultural bill - Renewal of agricultural bill,1959
Monitoring of the prudential limits of the risk appetite and of the maximum exposure of the Group towards Associated Persons,1130
Reception and sorting of notified deeds,971
Termination of Domestic Signature Commitment,904
Preliminary contractual fulfillment,1822
Monitoring of accounts and cash flows,1660
Fulfillments for facilitation purposes - Financing Bank - Jeremie Calabria,203
Management of securities deposit with pledge with third parties,2272
Request for business cards,1841
Catalog and master data management - Updating of the catalogue,1228
Capacity management,1008
Management of Alert Reports Coming from the Change Auditor,508
Loans in GIC - Disbursement,453
Management of the fiduciary mandate in the presence or absence of an authorized Interlocutor,1478
Insured death policy settlement,1053
Transactions with connected individuals - Generation and verification of databases,724
Intesa Sanpaolo bond issue master data management,129
Probable Default - Out-of-court settlement definition,1555
Non-predatory assault on personnel,528
MiFID Adequacy Control - Preparatory activities on placement products,1907
MiFID Adequacy Control - Preparatory activities on placement products,1908
Current Accounts - Blocks and evidence,594
Formal verification of drawn checks and negotiations,1807
Check on the correct implementation of cybersecurity needs,1233
Inbiz after-sales service management,1476
Collaborative fulfillment with AdE - Analysis of closed cases - Preparation of the risk map and Monitoring of shared positions,153
ABI Agreement for Credit - Request for suspension or extension of duration,138
Transfers for Ministerial Subsidies and Donations,556
Collateral Management - Modification of the rate of remuneration of the Collateral on bilateral CSAs,2059
Regulated Derivatives - Options expiry control,1482
Sovereign Funds - Acquisition of external agency rating,416
Sovereign Funds - Acquisition of external agency rating,417
Sovereign Funds - Acquisition of external agency rating,418
Easy Export - contract signing,1976
Counterparty Risk - CVA Capital Charge,1888
Simplified rating renewal Methodologies Project Finance - Commercial Real Estate - Leveraged and Acquisition Finance,1621
Subsidiaries - Investigation of resolutions and communication to the Corporate Bodies of transactions with Related Parties of Intesa Sanpaolo S.p.A. Associated Persons of the Group and Relevant Persons pursuant to art. 136 TUBES,242
General Accounting - Controls in accounting systems,716
Opening Major Incident and Problem,1553
Enforcement of guarantees on loans from the fund for the prevention of usury,1965
Management of ICT Requests,921
Documentation of the data life cycle (Data Life Cycle),248
Application and System Test Execution,830
Information on situations of interest to Key Managers,1758
LECOIP 2.0,490
Generic Position Risk - Calculation and monitoring of risk measures for management purposes,1106
Management of medical examinations to check the state of illness,321
Customer and supplier registry census,177
Customer and supplier registry census,178
"Production and certification of the Statement of Costs, Charges and Incentives - Direct customers of the IMI CIB Division",1484
DNS Activation and Connections with Commercial Partners,789
Finalization of the agreement,413
Financial Instruments Data - Insertion of holidays in Calendars and update of Markets,761
Devices for the employee - BYOD,878
Creation of a new reason for movement of the current account,2031
Derivatives and Securities - accounting and completion of balances for month-end operations,625
Cash Management - Management of suspected counterfeit banknotes and coins - Branch,119
Subsequent events acquisition Guarantee on loans drawn from the fund for the prevention of the phenomenon of usury,941
Management of the Inbiz approval rules entered by the Client Company,969
Credit taxation - Certification of substitute tax on MLT loans,646
Superbonus Ecobonus and other building bonuses - COMPANIES - Advance on contracts with transfer of the tax credit,1365
Financial Administrative Governance Controls,719
Own Account Finance - Securities - Preliminary Bond Negotiation Activities,1844
Foreclosures - Management of withholding tax on payments for attachment or seizure,730
Consortium guarantee activation,1144
Syndication ONE - Organization and distribution of financing on the market,2154
Payment cards - Claims management,1762
Payment cards - Claims management,1763
Payment cards - Claims management,1764
Valuation of receivables at fair value - fair value accounting,352
Monitoring of Participations,1065
Management of policy change operations,1320
Complex accident evaluation,97
Preparation and signing of ISDA Master Agreement and CSA and IM - Parent Company and Banca IMI,2222
Certifications for auditors,1141
MMSR - Preparation and sending of reporting flow,376
Third party securitizations - Perfecting,766
Fulfillments for facilitation purposes - Financing Bank - Instrumental Goods,1019
TLC alarm management,1792
Corporate - Attribution and validation of the rating,99
Valuation of OTC derivatives - determination of funding value adjustment,2070
Attached Guarantees - Operational details for Securities and Financial Instruments,1903
Rate Management Asset and Liability Management - Hedging Strategies,1332
Non-performing loans management - Collections,1712
SDD at bank risk - Revocation,983
Own account finance - Securities - Equity trading - IMI CIB Division,708
Company credit cards issued to employees,1591
Cybersecurity Postures,663
Acquisition of biometric data for access to 'Reserved Areas',1945
Corporate action management - dividends and coupons on Securities Lending,112
Transactions requested by treasury companies on behalf of companies of their own group,1707
Loans in GIC - Collection of commissions and expenses,2030
Exchange Management - Transactional exchange risk management associated with Structural exchange risk - Dividends,1068
Application of taxation on policies of third party companies,1631
Corporate sponsorships,1528
Inaccessibility of Premises - Activation of operational continuity measures,1143
Savings books - Extinction,2306
Load management of physical titles,1580
Load management of physical titles,1581
Contracting of collection services for Freccia Bank Bulletin,1978
Time Cash in Euros - Activation and extinction upon expiry,1291
Census and Counterparty Management - Digitization of identity documents and corporate documentation,1007
Counterparty Risk - Monitoring of lines,42
Fulfillments for subsidy purposes - Financing Bank - L.R. Sicily n. 6 of 14.5.09,437
Management of own bonds in SIRE,400
IRR risk - Dynamic measures,458
Credit Risk - Calculation of regulatory measures - Calculation of Economic Capital,1583
POS sale and activation - Remote Offering - Intesa Sanpaolo Agents4You,45
Proactive Management Banks and Financial Institutions - Review positions,2273
Non-harmonised consolidated statistical reporting (Base M2),8
Loan valuation at Fair Value - Over the course of fair value of loans with impairment at origination,1558
Concession - Corporate - Customer contact,1293
After-sales monitoring,809
FSB consolidated reporting,880
Issue or update FI Contracts Pre-Contracts DDS,2018
Management of National and Local Conventions - BdT Division,1489
Funding - Intercompany Medium and Long Term Transactions,1096
Verification of IVASS professionalism requirements - Verification of the professionalism requirements for provision of initial training courses and professional updating,1142
Definition of the Product Plan,302
Clearing - Porting Client,1110
Management of check recall orders,712
Asset Encumbrance Consolidated Supervisory Reporting (AEC Basis),67
Variation - Withdrawal - Reactivation of the POS,25
Request SSL certificates,1339
Mandatory professional updating of Employees with the mandate of OFS-qualified Financial Advisor,1296
Protection Policies - Assets and Persons - Off-Site Offering,1289
Blank checks - report and publicize loss-subtraction-destruction,693
Management of administrative proceedings,63
Pledge Guarantees - Particularity for Pledge of Limited Liability Company Shares,390
Study and research management - Production and publication of recommendations,1728
Identification of the risk level of the positions - Structured Finance,1741
Savings books - Proxies,1990
Pricing models and calculation of Risk Measurements - Development - certification - revision of pricing models - OTC derivatives,1042
Emergency Application Change Management,1460
Stamp duty due on IT documents relevant for tax purposes - payment - accounting,741
Clearing Custody and Settlement Services - Coupon and dividend management,1685
Pricing TEF (Export Letter of Credit Confirmation or Discount) - Global Banking and Sovereign Institutions Dir. and Global Corporate and International Dir.,1490
Accounting event management,1120
Non-performing reports - Activities planning - Generation of scope and any additions,2143
Clearing Custody and Settlement Services - Settlement of securities in custody in the domestic market,1559
"Acquisition, analysis and consolidation of indirect collection data",1543
Own account finance - Securities - Prematching and confirmation,243
Verification of the conditions for transactions with Related Parties of Intesa Sanpaolo S.p.A. Associated Persons of the Group and Relevant Persons pursuant to art.136 TUB,1342
FinRep harmonized consolidated reporting (Base FINC),1652
Non-performing loans management - Examination of the position and definition of recovery actions,474
Leasing Financing Administration - Incoming bills and bills in the portfolio,2303
External selection,1576
Concession - Small Business Proposal,1794
Equity Capital Markets - Public tender offers,2301
Subsidized loans to Intesa Sanpaolo Group employees - Resolution,549
Bank checks,2099
Monitoring checks for application changes on ABC and online Fideuram,1090
Offshore development management,1564
Non-financial services offered by Group companies or third-party companies under an agreement with the Bank,2188
Outgoing foreign transfers - Investigation,1251
Census and Counterparty Management - Notices and Notifications - Centralized variations,1048
Balancing cash and securities transactions,673
Balancing cash and securities transactions,674
Inbiz service activation for BdT Customer or Global Corporate Customer of the IMI-CIB Division,1895
Preparatory activities and collection of information,366
Management of Accounting Rules for PNA (automatic journal entry),2032
Abroad - Foreign exchange operations - Contractualisation and authorization of customers for foreign exchange operations on Inbiz Forex - CIB,791
Preparation of contributions,2006
Activities to be carried out following other risk situations in the Branch,456
Construction of Standard - Non-Standard Medium-Long Term TIT Curves and attribution of Standard TIT,2187
Risk Participation Agreement monitoring,2193
ROG CPC RPC Mandatory Records Certification,647
Valuation of Loans at Fair Value - Calculation of Prudent Value and Level 3 Fair Value Disclosure,917
Independent Price Verification - II level - Derivatives,1360
Export Documentary Credits - Cover Account Management,1156
DFA - Marketing Materials,1753
Reciprocal accounts - opening closing and rates management,1826
Clearing Custody and Settlement services - Contracting of custody and settlement services - Full-Services and custody and settlement operational onboarding,2056
Strategic Risk Management,2219
Replacement of the Director of the Retail - Exclusive - Enterprise - Third Sector - Agribusiness Branch,335
MiFID profiling update via Questionnaire - BdT,1469
Preparation and Sending of Signage Flow - Mifid UK,1388
Export Documentary Credits - Modification,715
OPS - OPV - OPVS - Public Offering for Subscription and Sale,214
OPS - OPV - OPVS - Public Offering for Subscription and Sale,215
Alarm escalation management,2305
Supply Chain Management - Commercial Phase Management,1056
Purchasing Management - Sourcing,49
CondominiOnline Portal - Enabling,2290
Industrial Accounting - Determination of fees,1013
Leasing - Management of assets relating to contracts not classified as non-performing,1323
Leasing - Management of assets relating to contracts not classified as non-performing,1324
IMU fulfilments,1870
Successions - Declaration of succession or exemption,2093
Remote services - Monitoring and fraud management,421
Closing SSA codes and Acronyms,1615
Institutions Treasury - Operational Management - Outsourcing of Institutions treasury operations,1818
Credit Cards - Renewal,462
Passive subrogations - Counting and reservation of extinction,879
Internal Dealing - Proprietary Insider List - Identification of ISP Group Companies for Insider List activation,1831
Proprietary and Third Party Indices - Calculation and Publication of Algorithmic Indices,2252
Study and research management - Morning Meeting,2045
Collection services - Freccia and RAV Bank Bulletin,1979
Management of the regulatory framework of Embargoes - Operations from and to Group A and B countries,113
Own account finance - OTC derivatives - Validation of the deal,401
Loans in GIC - Extinguishment or partial repayment,958
Services on outgoing wire transfers,2184
Remote Identification and Recognition Services - Remote identification of a natural person via telematic channels,909
Application of Data Governance standards,293
Clearing Custody and Settlement Services - Active billing management for Custody services,1412
ITGC Governance Model Management,1399
Retail rating assignment,1642
Remote offer of financial instruments - Management of the right to withdraw,826
Remote offer of financial instruments - Management of the right to withdraw,827
Own account finance - Securities - ETF creation and redemption - IMI CIB Division,1210
Bancaidentity - Certificate revocation,332
Professional Requirements Certification,1
Strategies - Funding Plan Data Collection,2053
Fulfillments for facilitation purposes - Financing Bank - Veneto Sviluppo,590
Government concession tax on corporate books,1197
Subsidized loans to Intesa Sanpaolo Group employees - Preliminary investigation,408
Variation of the employee's personal data,105
Abroad - Foreign exchange transactions - Spot exchange trading - Own account,799
Annual reporting process of the PCI Officer to Top Management,2237
Debt Capital Markets - Execution of the transaction and placement,1224
Abroad - Foreign exchange operations - Monitoring and settlement of CLS discarded contracts,1292
Tax recovery on foreign stock dividends,1785
ALMM Consolidated Regulatory Reporting - LCR,751
Definition and monitoring of regulatory indicators and thresholds,1958
Anomaly remediation and escalation,1661
Impairment of intangible assets with a finite life,81
Corporate taxation - Adjustment of taxes,2310
Management of criminal actions brought by third parties,955
Financial Products and Services - OTC Derivatives - Deal modification (cancel and reissue) - IMI CIB and BdT,936
clearing,1455
Issuers Regulations - Disclosure of relevant employee interests in relation to Sensitive Situations,1261
"Safety Deposit Boxes and Closed Deposits - Theft, damage, tampering and loss",1783
Own account finance - Securities - Deal settlement,510
Own account finance - OTC derivatives - Modification of the deal - Cancel - Cancel and Reissue,1803
Clearing Custody and Settlement Services - Limit Monitoring for Clearing Clients,1645
Non-bank treasuries,795
Catalog and personal data management - Basic personal data,371
Current Accounts - Off-Site Offering - Intesa Sanpaolo Agents4You,1905
Preliminary fulfilments for requesting the LEI Code in the name and on behalf of Customers - BdT,2020
EMIR - UK - Signing of the Reporting Delegation Agreement and sending of the report on transactions in OTC derivatives,717
Unavailability of Essential Personnel - Activation of business continuity measures,1914
Emergency management,1028
Credit taxation - Withholding tax survey,1435
Annual review of service contracts - Generation of outsourcing database,1502
"Incident management, procedural application regulatory assistance",544
ISMEA surety request and acquisition,945
Prematching and Confirmation Management,1176
Enforcement of international guarantees received,1211
Remote Identification and Recognition Services - My Key - On-Site Offer and Off-Site Offer,956
Asset Leasing Securities Management - Repossession and asset management,978
Financial products and services - OTC derivatives - Management of market operations (MOP validation and MOP removal) - IMI CIB and BdT,2210
Clearing Custody and Settlement Services - Services on behalf of the issuer,1692
Management of precious metals. Check of stock in Sala Conta,1118
Loss Verification Agent,1529
Foreclosures - Management of Foreclosure-Foreclosure of sums,1372
Pricing definition - IMI CIB Division - Global Corporate and International Departments,805
Anomalous operations evaluations,2065
Management of Delivery Desks and supervision of supply flows,696
Operational health and safety controls - Fulfillments relating to events and the assignment of works in the context of Legislative Decree 81-08 art. 26,1531
Financial Products and Services - OTC Derivatives - Deal Validation - IMI CIB and BdT,1134
Contingency Process - Cash Management,1267
Acquisition Finalization Direct Guarantee Fdo PMI 662 96 on Portfolio,823
Advance settlement of our payment commitment - discount Import documentary credits - Eximbills,1400
Fulfillments for facilitation purposes - Financing Bank - Artigiancassa,484
Aggregation of quantitative and qualitative contributions and preparation of individual files,478
Maintenance of IT Security and Business Continuity controls,1682
Services offered by the Innovation center,634
Concession - Small Business Customer Contact,2178
ETD derivatives - Procedure for modifying the House Business commission price list,1925
Management of suspended transfers,1891
Issuers Regulations - Practices to be submitted for attention - approval by decision-making Bodies,757
Definition of application requirements,269
"Drafting, approval and publication of the Remuneration Report",2199
CIB Good Guys List management,162
Single Justice Fund ANIA Agreement Opening of accounts on provisions of the Insurance Operators,1451
Concession - Corporate - Proposal,1968
Rate Management Asset and Liability Management - Remodeling of Fair Value Hedges,987
Level II controls,898
Funding - Requests for retrocession deeds on credits that are no longer in bonis,645
Quota management to be paid to SACE,601
Self Equipment Management - Collection and disposal of outsourced ATMs and MTAs subject to claims,1752
Disposal of Impaired Loans and Portfolios of Non-Performing and Mixed Loans - Single Name Disposal below threshold - Resolution,530
Theft or loss or deterioration of a non-employee permanent badge,488
Single European Resolution Fund,1123
General Accounting - Management of monthly accounting closures,1356
Management of operating losses deriving from POS operations,759
Budget loading into the system,1961
Cost data collection and consolidation,48
"Non-performing loans management - Routine non-recourse assignments, management of any returns",2293
Credit Cards - Reports received from other Entities for the Customer's CAI registration,2196
Management of the regulatory framework Embargoes - Swift SEPA and Western Union messages in receipt and dispatch,239
Out-of-office offer of financial instruments and insurance investment products - Management of the right to rethink,651
Out-of-office offer of financial instruments and insurance investment products - Management of the right to rethink,652
Domestic Signature Commitment Enforcement,662
Activation of State guarantee - Financing Tax Moratorium with CDP funding,1133
Preparation and signing of the NAFMII - ISP Shanghai contract,1616
Prepaid cards - Massive delivery of cards under the agreement,763
Contractualization of information security requirements for IT contracts,1302
Preparation and signing of the GMRA contract - Parent Company and Banca IMI,86
Strategies - Funding Plan Definition of the Funding Plan and calculation of indicators,234
Financing - Loan Management - Exercise of contracted flexibility options on Personal Loans,559
DFA - Procedure for registering as a Swap Dealer with the CFTC - Forms 7R 8R 8T and Annual Questionnaire,1974
Bancaidentity - Certificate suspension,388
Abroad - Foreign exchange transactions - Dual Currency Deposit management,202
Monitoring of relevant projects - Final balance and Forecast,1936
Drafting Application and Change Log,142
Loan Trading - Sale - Definition and conclusion of the operation,102
Provisions for outgoing foreign bank transfers,143
